event_id,review_type,site,DateTime,NEE_raw,NEE_auto_screened,NEE_kept_for_diag,Rg,Ustar,VPD,wind_dir,qc_co2_flux,GrowingSeason,WinterWindow,is_daytime,is_transition,is_night,low_ustar,flag_fetch_excluded,flag_extreme_negative,auto_remove_nee,decision,reason
LD_large_negative_night_20240912_0130,large_negative_night,LD,2024-09-12T05:30:00Z,-33.7810039,-33.7810039,-33.7810039,0,0.117096,0,135.733,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,remove,spike
LD_large_negative_night_20240912_0630,large_negative_night,LD,2024-09-12T10:30:00Z,-36.08801,-36.08801,-36.08801,0,0.219206,0.00574704,110.169,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,keep,transition
LD_large_negative_night_20240919_0500,large_negative_night,LD,2024-09-19T09:00:00Z,-53.193931,-53.193931,-53.193931,0.0015027,0.165763,0,96.344,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,remove,spike
LD_large_negative_night_20240926_0530,large_negative_night,LD,2024-09-26T09:30:00Z,-30.454353,-30.454353,-30.454353,0,0.178865,0,150.049,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,keep,transition
LD_large_negative_transition_20241009_0830,large_negative_transition,LD,2024-10-09T12:30:00Z,-32.0248,-32.0248,-32.0248,21.3689,0.135377,0,167.122,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,keep,transition
LD_large_negative_transition_20241104_1600,large_negative_transition,LD,2024-11-04T21:00:00Z,-34.6617,-34.6617,-34.6617,27.3771,0.468141,0.0794093,232.37,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,remove,oscillatory pattern
LD_large_negative_night_20241104_2100,large_negative_night,LD,2024-11-05T02:00:00Z,-31.55193,-31.55193,-31.55193,0,0.387119,NA,187.526,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,remove,oscillatory pattern
LD_large_negative_night_20241105_0000,large_negative_night,LD,2024-11-05T05:00:00Z,-47.8558,-47.8558,-47.8558,0,0.457827,NA,211.023,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,remove,spike
LD_large_negative_night_20241110_0430,large_negative_night,LD,2024-11-10T09:30:00Z,-53.6622,-53.6622,-53.6622,0,0.230508,NA,107.513,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,remove,oscillatory pattern
LD_large_negative_night_20241110_0600,large_negative_night,LD,2024-11-10T11:00:00Z,-45.5181,-45.5181,-45.5181,0,0.316528,NA,109.622,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,remove,oscillatory pattern
LD_large_negative_night_20241215_0000,large_negative_night,LD,2024-12-15T05:00:00Z,-32.18208,-32.18208,-32.18208,0.00102588,0.423273,0.0724084,103.954,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,remove,spike
LD_large_negative_night_20241215_0730,large_negative_night,LD,2024-12-15T12:30:00Z,-35.88364,-35.88364,-35.88364,1.78E-04,0.344653,NA,109.79,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,remove,oscillatory pattern
LD_large_negative_night_20241227_0200,large_negative_night,LD,2024-12-27T07:00:00Z,-31.378156,-31.378156,-31.378156,0,0.364582,NA,132.259,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,remove,spike
LD_large_negative_night_20241229_0000,large_negative_night,LD,2024-12-29T05:00:00Z,-39.45188,-39.45188,-39.45188,0,0.1204,NA,173.424,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,remove,spike
MD_large_negative_night_20240123_0600,large_negative_night,MD,2024-01-23T11:00:00Z,-54.81901,-54.81901,-54.81901,0.277777778,0.274935,0.137838,161.751,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,remove,oscillatory pattern
MD_large_negative_night_20240123_0630,large_negative_night,MD,2024-01-23T11:30:00Z,-49.8585,-49.8585,-49.8585,0.277777778,0.270554,0.042547,159.307,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,remove,oscillatory pattern
MD_large_negative_night_20240123_0730,large_negative_night,MD,2024-01-23T12:30:00Z,-33.3643265,-33.3643265,-33.3643265,0.361111111,0.665505,0.006713912,139.904,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,remove,oscillatory pattern
MD_large_negative_night_20240125_2200,large_negative_night,MD,2024-01-26T03:00:00Z,-31.96052,-31.96052,-31.96052,0,0.397448,0.00417036,45.2448,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,remove,spike
MD_large_negative_night_20240126_0430,large_negative_night,MD,2024-01-26T09:30:00Z,-41.63799,-41.63799,-41.63799,0,0.340755,0.0190781,21.5888,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,remove,oscillatory pattern
MD_large_negative_night_20240130_0530,large_negative_night,MD,2024-01-30T10:30:00Z,-32.0997,-32.0997,-32.0997,0.333333333,0.352997,0.106408,193.173,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,remove,oscillatory pattern
MD_large_negative_night_20240130_0900,large_negative_night,MD,2024-01-30T14:00:00Z,-30.38448,-30.38448,-30.38448,3.055555556,0.330588,0,165.83,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,remove,spike
MD_large_negative_night_20240228_0700,large_negative_night,MD,2024-02-28T12:00:00Z,-35.55442,-35.55442,-35.55442,0.00288212,0.687088,0.0885848,330.536,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,remove,spike
MD_large_negative_night_20240305_0200,large_negative_night,MD,2024-03-05T07:00:00Z,-32.64374,-32.64374,-32.64374,0,0.356843,0.122547,257.079,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,remove,spike
MD_large_negative_night_20240305_0500,large_negative_night,MD,2024-03-05T10:00:00Z,-35.16027,-35.16027,-35.16027,0,0.239529,0.0253324,78.0704,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,remove,oscillatory pattern
MD_large_negative_night_20240308_2000,large_negative_night,MD,2024-03-09T01:00:00Z,-30.076198,-30.076198,-30.076198,0,0.412563,0.037529,63.2714,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,remove,oscillatory pattern
MD_large_negative_night_20240309_0500,large_negative_night,MD,2024-03-09T10:00:00Z,-54.64275,-54.64275,-54.64275,0,0.483254,0.0365791,314.983,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,remove,oscillatory pattern
MD_large_negative_night_20240309_0530,large_negative_night,MD,2024-03-09T10:30:00Z,-44.47387,-44.47387,-44.47387,0,0.5199,0.041855,323.519,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,remove,oscillatory pattern
MD_large_negative_night_20240326_0230,large_negative_night,MD,2024-03-26T06:30:00Z,-34.45596,-34.45596,-34.45596,0,0.629387,0.773254,165.694,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,remove,oscillatory pattern
MD_large_negative_night_20240326_0530,large_negative_night,MD,2024-03-26T09:30:00Z,-37.38106,-37.38106,-37.38106,0,0.81755,0.138534,139.259,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,remove,oscillatory pattern
MD_large_negative_night_20240402_0300,large_negative_night,MD,2024-04-02T07:00:00Z,-31.45834,-31.45834,-31.45834,0,0.519309,0.0362343,80.4276,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,remove,oscillatory pattern
MD_large_negative_transition_20240403_0830,large_negative_transition,MD,2024-04-03T12:30:00Z,-44.1579,-44.1579,-44.1579,24.8325,0.466428,0.0334008,168.597,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,remove,oscillatory pattern
MD_large_negative_night_20240407_2100,large_negative_night,MD,2024-04-08T01:00:00Z,-33.42718,-33.42718,-33.42718,0.0237202,0.544219,0.444253,121.492,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,remove,spike
MD_large_negative_transition_20240412_0830,large_negative_transition,MD,2024-04-12T12:30:00Z,-40.10525,-40.10525,-40.10525,24.0354,0.625836,0.0747843,313.711,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,remove,oscillatory pattern
MD_large_negative_transition_20240412_0900,large_negative_transition,MD,2024-04-12T13:00:00Z,-54.1103,-54.1103,-54.1103,36.9289,0.632933,0.0774575,313.153,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,remove,oscillatory pattern
MD_large_negative_night_20240416_2130,large_negative_night,MD,2024-04-17T01:30:00Z,-33.57292,-33.57292,-33.57292,9.39E-04,0.799699,0.750444,95.8908,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,remove,oscillatory pattern
MD_large_negative_transition_20240417_1900,large_negative_transition,MD,2024-04-17T23:00:00Z,-40.6163,-40.6163,-40.6163,29.4579,0.711727,0.305438,241.758,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,keep,coherent event
MD_large_negative_transition_20240417_1930,large_negative_transition,MD,2024-04-17T23:30:00Z,-52.9824,-52.9824,-52.9824,10.83,0.720767,0.166818,260.71,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,keep,coherent event
MD_large_negative_night_20240427_0400,large_negative_night,MD,2024-04-27T08:00:00Z,-38.259544,-38.259544,-38.259544,0,0.499455,0.186458,140.409,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,remove,spike
MD_large_negative_transition_20240428_0900,large_negative_transition,MD,2024-04-28T13:00:00Z,-33.96781,-33.96781,-33.96781,39.7837,0.386359,0.0621572,222.537,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,keep,transition
MD_large_negative_night_20240625_0730,large_negative_night,MD,2024-06-25T11:30:00Z,-34.06211,-34.06211,-34.06211,0.466705,0.591852,0.00752048,13.0169,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,keep,transition
MD_large_negative_transition_20240702_1900,large_negative_transition,MD,2024-07-02T23:00:00Z,-38.20988,-38.20988,-38.20988,35.9731,0.25771,0.351797,94.3369,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,remove,spike
MD_large_negative_day_20240719_0830,large_negative_day,MD,2024-07-19T12:30:00Z,-50.9725,-50.9725,-50.9725,253.132,0.0757115,0.265704,52.6869,2,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,keep,transition
MD_large_negative_transition_20240812_0730,large_negative_transition,MD,2024-08-12T11:30:00Z,-35.5661,-35.5661,-35.5661,32.5606,0.0432555,NA,149.487,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,keep,transition
MD_large_negative_transition_20240831_0900,large_negative_transition,MD,2024-08-31T13:00:00Z,-34.0193,-34.0193,-34.0193,46.75,0.223613,0.262983,273.196,1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,keep,transition
MD_large_negative_night_20241025_0500,large_negative_night,MD,2024-10-25T09:00:00Z,-34.163066,-34.163066,-34.163066,0,0.545401,0.138647,164.848,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,remove,oscillatory pattern
MD_large_negative_night_20241029_0200,large_negative_night,MD,2024-10-29T06:00:00Z,-32.54845,-32.54845,-32.54845,0,0.382177,0.302726,131.672,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,remove,oscillatory pattern
MD_large_negative_night_20241119_0730,large_negative_night,MD,2024-11-19T12:30:00Z,-46.31322,-46.31322,-46.31322,0.0215235,0.693057,NA,127.111,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,remove,oscillatory pattern
MD_large_negative_transition_20241216_1000,large_negative_transition,MD,2024-12-16T15:00:00Z,-30.27872,-30.27872,-30.27872,12.5505,0.425109,NA,162.306,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,keep,oscillatory pattern
MD_large_negative_night_20241226_0330,large_negative_night,MD,2024-12-26T08:30:00Z,-30.2096,-30.2096,-30.2096,0,0.276004,NA,97.3535,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,remove,oscillatory pattern
MD_large_negative_night_20241227_0100,large_negative_night,MD,2024-12-27T06:00:00Z,-42.4922,-42.4922,-42.4922,0,0.358732,NA,142.339,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,remove,oscillatory pattern
MD_large_negative_night_20241227_0130,large_negative_night,MD,2024-12-27T06:30:00Z,-38.373,-38.373,-38.373,0,0.453467,NA,148.147,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,remove,oscillatory pattern
MD_large_negative_night_20241227_2330,large_negative_night,MD,2024-12-28T04:30:00Z,-30.40845,-30.40845,-30.40845,0,0.569804,NA,131.06,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,remove,oscillatory pattern
MD_large_negative_night_20241229_1900,large_negative_night,MD,2024-12-30T00:00:00Z,-39.65368,-39.65368,-39.65368,0,0.615213,NA,336.536,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,remove,oscillatory pattern
MD_large_negative_night_20241229_2030,large_negative_night,MD,2024-12-30T01:30:00Z,-53.7472,-53.7472,-53.7472,0,0.542723,NA,333.466,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,remove,oscillatory pattern
