DateTime,DOY,CHK__1_1_1,DAQM_T_1_1_1,VIN_1_1_1,PPFD_1_1_1,P_RAIN_1_1_1,RG_1_1_1,RH_1_1_1,RN_1_1_1,SHF_1_1_1,SHF_2_1_1,SHF_3_1_1,SWC_1_1_1,SWC_2_1_1,TA_1_1_1,TS_1_1_1,TS_2_1_1,TS_3_1_1,n_SHF,n_TS,n_SWC,SHF,TS,SWC
2024-01-03T00:30:00Z,2.8123,97.3,7.81146,12.1521,-9.26e-4,0,-4.13e-4,83.6233,-6.3627,-8.68785,-6.22825,-5.98849,0.130677,NA,274.094,275.872,276.376,NA,3,2,1,-6.968196666666667,276.124,0.130677
2024-01-03T01:00:00Z,2.8332,115.233,7.68229,12.1506,-9.06e-4,0,-3.28e-4,83.9665,-6.56387,-8.7334599999999991,-6.42699,-6.12967,0.130772,NA,273.931,275.864,276.369,NA,3,2,1,-7.096706666666666,276.1165,0.130772
2024-01-03T01:30:00Z,2.854,105.167,7.53255,12.1517,-8.78e-4,0,-3.45e-4,84.4451,-6.12165,-8.89393,-6.70606,-6.26609,0.130861,NA,273.792,275.848,276.359,NA,3,2,1,-7.288693333333333,276.1035,0.130861
2024-01-03T02:00:00Z,2.8748,102.8,7.40599,12.1527,-9.28e-4,0,-3.57e-4,85.3456,-5.94315,-8.9877300000000009,-6.87225,-6.39648,0.130865,NA,273.578,275.855,276.347,NA,3,2,1,-7.41882,276.101,0.130865
2024-01-03T02:30:00Z,2.8956,146.8,7.03828,12.1537,-9.77e-4,0,-3.94e-4,86.0009,-5.76827,-9.01843,-7.04863,-6.49963,0.13083,NA,273.388,275.838,276.338,NA,3,2,1,-7.52223,276.088,0.13083
2024-01-03T03:00:00Z,2.9165,134.767,6.86484,12.1533,-0.00108,0,-3.79e-4,86.7099,-5.73584,-9.19466,-7.24739,-6.60166,0.130762,NA,273.142,275.817,276.324,NA,3,2,1,-7.681236666666667,276.07050000000004,0.130762
2024-01-03T03:30:00Z,2.9373,122.933,6.83984,12.1526,-9.18e-4,0,-3.91e-4,86.9983,-5.86293,-9.33306,-7.42856,-6.70033,0.13053,NA,272.825,275.807,276.312,NA,3,2,1,-7.82065,276.0595,0.13053
2024-01-03T04:00:00Z,2.9581,142.8,6.64193,12.1518,-9.46e-4,0,-3.57e-4,87.4681,-5.87157,-9.45081,-7.64889,-6.78821,0.130442,NA,272.632,275.779,276.298,NA,3,2,1,-7.962636666666667,276.0385,0.130442
2024-01-03T04:30:00Z,2.979,153.7,6.33724,12.1533,-9.27e-4,0,-3.62e-4,88.261,-5.8002,-9.75312,-7.94768,-6.91307,0.130429,NA,272.57,275.749,276.279,NA,3,2,1,-8.204623333333334,276.014,0.130429
2024-01-03T05:00:00Z,3,131.533,6.12734,12.1549,-0.00104,0,-3.76e-4,88.4707,-5.61323,-9.93984,-8.14341,-7.03273,0.130494,NA,272.529,275.754,276.261,NA,3,2,1,-8.371993333333332,276.00750000000005,0.130494
2024-01-03T05:30:00Z,3.0208,143.9,6.05833,12.1554,-9.18e-4,0,-3.66e-4,89.1178,-5.80318,-9.92078,-8.17002,-7.112,0.130514,NA,272.539,275.749,276.245,NA,3,2,1,-8.400933333333333,275.997,0.130514
2024-01-03T06:00:00Z,3.0416,111.433,6.15339,12.1531,-8.95e-4,0,-4.04e-4,89.4486,-5.36298,-9.90077,-8.11312,-7.1208,0.130447,NA,272.489,275.743,276.234,NA,3,2,1,-8.37823,275.9885,0.130447
2024-01-03T06:30:00Z,3.0624,148.6,6.18672,12.1544,-0.00106,0,-4.46e-4,89.8727,-5.44334,-9.88358,-8.0767,-7.10267,0.13076,NA,272.546,275.748,276.225,NA,3,2,1,-8.3543166666666675,275.9865,0.13076
2024-01-03T07:00:00Z,3.0833,140.467,6.04453,12.1548,-0.001,0,-3.74e-4,90.4409,-5.3299,-9.81557,-8.03308,-7.06765,0.131304,NA,272.585,275.744,276.217,NA,3,2,1,-8.305433333333333,275.9805,0.131304
2024-01-03T07:30:00Z,3.1041,147.5,6.04479,12.1556,-9.07e-4,0,-3.64e-4,90.6786,-5.2905,-9.79213,-7.97784,-7.03408,0.131323,NA,272.626,275.75,276.21,NA,3,2,1,-8.268016666666666,275.98,0.131323
