DateTime,Rg,Rn,Gp,TS,SWC,H,LE,Gstor,G0,avail_corr,turb
2025-01-02T05:30:00Z,-4.93094e-6,-10.381,-11.591140000000001,275.69966666666664,0.286862,-3.76655,25.0391,-1.4108768016269315,-13.002016801626933,2.621016801626933,21.272550000000003
2025-01-02T06:00:00Z,-1.66665e-4,-10.9914,-11.711125000000001,275.677,0.28667750000000003,-5.75815,27.8281,-1.4207610465503413,-13.131886046550342,2.1404860465503415,22.06995
2025-01-02T06:30:00Z,4.14197e-5,-12.0016,-11.7736,275.654,0.2865405,0.359544,24.6497,-1.4307651738608707,-13.204365173860872,1.2027651738608718,25.009244
2025-01-02T07:00:00Z,8.87562e-6,-13.714,-11.848965,275.63100000000003,0.286388,-3.29716,25.9059,-1.4303573295553151,-13.279322329555315,-0.4346776704446853,22.608739999999997
2025-01-02T07:30:00Z,4.04335e-5,-11.782,-11.868075,275.608,0.28623200000000004,-3.3787,23.296,-1.4092163549638017,-13.2772913549638,1.4952913549638005,19.9173
2025-01-02T08:00:00Z,-9.12211e-6,-11.2113,-11.860105,275.58566666666667,0.286086,-2.43068,19.4387,-1.346677219815357,-13.206782219815357,1.995482219815358,17.008020000000002
2025-01-02T08:30:00Z,-1.38559e-4,-10.9174,-11.79099,275.56466666666665,0.285939,-0.0295688,11.8858,-1.2531010145084729,-13.044091014508474,2.1266910145084736,11.8562312
2025-01-02T09:00:00Z,7.14983e-5,-11.6262,-11.76249,275.54533333333336,0.28577600000000003,-2.64676,21.7209,-1.252718790073288,-13.015208790073288,1.3890087900732873,19.07414
2025-01-02T09:30:00Z,9.56598e-5,-11.5535,-11.900575,275.52433333333335,0.285628,-0.260898,29.6834,-1.376573895668239,-13.277148895668239,1.723648895668239,29.422501999999998
2025-01-02T10:00:00Z,7.69223e-5,-12.2469,-11.94936,275.501,0.28545299999999996,-0.278032,16.1644,-1.4588971406396793,-13.40825714063968,1.16135714063968,15.886368000000001
2025-01-02T10:30:00Z,-5.04942e-5,-12.0446,-12.01377,275.4773333333333,0.2852735,1.93094,17.9058,-1.4584066519018044,-13.472176651901803,1.427576651901802,19.83674
2025-01-02T11:00:00Z,-2.04632e-5,-12.8415,-12.07409,275.454,0.2851045,1.18101,19.4572,-1.468284889138259,-13.542374889138259,0.7008748891382588,20.63821
2025-01-02T11:30:00Z,-4.93092e-5,-11.7466,-12.089495,275.43,0.28493999999999997,1.44234,36.0661,-1.4988427398152142,-13.588337739815213,1.841737739815212,37.50844
2025-01-02T12:00:00Z,-1.38805e-4,-12.7813,-12.13761,275.40566666666666,0.284758,-2.78597,15.0599,-1.4776646726108245,-13.615274672610825,0.8339746726108253,12.27393
2025-01-02T12:30:00Z,2.91664e-4,-12.1846,-12.13919,275.38233333333335,0.2845745,-4.60341,18.1865,-1.363528745943909,-13.502718745943909,1.3181187459439094,13.583089999999999
2025-01-02T13:00:00Z,0.0452466,-12.9461,-12.117065,275.3616666666667,0.284413,-2.91914,13.2641,-1.2391960100006338,-13.356261010000633,0.41016101000063365,10.344959999999999
2025-01-02T13:30:00Z,0.867479,-11.9693,-12.100404999999999,275.34233333333333,0.2842495,-0.898796,9.29101,-1.1459045980427371,-13.246309598042735,1.277009598042735,8.392214
2025-01-02T14:00:00Z,5.11492,-9.20058,-12.054124999999999,275.32466666666664,0.28409150000000005,-1.53969,12.1148,-1.0630014951713858,-13.117126495171386,3.916546495171385,10.57511
2025-01-02T14:30:00Z,14.7438,-6.13804,-12.028805,275.308,0.28393599999999997,2.39752,8.20606,-1.0111041546668027,-13.039909154666804,6.901869154666803,10.603580000000001
2025-01-02T15:00:00Z,30.2138,0.762116,-12.041224999999999,275.292,0.2837695,8.18124,11.7215,-1.010787937250136,-13.052012937250135,13.814128937250135,19.90274
2025-01-02T15:30:00Z,33.2237,1.32433,-12.044005,275.2753333333333,0.283615,6.43065,16.9756,-0.9795610048602204,-13.023566004860221,14.347896004860221,23.40625
2025-01-02T16:00:00Z,45.566,5.7052,-11.974355,275.26033333333334,0.283466,8.15236,17.4986,-0.9174370007580733,-12.891792000758073,18.59699200075807,25.650959999999998
2025-01-02T16:30:00Z,64.7598,13.8258,-11.986355,275.2456666666667,0.2833175,13.4248,24.3185,-0.8656538547228407,-12.85200885472284,26.67780885472284,37.7433
2025-01-02T17:00:00Z,83.3259,20.068,-11.949875,275.2323333333333,0.283181,12.655,17.9405,-0.7830095861848245,-12.732884586184825,32.80088458618483,30.5955
2025-01-02T17:30:00Z,109.471,30.8785,-11.82291,275.2203333333334,0.283056,13.7188,16.4911,-0.6592214565916419,-12.482131456591642,43.36063145659164,30.209899999999998
2025-01-02T18:00:00Z,109.324,33.2127,-11.634900000000002,275.211,0.2829725,29.3922,23.8172,-0.49433841888949304,-12.129238418889495,45.34193841888949,53.2094
2025-01-02T18:30:00Z,95.2052,26.741,-11.483865000000002,275.20433333333335,0.28288199999999997,12.6243,16.062,-0.3603937121310578,-11.84425871213106,38.58525871213106,28.686300000000003
2025-01-02T19:00:00Z,84.0848,22.2588,-11.39751,275.1993333333333,0.2828235,14.2316,17.4541,-0.29857905536687385,-11.696089055366874,33.95488905536688,31.6857
2025-01-02T19:30:00Z,83.4092,21.7336,-11.38954,275.19466666666665,0.2827645,9.73904,20.328,-0.2882512107212578,-11.677791210721258,33.411391210721256,30.06704
2025-01-02T20:00:00Z,84.6052,23.6121,-11.349045,275.19,0.28269500000000003,13.8018,25.8229,-0.3190935156019128,-11.668138515601914,35.280238515601916,39.624700000000004
2025-01-02T20:30:00Z,79.1219,22.5511,-11.32532,275.1843333333333,0.2826415,13.2302,21.9135,-0.33964597929241086,-11.664965979292411,34.21606597929241,35.143699999999995
2025-01-02T21:00:00Z,64.1536,15.3942,-11.33935,275.179,0.282578,13.201,27.5842,-0.3498964410734049,-11.689246441073404,27.083446441073406,40.7852
2025-01-02T21:30:00Z,48.1932,6.75063,-11.31802,275.173,0.2825105,4.69823,20.1941,-0.370431492164926,-11.688451492164926,18.439081492164927,24.892329999999998
2025-01-02T22:00:00Z,25.4593,-14.3138,-11.369605,275.16700000000003,0.28242449999999997,-1.81583,14.8853,-0.4423881719960207,-11.81199317199602,-2.5018068280039802,13.06947
2025-01-02T22:30:00Z,6.97958,-51.8499,-11.52483,275.15866666666665,0.282298,-13.1016,5.23823,-0.6068530845008514,-12.131683084500851,-39.71821691549915,-7.86337
2025-01-02T23:00:00Z,0.527796,-55.1001,-11.71087,275.14733333333334,0.28213750000000004,-7.99635,-0.0139691,-0.8637329458321972,-12.574602945832197,-42.5254970541678,-8.0103191
2025-01-02T23:30:00Z,9.66213e-4,-14.665,-11.880580000000002,275.1306666666667,0.28198350000000005,-3.96543,0.998941,-1.110191465500042,-12.990771465500044,-1.6742285344999548,-2.966489
2025-01-03T00:00:00Z,3.18044e-5,-12.325,-11.76108,275.11133333333333,0.28183749999999996,-5.39872,2.06655,-1.0482255604172905,-12.80930556041729,0.48430556041729034,-3.33217
2025-01-03T01:00:00Z,8.55513e-5,-14.5471,-11.55038,275.082,0.281549,-1.98132,4.20356,-0.7703347618057308,-12.320714761805732,-2.2263852381942684,2.22224
2025-01-03T01:30:00Z,-3.52561e-5,-15.1443,-11.444859999999998,275.07166666666666,0.2814365,-1.27433,2.00558,-0.5853301470973903,-12.03019014709739,-3.11410985290261,0.7312500000000002
2025-01-03T02:00:00Z,-2.58874e-5,-19.2547,-11.36494,275.063,0.2813135,-4.57512,2.56597,-0.5030617464760441,-11.868001746476045,-7.386698253523955,-2.00915
2025-01-03T02:30:00Z,-7.19913e-5,-10.9376,-11.299335,275.05533333333335,0.281202,-33.0466,14.0478,-0.47216264959251314,-11.771497649592513,0.8338976495925134,-18.998799999999996
2025-01-03T03:00:00Z,1.34121e-4,-11.5887,-11.210995,275.04766666666666,0.2810915,-5.47351,5.39772,-0.4515396149824709,-11.662534614982471,0.07383461498247179,-0.07579000000000047
2025-01-03T03:30:00Z,5.99106e-5,-12.8658,-11.135625000000001,275.04066666666665,0.2809875,-4.71019,-5.59847,-0.38988944282301957,-11.52551444282302,-1.3402855571769798,-10.30866
2025-01-03T04:00:00Z,-2.32246e-4,-10.5246,-11.077635,275.035,0.2809005,-4.73025,-1.00863,-0.348791123897481,-11.426426123897482,0.9018261238974823,-5.73888
2025-01-03T04:30:00Z,-1.03796e-4,-9.64376,-11.010955,275.02933333333334,0.2808225,-7.30842,5.46937,-0.3487397291214525,-11.359694729121452,1.715934729121452,-1.8390500000000003
2025-01-03T05:00:00Z,-3.2544e-5,-9.51734,-10.946435,275.02366666666666,0.28074299999999996,-5.58629,9.11864,-0.3281763256300307,-11.27461132563003,1.757271325630029,3.532349999999999
2025-01-03T05:30:00Z,9.78786e-5,-10.2516,-10.903839999999999,275.01866666666666,0.280696,-3.65806,5.04293,-0.28712878133237274,-11.190968781332371,0.9393687813323712,1.3848700000000003
2025-01-03T06:00:00Z,9.44271e-5,-10.2949,-10.854465,275.01433333333335,0.2806305,2.5088,16.5767,-0.2665865791575147,-11.121051579157514,0.8261515791575142,19.0855
2025-01-03T06:30:00Z,8.8757e-6,-9.87584,-10.816980000000001,275.01,0.280556,0.747791,19.0157,-0.2768009270004476,-11.093780927000449,1.2179409270004484,19.763491
2025-01-03T07:00:00Z,8.28394e-5,-10.9428,-10.784125,275.00533333333334,0.280492,-8.93783,15.7977,-0.30751937666638696,-11.091644376666386,0.14884437666638561,6.859870000000001
2025-01-03T07:30:00Z,-5.17746e-5,-9.98154,-10.77017,275,0.2804415,-4.76773,18.384,-0.3279893509633638,-11.098159350963364,1.1166193509633633,13.61627
2025-01-03T08:00:00Z,7.96343e-5,-11.6091,-10.755425,274.99466666666666,0.280391,-1.65974,10.5001,-0.3177093449352458,-11.073134344935246,-0.5359656550647536,8.84036
2025-01-03T08:30:00Z,2.6627e-4,-13.5871,-10.71396,274.98966666666666,0.2803245,-8.50121,13.1928,-0.34841159323081505,-11.062371593230814,-2.524728406769185,4.69159
2025-01-03T09:00:00Z,1.58529e-4,-14.763,-10.701315,274.98333333333335,0.2802255,-9.07023,11.354,-0.37908280505128006,-11.080397805051279,-3.6826021949487213,2.2837699999999987
2025-01-03T09:30:00Z,9.88649e-5,-15.0127,-10.68777,274.9773333333333,0.28013299999999997,-6.26079,11.2123,-0.3892601668710644,-11.077030166871065,-3.9356698331289355,4.951510000000001
2025-01-03T10:00:00Z,3.94472e-5,-15.2704,-10.682895,274.97066666666666,0.2800545,-4.78507,10.173,-0.4301710266391963,-11.113066026639197,-4.157333973360803,5.38793
2025-01-03T10:30:00Z,2.2485e-4,-14.4891,-10.689835,274.9633333333333,0.2799545,-9.64917,6.9596,-0.48129077888452004,-11.171125778884521,-3.3179742211154792,-2.68957
2025-01-03T11:00:00Z,1.94771e-5,-7.7859,-10.686095,274.955,0.279834,-5.30861,-12.4839,-0.5016568105362317,-11.187751810536232,3.4018518105362325,-17.79251
2025-01-03T11:30:00Z,1.5557e-4,-9.94194,-10.64514,274.947,0.27974,-3.61654,5.58671,-0.4503871859251672,-11.095527185925167,1.1535871859251667,1.97017
2025-01-03T12:00:00Z,2.08578e-4,-10.8506,-10.556270000000001,274.94033333333334,0.279666,-2.6759,2.87445,-0.36844697933334736,-10.924716979333349,0.07411697933334871,0.19855
2025-01-03T12:30:00Z,3.92994e-4,-19.0141,-10.480865,274.935,0.27957849999999995,-11.0593,10.1656,-0.3274541631115113,-10.808319163111511,-8.205780836888488,-0.8937000000000008
2025-01-03T13:00:00Z,0.11307,-26.9352,-10.434685,274.92966666666666,0.27951550000000003,-17.2684,0.627227,-0.33764681545907316,-10.772331815459074,-16.162868184540926,-16.641173
2025-01-03T13:30:00Z,4.1187,-39.6905,-10.44736,274.924,0.279444,-26.0247,-2.85613,-0.41944377751848594,-10.866803777518486,-28.823696222481516,-28.88083
2025-01-03T14:00:00Z,24.9481,-30.7632,-10.45768,274.916,0.279368,-19.8287,-1.93833,-0.4705277065184394,-10.928207706518439,-19.834992293481562,-21.767030000000002
2025-01-03T14:30:00Z,54.9778,-3.61095,-10.413795,274.90866666666665,0.279297,-0.540162,2.47691,-0.40909948925888723,-10.822894489258887,7.2119444892588875,1.9367480000000001
2025-01-03T15:00:00Z,96.8307,6.52849,-10.31124,274.9026666666667,0.27922400000000003,-1.02685,11.2626,-0.34768646562896466,-10.658926465628964,17.187416465628964,10.235750000000001
2025-01-03T15:30:00Z,105.195,16.5277,-10.231805,274.89733333333334,0.2791725,9.90474,14.875,-0.26585193615751435,-10.497656936157513,27.025356936157515,24.77974
2025-01-03T16:00:00Z,140.79,24.2479,-10.137805,274.894,0.27913849999999996,3.29028,13.7884,-0.1431418178421137,-10.280946817842114,34.528846817842116,17.07868
2025-01-03T16:30:00Z,124.314,21.6597,-10.00825,274.8926666666667,0.27911600000000003,14.7834,9.11341,-0.01022397951885792,-10.018473979518859,31.67817397951886,23.896810000000002
2025-01-03T17:00:00Z,165.664,32.4985,-9.913465,274.89366666666666,0.279121,18.4733,19.0078,0.07156853491555547,-9.841896465084446,42.340396465084446,37.4811
2025-01-03T17:30:00Z,151.659,28.4636,-9.850265,274.895,0.279132,21.798,27.5412,0.05112144796291648,-9.799143552037084,38.26274355203708,49.3392
2025-01-03T18:00:00Z,157.537,29.7648,-9.79365,274.8953333333333,0.279144,22.3765,30.1558,0.04089808859220668,-9.752751911407794,39.51755191140779,52.5323
2025-01-03T18:30:00Z,149.198,27.0446,-9.717645,274.8963333333333,0.2791805,19.8282,26.4244,0.07157660653303981,-9.64606839346696,36.69066839346696,46.2526
2025-01-03T19:00:00Z,102.253,15.9021,-9.66043,274.8976666666667,0.2792025,15.3214,23.0857,0.09203090270964466,-9.568399097290355,25.470499097290357,38.4071
2025-01-03T19:30:00Z,128.075,19.2003,-9.61113,274.89933333333335,0.27923299999999995,16.8917,19.9636,0.09203622241623417,-9.519093777583764,28.71939377758376,36.8553
2025-01-03T20:00:00Z,123.704,20.0112,-9.579995,274.90066666666667,0.2792605,10.4532,20.7522,0.030680339624274505,-9.549314660375726,29.560514660375723,31.205399999999997
2025-01-03T20:30:00Z,102.56,13.8684,-9.525974999999999,274.9003333333333,0.27928600000000003,14.391,18.4279,-0.030681822165941144,-9.556656822165941,23.425056822165942,32.8189
2025-01-03T21:00:00Z,90.7172,8.58407,-9.480195,274.8996666666667,0.2793395,12.012,14.3645,-0.05114155432865719,-9.531336554328657,18.115406554328658,26.3765
2025-01-03T21:30:00Z,45.5449,-0.495115,-9.43895,274.89866666666666,0.2793125,13.0404,1.92533,-0.07159451331081773,-9.510544513310817,9.015429513310817,14.96573
2025-01-03T22:00:00Z,16.3352,-4.95988,-9.401165,274.89733333333334,0.27931,1.89535,12.9915,-0.11250513083357984,-9.51367013083358,4.55379013083358,14.88685
2025-01-03T22:30:00Z,5.23348,-12.5948,-9.38676,274.895,0.27929950000000003,-9.35159,6.81357,-0.18409564225087904,-9.57085564225088,-3.0239443577491194,-2.5380199999999995
2025-01-03T23:00:00Z,0.375376,-15.4688,-9.384915,274.8913333333333,0.2792945,-8.36857,12.4602,-0.2761408471237024,-9.661055847123702,-5.807744152876298,4.09163
2025-01-03T23:30:00Z,0.00139841,-15.0872,-9.389275,274.886,0.279266,-4.79295,7.76625,-0.3783947991282391,-9.767669799128239,-5.31953020087176,2.9733
2025-01-04T00:00:00Z,8.4072e-5,-12.3796,-9.38333,274.879,0.2792255,-4.40859,9.66206,-0.40904406351989037,-9.79237406351989,-2.5872259364801096,5.25347
2025-01-04T00:30:00Z,1.49653e-4,-12.6036,-9.365115,274.87266666666665,0.279181,-3.95268,12.3028,-0.37833385019479787,-9.743448850194797,-2.860151149805203,8.35012
2025-01-04T01:00:00Z,1.92799e-4,-13.0926,-9.35305,274.8666666666667,0.279138,-8.04896,12.775,-0.35785420546263746,-9.710904205462636,-3.3816957945373627,4.726040000000001
2025-01-04T01:30:00Z,1.91073e-4,-12.4117,-9.35407,274.861,0.279091,-4.95455,10.0858,-0.36804582100001393,-9.722115821000013,-2.6895841789999864,5.1312500000000005
2025-01-04T02:00:00Z,6.85397e-5,-13.3041,-9.36213,274.8546666666667,0.27904,-10.8193,17.3025,-0.357787733333008,-9.71991773333301,-3.584182266666991,6.483199999999998
2025-01-04T02:30:00Z,8.28394e-5,-13.8813,-9.34435,274.84933333333333,0.2789855,-9.30463,13.1535,-0.3373078657368502,-9.68165786573685,-4.199642134263149,3.84887
2025-01-04T03:00:00Z,1.97976e-4,-14.448,-9.35841,274.84366666666665,0.2789275,-9.99775,13.8951,-0.34749109958266877,-9.705901099582668,-4.742098900417332,3.8973499999999994
2025-01-04T03:30:00Z,4.53644e-5,-15.8911,-9.381075,274.838,0.2788785,-9.28258,12.0797,-0.39855569740206676,-9.779630697402066,-6.111469302597934,2.7971200000000014
2025-01-04T04:00:00Z,6.26226e-5,-15.6071,-9.405990000000001,274.8306666666667,0.2788205,-10.3552,13.2596,-0.5109126418976835,-9.916902641897684,-5.690197358102317,2.9044000000000008
2025-01-04T04:30:00Z,4.95557e-5,-16.6665,-9.438585,274.82133333333337,0.278737,-6.77655,10.6964,-0.572131539777606,-10.010716539777606,-6.655783460222393,3.9198500000000003
2025-01-04T05:00:00Z,1.37079e-4,-13.4259,-9.463799999999999,274.812,0.2786415,-5.24442,10.5497,-0.5924574652892853,-10.056257465289285,-3.3696425347107155,5.30528
2025-01-04T05:30:00Z,8.0867e-5,-11.6093,-9.488199999999999,274.80199999999996,0.278544,-1.50045,9.17893,-0.5923478734819878,-10.080547873481986,-1.5287521265180128,7.6784799999999995
2025-01-04T06:00:00Z,1.5631e-4,-14.4328,-9.501195,274.79266666666666,0.27846550000000003,-4.19242,8.53718,-0.5718368918887171,-10.073031891888716,-4.359768108111284,4.344759999999999
2025-01-04T06:30:00Z,1.56803e-4,-11.1745,-9.507715000000001,274.7833333333333,0.2783825,-6.69859,15.375,-0.5615370508096745,-10.069252050809675,-1.1052479491903249,8.67641
2025-01-04T07:00:00Z,1.65679e-4,-12.1991,-9.50578,274.77433333333335,0.278297,10.1794,36.4171,-0.5614459181013413,-10.067225918101341,-2.1318740818986583,46.5965
2025-01-04T07:30:00Z,7.2731e-5,-11.9666,-9.51876,274.765,0.27820849999999997,2.97428,5.57173,-0.561351587754119,-10.08011158775412,-1.88648841224588,8.546009999999999
2025-01-04T08:00:00Z,1.06508e-4,-17.4484,-9.51948,274.75600000000003,0.2781205,-1.70022,6.00715,-0.5306437290557691,-10.05012372905577,-7.39827627094423,4.30693
2025-01-04T08:30:00Z,6.4595e-5,-16.0546,-9.51683,274.74766666666665,0.278023,-2.41509,3.86287,-0.46932868883499435,-9.986158688834994,-6.068441311165007,1.4477799999999998
2025-01-04T09:00:00Z,2.46611e-7,-12.7924,-9.51072,274.74066666666664,0.2779285,-0.281699,2.22481,-0.40803864833296233,-9.918758648332961,-2.8736413516670396,1.9431110000000003
2025-01-04T09:30:00Z,9.86206e-7,-13.9195,-9.49095,274.7343333333333,0.27783800000000003,-3.42099,11.2854,-0.3671716446649413,-9.85812164466494,-4.061378355335059,7.8644099999999995
2025-01-04T10:00:00Z,9.46736e-5,-13.7774,-9.474295,274.7286666666667,0.2777465,-2.54439,7.15997,-0.3569103690506014,-9.8312053690506,-3.9461946309493996,4.6155800000000005
2025-01-04T10:30:00Z,-1.18095e-4,-14.008,-9.47893,274.72266666666667,0.2776505,-3.22867,2.86505,-0.3364540961535149,-9.815384096153515,-4.192615903846484,-0.36362000000000005
2025-01-04T11:00:00Z,3.52559e-5,-12.6355,-9.44305,274.7176666666667,0.277577,-2.90201,6.33791,-0.29563047378642043,-9.73868047378642,-2.89681952621358,3.4358999999999997
