DateTime,Rg_env_Wm2,Tair_env_C,RH_env_pct,VPD_env_kPa,pcpn_mm_30min
2024-01-01T05:30:00Z,0.05555555555555556,-0.36,84.5,0.09222210542373832,0
2024-01-13T06:00:00Z,0.08333333333333333,-0.27,99.6,0.0023956065655840186,0
2024-01-13T06:30:00Z,0.08333333333333333,-0.27,99.6,0.0023956065655840186,0
2024-01-13T07:00:00Z,0.05555555555555556,-0.26,99.6,0.002397354555858877,0
2024-01-13T07:30:00Z,0.05555555555555556,-0.26,99.6,0.002397354555858877,0
2024-01-13T08:00:00Z,0.08333333333333333,-0.28,99.6,0.0023938597024905084,0
2024-01-13T08:30:00Z,0.08333333333333333,-0.28,99.6,0.0023938597024905084,0
2024-01-13T09:00:00Z,0.05555555555555556,-0.33,99.6,0.0023851422728569105,0
2024-01-13T09:30:00Z,0.05555555555555556,-0.33,99.6,0.0023851422728569105,0
2024-01-13T10:00:00Z,0.05555555555555556,-1.92,99.4,0.0031832477536427595,0
2024-01-13T10:30:00Z,0.05555555555555556,-1.92,99.4,0.0031832477536427595,0
2024-01-13T11:00:00Z,0.05555555555555556,-3.66,98.2,0.008388396057619318,0
2024-01-13T11:30:00Z,0.05555555555555556,-3.66,98.2,0.008388396057619318,0
2024-01-13T12:00:00Z,0.05555555555555556,-4.76,96.6,0.014583122767097445,0
2024-01-13T12:30:00Z,0.05555555555555556,-4.76,96.6,0.014583122767097445,0
2024-01-13T13:00:00Z,0.19444444444444445,-5.35,95.6,0.01804495103145287,0
2024-01-13T13:30:00Z,0.19444444444444445,-5.35,95.6,0.01804495103145287,0
2024-01-13T14:00:00Z,19.75,-5.65,95.4,0.01843841350038561,0
2024-01-13T14:30:00Z,19.75,-5.65,95.4,0.01843841350038561,0
2024-01-13T15:00:00Z,91.69444444444446,-5.04,95.7,0.01805564779418506,0
2024-01-13T15:30:00Z,91.69444444444446,-5.04,95.7,0.01805564779418506,0
2024-01-13T16:00:00Z,157.58333333333331,-4.69,95.7,0.018541435236102854,0
2024-01-13T16:30:00Z,157.58333333333331,-4.69,95.7,0.018541435236102854,0
2024-01-13T17:00:00Z,190.91666666666666,-4.77,95.6,0.018857978592955738,0
