Date,Rg_mean_Wm2,Tair_mean_C,RH_pct_mean,P_sum,SHF_Wm2_mean,TS_C_mean,SWC_mean,n_SHF_mean,n_TS_mean,n_SWC_mean
2024-03-08,29.327787189583336,4.972270833333356,87.13497708333334,0.009600000000000001,-0.37691984479166657,5.059895833333358,0.19877122916666667,2,2,1
2024-03-09,60.464827740968744,2.715937500000021,89.10852291666667,0.013099999999999997,-1.7625131770833333,4.856729166666692,0.2360749375,2,2,1
2024-03-10,125.51563916066664,-0.28049999999997377,73.63172142857142,0,-6.940874773809524,3.4596190476190687,0.21213173809523808,2,2,1
2024-03-11,207.97024552956665,4.0332500000000255,64.19562083333334,0,-4.833607791666667,3.0850208333333584,0.20217495833333332,2,2,1
2024-03-12,198.10135734770833,10.937062500000028,59.50845416666667,0,7.276516010416666,5.306104166666687,0.19422383333333335,2,2,1
2024-03-13,207.86142635708333,12.436770833333355,51.99771666666667,0,8.014920114583333,6.413072916666691,0.18928533333333333,2,2,1
2024-03-14,22.4234040139375,9.872437500000022,60.819966666666666,0.01980000000000001,3.192727880208333,6.678427083333359,0.20420491666666668,2,2,1
2024-03-15,210.45597380229168,4.546395833333355,81.57860208333334,0.0016,0.8207298479166653,5.74793750000002,0.22169145833333334,2,2,1
2024-03-16,94.85382499718541,4.750458333333357,68.80929791666667,0,-3.775978729166666,5.041239583333349,0.20488445833333332,2,2,1
2024-03-17,87.54693123892145,1.1015833333333558,64.7576,1e-4,-6.771623375,4.312770833333355,0.19802985416666666,2,2,1
2024-03-18,70.74739115182916,-2.514479166666643,73.16335625,1e-4,-11.3205746875,2.6918333333333537,0.19465170833333334,2,2,1
2024-03-19,148.45501802900208,0.9815000000000232,60.186827083333334,0,-6.682604317708335,2.5975000000000277,0.19221933333333333,2,2,1
2024-03-20,109.18724962288094,-1.0714999999999821,59.95457857142857,1e-4,-7.240896535714286,2.6582142857143127,0.18850011904761904,2,2,1
2024-03-21,165.83016932208582,-4.631815789473665,52.66768947368421,0,-11.280274394736843,1.4089736842105516,0.18759465789473684,2,2,1
2024-03-22,101.70884967961457,-2.682770833333315,73.09333125,0.005900000000000001,-9.494868229166666,1.3334166666666885,0.18668254166666667,2,2,1
2024-03-23,224.5197455731907,-1.4150697674418358,67.82743953488372,8e-4,-4.880225,1.9740697674418777,0.1914260930232558,2,2,1
2024-03-24,94.03574591438095,-1.666047619047598,56.53557142857143,0,-7.091921309523809,1.5301904761904999,0.21688721428571428,2,2,1
2024-03-25,135.07087588677084,6.741000000000025,50.62135416666666,0,2.3038009375000015,2.5499479166666834,0.21864722916666668,2,2,1
2024-03-26,67.29022711741666,11.172416666666686,72.00233958333334,0.0124,13.268604270833334,5.642302083333361,0.23012589583333334,2,2,1
2024-03-27,65.71047221998604,0.7135625000000255,74.60345208333334,1e-4,-6.10307611875,4.007583333333356,0.22108283333333334,2,2,1
2024-03-28,245.58831916498218,0.86591111111113,58.88684222222222,0,-6.479771166666666,2.8387555555555806,0.2102757111111111,2,2,1
2024-03-29,257.75359525107274,2.6417500000000183,53.905325,0,-3.2244594886363647,2.873909090909119,0.20283222727272726,1.9555555555555555,1.9555555555555555,0.9777777777777777
2024-03-30,51.29005037901166,3.027958333333354,76.28504166666666,0.0012000000000000001,-1.9683936874999999,3.4733437500000255,0.199198375,2,2,1
2024-03-31,64.88239121562499,3.0893541666666926,88.85551666666666,1e-4,1.6552618958333336,4.044916666666694,0.20048254166666668,2,2,1
2024-04-01,179.18510936458335,5.246875000000026,74.75169791666667,0,2.6189936666666678,4.494041666666687,0.19797166666666666,2,2,1
