DateTime,Date,Rg_used_Wm2,Tair_used_C,RH_used_pct,VPD_used_kPa,P_used_mm_30,Rg_src,Tair_src,RH_src,SWC,TS,n_SWC,n_TS,TS_C
2024-01-02T14:00:00Z,2024-01-02,11.8907,-1.4659999999999513,83.4138,0.09099604111771864,0,biomet,biomet,biomet,0.12892700000000001,275.65549999999996,1,2,2.5054999999999836
2024-01-02T14:30:00Z,2024-01-02,29.3044,-1.2539999999999623,82.7426,0.09616766108583474,0,biomet,biomet,biomet,0.12886,275.64750000000004,1,2,2.497500000000059
2024-01-02T15:00:00Z,2024-01-02,49.7479,-0.9519999999999982,82.6137,0.09905934144767964,0,biomet,biomet,biomet,0.128719,275.646,1,2,2.4960000000000377
2024-01-02T15:30:00Z,2024-01-02,65.9808,-0.5629999999999882,82.2002,0.10434635197271758,0,biomet,biomet,biomet,0.128739,275.6535,1,2,2.503500000000031
2024-01-02T16:00:00Z,2024-01-02,97.1929,-0.12000000000000455,81.1767,0.113972499168148,0,biomet,biomet,biomet,0.128726,275.66700000000003,1,2,2.5170000000000528
2024-01-02T16:30:00Z,2024-01-02,151.363,0.4550000000000409,79.4142,0.12996317015374148,0,biomet,biomet,biomet,0.128832,275.6905,1,2,2.5405000000000086
2024-01-02T17:00:00Z,2024-01-02,156.307,0.8480000000000132,77.7601,0.1444570981694987,0,biomet,biomet,biomet,0.128861,275.725,1,2,2.5750000000000455
2024-01-02T17:30:00Z,2024-01-02,167.882,1.1400000000000432,76.8774,0.15338929189569817,0,biomet,biomet,biomet,0.128911,275.774,1,2,2.6240000000000236
2024-01-02T18:00:00Z,2024-01-02,164.329,1.4140000000000441,75.5318,0.16554961337840368,0,biomet,biomet,biomet,0.128859,275.839,1,2,2.6890000000000214
2024-01-02T18:30:00Z,2024-01-02,222.45,1.5480000000000018,75.3271,0.16855019872557553,0,biomet,biomet,biomet,0.12886,275.903,1,2,2.7530000000000427
2024-01-02T19:00:00Z,2024-01-02,257.73,1.9740000000000464,73.598,0.1859570799930107,0,biomet,biomet,biomet,0.129393,276.006,1,2,2.8559999999999945
2024-01-02T19:30:00Z,2024-01-02,117.854,1.6930000000000405,75.2514,0.1708365208053344,0,biomet,biomet,biomet,0.129584,276.0735,1,2,2.923500000000047
2024-01-02T20:00:00Z,2024-01-02,101.894,1.563000000000045,77.4653,0.15410928180439853,0,biomet,biomet,biomet,0.129536,276.09900000000005,1,2,2.949000000000069
2024-01-02T20:30:00Z,2024-01-02,66.6439,1.5710000000000264,78.0488,0.1502051520457256,0,biomet,biomet,biomet,0.132291,276.1275,1,2,2.9775000000000205
2024-01-02T21:00:00Z,2024-01-02,21.4812,1.4470000000000027,78.8338,0.14354881204235903,0,biomet,biomet,biomet,0.129703,276.13649999999996,1,2,2.986499999999978
2024-01-02T21:30:00Z,2024-01-02,12.1988,1.4710000000000036,79.4398,0.13967972142296226,0,biomet,biomet,biomet,0.129545,276.1395,1,2,2.989500000000021
2024-01-02T22:00:00Z,2024-01-02,4.87605,1.5950000000000273,78.658,0.1462885106299362,0,biomet,biomet,biomet,0.129644,276.144,1,2,2.994000000000028
2024-01-02T22:30:00Z,2024-01-02,0.829412,1.6520000000000437,79.1974,0.14317589334217806,0,biomet,biomet,biomet,0.130566,276.14750000000004,1,2,2.997500000000059
2024-01-02T23:00:00Z,2024-01-02,0.0666704,1.438000000000045,80.0837,0.13498463411707207,0,biomet,biomet,biomet,0.130459,276.145,1,2,2.9950000000000045
2024-01-02T23:30:00Z,2024-01-02,1.18095e-4,1.141999999999996,81.2453,0.1244317209405914,0,biomet,biomet,biomet,0.13057,276.13599999999997,1,2,2.98599999999999
2024-01-03T00:00:00Z,2024-01-02,0,1.0500000000000114,82.1785,0.11745840560884147,0,biomet,biomet,biomet,0.130738,276.12850000000003,1,2,2.9785000000000537
2024-01-03T00:30:00Z,2024-01-03,0,0.9440000000000168,83.6233,0.10711342520270628,0,biomet,biomet,biomet,0.130677,276.124,1,2,2.9740000000000464
2024-01-03T01:00:00Z,2024-01-03,0,0.7810000000000059,83.9665,0.1036409075668584,0,biomet,biomet,biomet,0.130772,276.1165,1,2,2.9664999999999964
2024-01-03T01:30:00Z,2024-01-03,0,0.6419999999999959,84.4451,0.09954122765089057,0,biomet,biomet,biomet,0.130861,276.1035,1,2,2.9535000000000196
2024-01-03T02:00:00Z,2024-01-03,0,0.42799999999999727,85.3456,0.09233585504555553,0,biomet,biomet,biomet,0.130865,276.101,1,2,2.951000000000022
2024-01-03T02:30:00Z,2024-01-03,0,0.23799999999999955,86.0009,0.086998947293911,0,biomet,biomet,biomet,0.13083,276.088,1,2,2.938000000000045
2024-01-03T03:00:00Z,2024-01-03,0,-0.007999999999981355,86.7099,0.08112868098852055,0,biomet,biomet,biomet,0.130762,276.07050000000004,1,2,2.920500000000061
2024-01-03T03:30:00Z,2024-01-03,0,-0.32499999999998863,86.9983,0.07755555495101552,0,biomet,biomet,biomet,0.13053,276.0595,1,2,2.909500000000037
2024-01-03T04:00:00Z,2024-01-03,0,-0.5179999999999723,87.4681,0.07370685329695104,0,biomet,biomet,biomet,0.130442,276.0385,1,2,2.888500000000022
2024-01-03T04:30:00Z,2024-01-03,0,-0.5799999999999841,88.261,0.06873110709286978,0,biomet,biomet,biomet,0.130429,276.014,1,2,2.8640000000000327
2024-01-03T05:00:00Z,2024-01-03,0,-0.6209999999999809,88.4707,0.06730118626061277,0,biomet,biomet,biomet,0.130494,276.00750000000005,1,2,2.8575000000000728
2024-01-03T05:30:00Z,2024-01-03,0,-0.61099999999999,89.1178,0.06357029061341779,0,biomet,biomet,biomet,0.130514,275.997,1,2,2.847000000000037
2024-01-03T06:00:00Z,2024-01-03,0,-0.6610000000000014,89.4486,0.061412777756684855,0,biomet,biomet,biomet,0.130447,275.9885,1,2,2.8385000000000105
2024-01-03T06:30:00Z,2024-01-03,0,-0.603999999999985,89.8727,0.059190710436133886,0,biomet,biomet,biomet,0.13076,275.9865,1,2,2.836500000000001
2024-01-03T07:00:00Z,2024-01-03,0,-0.5649999999999977,90.4409,0.05602935691267252,0,biomet,biomet,biomet,0.131304,275.9805,1,2,2.830500000000029
2024-01-03T07:30:00Z,2024-01-03,0,-0.5240000000000009,90.6786,0.054800133840683496,0,biomet,biomet,biomet,0.131323,275.98,1,2,2.830000000000041
2024-01-03T08:00:00Z,2024-01-03,0,-0.47999999999996135,90.3092,0.05715532540482071,0,biomet,biomet,biomet,0.131252,275.9765,1,2,2.82650000000001
2024-01-03T08:30:00Z,2024-01-03,0,-0.4379999999999882,90.8697,0.054015045926862904,0,biomet,biomet,biomet,0.131264,275.97249999999997,1,2,2.822499999999991
2024-01-03T09:00:00Z,2024-01-03,0,-0.4219999999999686,91.6128,0.04967687246975583,0,biomet,biomet,biomet,0.131181,275.9815,1,2,2.8315000000000055
2024-01-03T09:30:00Z,2024-01-03,0,-0.38700000000000045,91.4079,0.05102072017731751,0,biomet,biomet,biomet,0.131164,275.98699999999997,1,2,2.836999999999989
2024-01-03T10:00:00Z,2024-01-03,0,-0.3159999999999741,90.7716,0.05508386553385736,0,biomet,biomet,biomet,0.131244,275.995,1,2,2.8450000000000273
2024-01-03T10:30:00Z,2024-01-03,0,-0.3069999999999595,91.0003,0.053754056082470525,0,biomet,biomet,biomet,0.131235,276.0015,1,2,2.851500000000044
2024-01-03T11:00:00Z,2024-01-03,0,-0.20699999999999363,88.1823,0.07110230728777689,0,biomet,biomet,biomet,0.131309,276.0085,1,2,2.858500000000049
2024-01-03T11:30:00Z,2024-01-03,0,-0.06599999999997408,84.1623,0.09627300310346398,0,biomet,biomet,biomet,0.131298,276.008,1,2,2.858000000000004
2024-01-03T12:00:00Z,2024-01-03,0,-0.04699999999996862,83.4238,0.1009016337340376,0,biomet,biomet,biomet,0.131273,276.009,1,2,2.8590000000000373
2024-01-03T12:30:00Z,2024-01-03,0,-0.07499999999998863,83.8336,0.09820669550098482,0,biomet,biomet,biomet,0.131259,276.015,1,2,2.865000000000009
2024-01-03T13:00:00Z,2024-01-03,0.0215619,-0.11199999999996635,84.374,0.09466844169068311,0,biomet,biomet,biomet,0.131164,276.022,1,2,2.872000000000014
2024-01-03T13:30:00Z,2024-01-03,0.816211,-0.08599999999995589,83.0152,0.10309564156093554,0,biomet,biomet,biomet,0.131127,276.01250000000005,1,2,2.862500000000068
2024-01-03T14:00:00Z,2024-01-03,4.09905,-0.1449999999999818,84.5719,0.09324503204113588,0,biomet,biomet,biomet,0.131084,276.0215,1,2,2.871500000000026
2024-01-03T14:30:00Z,2024-01-03,6.76785,-0.10800000000000409,85.445,0.08820560075048389,0,biomet,biomet,biomet,0.131011,276.0355,1,2,2.885500000000036
2024-01-03T15:00:00Z,2024-01-03,5.7912,0.04200000000003001,84.8408,0.09287579770288878,0,biomet,biomet,biomet,0.131007,276.039,1,2,2.88900000000001
2024-01-03T15:30:00Z,2024-01-03,10.2206,0.11000000000001364,85.3396,0.09026512179239798,0,biomet,biomet,biomet,0.130869,276.0385,1,2,2.888500000000022
2024-01-03T16:00:00Z,2024-01-03,19.7303,0.08400000000000318,86.0257,0.08587823551030971,0,biomet,biomet,biomet,0.130821,276.0345,1,2,2.8845000000000027
2024-01-03T16:30:00Z,2024-01-03,22.0524,-0.12599999999997635,87.819,0.07372205181847946,0,biomet,biomet,biomet,0.130808,276.045,1,2,2.8950000000000387
2024-01-03T17:00:00Z,2024-01-03,67.8849,-0.09299999999996089,87.3108,0.07698262166586634,0,biomet,biomet,biomet,0.130724,276.0585,1,2,2.9085000000000036
2024-01-03T17:30:00Z,2024-01-03,68.8787,-0.1069999999999709,88.3054,0.0708762872563572,0,biomet,biomet,biomet,0.130668,276.09000000000003,1,2,2.9400000000000546
2024-01-03T18:00:00Z,2024-01-03,60.7966,-9.999999999763531e-4,88.4541,0.07051722495422008,0,biomet,biomet,biomet,0.130553,276.1195,1,2,2.969500000000039
2024-01-03T18:30:00Z,2024-01-03,59.5315,0.013000000000033651,88.4514,0.07060561366518792,0,biomet,biomet,biomet,0.130522,276.149,1,2,2.9990000000000236
2024-01-03T19:00:00Z,2024-01-03,53.9229,-0.06699999999995043,90.5511,0.057433070515507945,0,biomet,biomet,biomet,0.130493,276.18600000000004,1,2,3.036000000000058
2024-01-03T19:30:00Z,2024-01-03,69.4401,0.05200000000002092,88.9398,0.06781178807790711,0,biomet,biomet,biomet,0.130486,276.22749999999996,1,2,3.0774999999999864
2024-01-03T20:00:00Z,2024-01-03,43.5904,0.17600000000004457,85.3009,0.09093863397575175,0,biomet,biomet,biomet,0.130496,276.25649999999996,1,2,3.1064999999999827
2024-01-03T20:30:00Z,2024-01-03,42.3542,0.17500000000001137,87.7109,0.07602320942107987,0,biomet,biomet,biomet,0.130436,276.2605,1,2,3.110500000000002
2024-01-03T21:00:00Z,2024-01-03,20.7604,-0.08499999999997954,89.8262,0.061758209101376305,0,biomet,biomet,biomet,0.13038,276.26750000000004,1,2,3.1175000000000637
2024-01-03T21:30:00Z,2024-01-03,24.2772,-0.3059999999999832,90.0538,0.059411714268316596,0,biomet,biomet,biomet,0.130346,276.273,1,2,3.1230000000000473
2024-01-03T22:00:00Z,2024-01-03,11.9631,-0.3059999999999832,90.2623,0.05816627958723797,0,biomet,biomet,biomet,0.130305,276.26,1,2,3.1100000000000136
2024-01-03T22:30:00Z,2024-01-03,2.66585,-0.24799999999999045,87.7089,0.07372981136986123,0,biomet,biomet,biomet,0.130255,276.23900000000003,1,2,3.0890000000000555
2024-01-03T23:00:00Z,2024-01-03,0.264407,-0.2489999999999668,86.4361,0.08135893912732872,0,biomet,biomet,biomet,0.130341,276.21799999999996,1,2,3.0679999999999836
2024-01-03T23:30:00Z,2024-01-03,2.72926e-4,-0.2330000000000041,84.6879,0.09195221391537345,0,biomet,biomet,biomet,0.130279,276.2155,1,2,3.0655000000000427
2024-01-04T00:00:00Z,2024-01-03,0,-1.1449999999999818,84.199,0.08876024337282357,0,biomet,biomet,biomet,0.130052,276.21500000000003,1,2,3.0650000000000546
2024-01-04T00:30:00Z,2024-01-04,0,-1.1239999999999668,81.6169,0.10342434844457071,0,biomet,biomet,biomet,0.129949,276.202,1,2,3.052000000000021
2024-01-04T01:00:00Z,2024-01-04,0,-0.8929999999999723,74.4295,0.14632106905875936,0,biomet,biomet,biomet,0.129933,276.19,1,2,3.0400000000000205
2024-01-04T01:30:00Z,2024-01-04,0,-0.9429999999999836,71.7131,0.16127251842027773,0,biomet,biomet,biomet,0.129907,276.1735,1,2,3.0235000000000127
2024-01-04T02:00:00Z,2024-01-04,0,-0.9429999999999836,66.5443,0.19074147377454875,0,biomet,biomet,biomet,0.129987,276.15150000000006,1,2,3.001500000000078
2024-01-04T02:30:00Z,2024-01-04,0,-1.1809999999999832,66.4495,0.18796796166897645,0,biomet,biomet,biomet,0.129931,276.125,1,2,2.9750000000000227
2024-01-04T03:00:00Z,2024-01-04,0,-1.3759999999999764,58.5331,0.2290108970204694,0,biomet,biomet,biomet,0.129914,276.0895,1,2,2.9395000000000095
2024-01-04T03:30:00Z,2024-01-04,0,-1.5629999999999882,58.3772,0.2267261078194575,0,biomet,biomet,biomet,0.129934,276.054,1,2,2.9039999999999964
2024-01-04T04:00:00Z,2024-01-04,0,-1.6919999999999504,57.3782,0.22996844955696166,0,biomet,biomet,biomet,0.129905,276.016,1,2,2.8660000000000423
2024-01-04T04:30:00Z,2024-01-04,0,-1.9089999999999918,58.6078,0.21978145935898102,0,biomet,biomet,biomet,0.129821,275.9765,1,2,2.82650000000001
2024-01-04T05:00:00Z,2024-01-04,0,-2.356999999999971,62.3402,0.19343395772393202,0,biomet,biomet,biomet,0.129762,275.9345,1,2,2.784500000000037
2024-01-04T05:30:00Z,2024-01-04,0,-2.7139999999999986,61.482,0.19265922070157815,0,biomet,biomet,biomet,0.129755,275.8945,1,2,2.7445000000000164
2024-01-04T06:00:00Z,2024-01-04,0,-2.826999999999998,61.3631,0.1916337106101672,0,biomet,biomet,biomet,0.129757,275.858,1,2,2.708000000000027
2024-01-04T06:30:00Z,2024-01-04,0,-2.880999999999972,62.6966,0.18427630028725128,0,biomet,biomet,biomet,0.129706,275.8255,1,2,2.6754999999999995
2024-01-04T07:00:00Z,2024-01-04,0,-2.9899999999999523,60.6907,0.19261247214623184,0,biomet,biomet,biomet,0.129672,275.7935,1,2,2.6435000000000173
2024-01-04T07:30:00Z,2024-01-04,0,-3.257000000000005,61.346,0.18565982079483695,0,biomet,biomet,biomet,0.129661,275.75199999999995,1,2,2.6019999999999754
