site,DateTime,NEE_umol,GPP_umol,Reco_umol,Rg,Ustar,flag_negative_GPP,flag_nighttime_GPP,flag_winter_night_negative_NEE
LD,2024-01-01T13:00:00Z,2.034995,-1.2701248247150514,0.7648701752849485,0.0867082,0.477713,TRUE,FALSE,FALSE
LD,2024-01-01T23:00:00Z,1.517887,-0.753794895240302,0.764092104759698,0.331755,0.403979,TRUE,FALSE,FALSE
LD,2024-01-01T23:30:00Z,1.2926565,-0.5294590735879042,0.7631974264120959,9.61775e-4,0.32937,TRUE,FALSE,FALSE
LD,2024-01-02T00:30:00Z,1.292258,-0.5195636883462795,0.7726943116537204,0,0.313401,TRUE,FALSE,FALSE
LD,2024-01-02T02:30:00Z,1.449979,-0.6588029055014607,0.7911760944985392,0,0.361945,TRUE,FALSE,FALSE
LD,2024-01-02T21:30:00Z,1.5428706,-0.6375847939629188,0.9052858060370813,12.1988,0.59611,TRUE,FALSE,FALSE
LD,2024-01-02T23:00:00Z,1.4585313,-0.5545443441376422,0.9039869558623578,0.0666704,0.572716,TRUE,FALSE,FALSE
LD,2024-01-02T23:30:00Z,1.597375,-0.7050355017232636,0.8923394982767364,1.18095e-4,0.447815,TRUE,FALSE,FALSE
LD,2024-01-03T00:30:00Z,1.922297,-1.0377455348098654,0.8845514651901344,0,0.53726,TRUE,FALSE,FALSE
LD,2024-01-03T01:30:00Z,1.4742372000000001,-0.6015587870155554,0.8726784129844447,0,0.531882,TRUE,FALSE,FALSE
LD,2024-01-03T03:30:00Z,1.4317236,-0.5970045913228964,0.8347190086771036,0,0.462241,TRUE,FALSE,FALSE
LD,2024-01-03T04:30:00Z,1.4995859,-0.6748589033163226,0.8247269966836774,0,0.526802,TRUE,FALSE,FALSE
LD,2024-01-03T05:00:00Z,1.4495873,-0.6264660543715852,0.8231212456284147,0,0.408916,TRUE,FALSE,FALSE
LD,2024-01-03T06:30:00Z,1.3280524,-0.5042653831303746,0.8237870168696254,0,0.383662,TRUE,FALSE,FALSE
LD,2024-01-03T08:00:00Z,-2.234805,3.0634494168625417,0.8286444168625416,0,0.345095,FALSE,TRUE,FALSE
LD,2024-01-03T09:00:00Z,-2.2730400000000004,3.103957127567303,0.8309171275673026,0,0.311172,FALSE,TRUE,FALSE
LD,2024-01-03T09:30:00Z,-0.9480390000000001,1.7803278020151607,0.8322888020151608,0,0.229848,FALSE,TRUE,FALSE
LD,2024-01-03T15:00:00Z,-1.2942390000000001,2.1433527832390444,0.8491137832390441,5.7912,0.262999,FALSE,TRUE,FALSE
LD,2024-01-03T15:30:00Z,7.165809,-6.31402637965728,0.8517826203427206,10.2206,0.393335,TRUE,FALSE,FALSE
LD,2024-01-03T16:00:00Z,4.9528300000000005,-4.102067876492627,0.850762123507374,19.7303,0.495333,TRUE,FALSE,FALSE
LD,2024-01-03T16:30:00Z,10.316899000000001,-9.473870318017154,0.843028681982848,22.0524,0.419832,TRUE,FALSE,FALSE
LD,2024-01-03T17:00:00Z,8.07202,-7.227188985948345,0.8448310140516552,67.8849,0.356361,TRUE,FALSE,FALSE
LD,2024-01-03T17:30:00Z,2.5415,-1.6967120964019846,0.8447879035980155,68.8787,0.302811,TRUE,FALSE,FALSE
LD,2024-01-03T18:00:00Z,3.2135740000000004,-2.3641106459049075,0.849463354095093,60.7966,0.30174,TRUE,FALSE,FALSE
LD,2024-01-03T19:00:00Z,2.44397,-1.5960870427589833,0.8478829572410169,53.9229,0.249887,TRUE,FALSE,FALSE
LD,2024-01-03T19:30:00Z,4.149229,-3.296149349369771,0.8530796506302292,69.4401,0.275866,TRUE,FALSE,FALSE
LD,2024-01-03T22:30:00Z,-0.215901,1.06018325946762,0.8442822594676199,2.66585,0.357785,FALSE,TRUE,FALSE
LD,2024-01-03T23:00:00Z,3.3259499999999997,-2.4812038635819773,0.8447461364180222,0.264407,0.253786,TRUE,FALSE,FALSE
LD,2024-01-04T23:30:00Z,1.3274755,-0.5945857236014035,0.7328897763985965,6.20063e-4,0.342908,TRUE,FALSE,FALSE
LD,2024-01-05T06:00:00Z,1.4016433000000001,-0.6345161158728634,0.7671271841271368,0,0.252174,TRUE,FALSE,FALSE
LD,2024-01-05T13:30:00Z,-0.141198,1.0075549936282224,0.8663569936282225,1.85653,0.357393,FALSE,TRUE,FALSE
LD,2024-01-06T01:00:00Z,1.346935,-0.6021695403637731,0.7447654596362269,NA,0.306124,TRUE,FALSE,FALSE
LD,2024-01-06T02:00:00Z,1.452044,-0.7068769648324484,0.7451670351675515,NA,0.260407,TRUE,FALSE,FALSE
LD,2024-01-06T02:30:00Z,1.312578,-0.5659301673346756,0.7466478326653244,NA,0.234786,TRUE,FALSE,FALSE
LD,2024-01-06T03:00:00Z,1.382311,-0.6334227307127028,0.7488882692872972,NA,0.090959,TRUE,FALSE,FALSE
LD,2024-01-06T08:00:00Z,1.4800758,-0.6753209345347463,0.8047548654652538,NA,0.252772,TRUE,FALSE,FALSE
LD,2024-01-06T21:00:00Z,2.0165467571428572,-1.0402795019244984,0.9762672552183589,NA,0.213785,TRUE,FALSE,FALSE
LD,2024-01-06T21:30:00Z,2.2661437571428573,-1.2897331605482352,0.976410596594622,NA,0.228965,TRUE,FALSE,FALSE
LD,2024-01-06T22:00:00Z,2.4938629000000003,-1.5184009914384096,0.9754619085615908,NA,0.279613,TRUE,FALSE,FALSE
LD,2024-01-06T23:00:00Z,1.5081763833333333,-0.5373579413622062,0.9708184419711271,NA,0.164633,TRUE,FALSE,FALSE
LD,2024-01-07T03:00:00Z,1.3292893333333333,-0.5602301549176666,0.7690591784156667,NA,0.160969,TRUE,FALSE,FALSE
LD,2024-01-07T04:00:00Z,1.2983226333333333,-0.5222254284748667,0.7760972048584666,NA,0.120145,TRUE,FALSE,FALSE
LD,2024-01-07T20:00:00Z,2.7284267333333334,-1.7322566029204554,0.9961701304128779,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-07T20:30:00Z,5.32345,-4.281590266021412,1.0418597339785884,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-07T21:00:00Z,10.1361,-9.08263887556293,1.0534611244370709,200.868,0.466615,TRUE,FALSE,FALSE
LD,2024-01-07T22:00:00Z,2.56163,-1.5354676112229417,1.0261623887770583,11.8718,0.355319,TRUE,FALSE,FALSE
LD,2024-01-07T22:30:00Z,1.7240280000000001,-0.7060710475165046,1.0179569524834955,5.46183,0.347404,TRUE,FALSE,FALSE
LD,2024-01-07T23:00:00Z,1.574733,-0.5640156405693759,1.010717359430624,0.270228,0.289266,TRUE,FALSE,FALSE
LD,2024-01-08T01:00:00Z,1.4495624,-0.6452677710569518,0.8042946289430483,NA,0.379727,TRUE,FALSE,FALSE
LD,2024-01-08T01:30:00Z,1.3945573,-0.5907677521259164,0.8037895478740836,NA,0.354254,TRUE,FALSE,FALSE
LD,2024-01-08T02:00:00Z,1.4220598500000001,-0.62016792605048,0.8018919239495201,NA,0.15709,TRUE,FALSE,FALSE
LD,2024-01-08T03:00:00Z,1.3292893333333333,-0.5438036261862836,0.7854857071470497,NA,0.166075,TRUE,FALSE,FALSE
LD,2024-01-08T05:00:00Z,1.5280818999999999,-0.7631114348496929,0.764970465150307,NA,0.239348,TRUE,FALSE,FALSE
LD,2024-01-08T06:00:00Z,1.33597795,-0.5511722314753396,0.7848057185246604,NA,0.183052,TRUE,FALSE,FALSE
LD,2024-01-08T20:00:00Z,2.7284267333333334,-1.850765134588511,0.8776615987448223,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-08T20:30:00Z,5.32345,-4.25477712582445,1.0686728741755498,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-08T21:00:00Z,4.402843333333333,-3.339546248230428,1.063297085102905,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-08T21:30:00Z,3.7331395,-2.6744986307560383,1.0586408692439617,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-08T22:00:00Z,3.3014582,-2.246988758712474,1.0544694412875257,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-08T23:00:00Z,1.66050946,-0.6187127690470484,1.0417966909529517,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-09T01:30:00Z,1.3415062,-0.517140769597058,0.824365430402942,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-09T02:00:00Z,1.4220598500000001,-0.5996515614868425,0.8224082885131576,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-09T04:00:00Z,1.2983226333333333,-0.5161238730273957,0.7821987603059376,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-09T04:30:00Z,1.2983226333333333,-0.5267345916930006,0.7715880416403327,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-09T05:00:00Z,1.2983226333333333,-0.523153384485581,0.7751692488477523,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-09T06:00:00Z,1.33597795,-0.5463663927076912,0.7896115572923088,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-09T12:30:00Z,1.316363569375,-0.5694101096819649,0.7469534596930351,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-09T13:00:00Z,1.363761033939394,-0.6195200649828335,0.7442409689565604,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-09T20:00:00Z,3.4815176,-2.413840841427141,1.067676758572859,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-09T20:30:00Z,2.5338731833333332,-1.4618427138583585,1.0720304694749747,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-09T21:00:00Z,2.3768110375,-1.3022875719410079,1.0745234655589921,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-09T21:30:00Z,2.186760477777778,-1.1096995809498578,1.07706089682792,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-09T22:00:00Z,2.283799477777778,-1.206392844643543,1.077406633134235,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-10T04:00:00Z,1.30927938,-0.5107743078195269,0.7985050721804731,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-10T04:30:00Z,1.30927938,-0.5248249324725232,0.7844544475274768,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-10T05:00:00Z,1.30927938,-0.518601516174068,0.790677863825932,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-10T06:00:00Z,1.33597795,-0.5244117754099376,0.8115661745900624,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-10T06:30:00Z,1.3445798318181819,-0.5230696677255837,0.8215101640925981,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-10T13:00:00Z,1.2933995333333332,-0.5229045900767441,0.7704949432565892,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-10T13:30:00Z,1.4263613,-0.6393507723222607,0.7870105276777393,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-11T04:00:00Z,1.3257144999999997,-0.5217959855896046,0.8039185144103951,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-11T04:30:00Z,1.3257144999999997,-0.5421812901496721,0.7835332098503276,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-11T05:00:00Z,1.3257144999999997,-0.5308305536086371,0.7948839463913626,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-11T13:30:00Z,1.4263613,-0.5594229547401709,0.866938345259829,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-11T20:00:00Z,1.94054,-0.7295667633596621,1.2109732366403378,168.669,0.397911,TRUE,FALSE,FALSE
LD,2024-01-12T02:00:00Z,-0.6545350000000001,1.831335991690011,1.1768009916900108,0,0.237659,FALSE,TRUE,FALSE
LD,2024-01-12T04:00:00Z,3.1503699999999997,-2.2404300621825364,0.9099399378174631,NA,0.264983,TRUE,FALSE,FALSE
LD,2024-01-12T13:30:00Z,1.4263613,-0.5000834467069056,0.9262778532930943,NA,0.431017,TRUE,FALSE,FALSE
LD,2024-01-12T14:00:00Z,1.4950245999999998,-0.5705892359215073,0.9244353640784925,NA,0.301613,TRUE,FALSE,FALSE
LD,2024-01-12T16:30:00Z,1.5336393,-0.5688575409450102,0.9647817590549898,NA,0.560885,TRUE,FALSE,FALSE
LD,2024-01-13T12:00:00Z,8.040237000000001,-7.023763337155213,1.0164736628447884,0.05555555555555556,0.505252,TRUE,FALSE,FALSE
LD,2024-01-13T12:30:00Z,-0.12156100000000003,1.139314420546978,1.017753420546978,0.05555555555555556,0.528546,FALSE,TRUE,FALSE
LD,2024-01-13T13:00:00Z,1.9937949000000001,-1.00929704803821,0.9844978519617902,0.19444444444444445,0.534402,TRUE,FALSE,FALSE
LD,2024-01-14T07:00:00Z,1.5035624,-0.5641118340773202,0.9394505659226798,0.08333333333333333,0.40481,TRUE,FALSE,FALSE
LD,2024-01-14T08:00:00Z,-2.726699,3.6528008909283836,0.9261018909283835,0.11111111111111112,0.358078,FALSE,TRUE,FALSE
LD,2024-01-14T09:00:00Z,1.6280569999999999,-0.7475213279721085,0.8805356720278914,0.11111111111111112,0.6251,TRUE,FALSE,FALSE
LD,2024-01-14T11:00:00Z,-0.9568669999999999,1.804793768170033,0.8479267681700331,0.11111111111111112,0.536879,FALSE,TRUE,FALSE
LD,2024-01-14T12:30:00Z,2.0156589,-1.1836325636659586,0.8320263363340415,0.08333333333333333,0.686258,TRUE,FALSE,FALSE
LD,2024-01-14T13:00:00Z,1.872366,-1.082771972542687,0.789594027457313,0.1388888888888889,0.860854,TRUE,FALSE,FALSE
LD,2024-01-14T13:30:00Z,1.337766,-0.5472367342270296,0.7905292657729704,0.1388888888888889,0.767669,TRUE,FALSE,FALSE
LD,2024-01-14T14:00:00Z,1.940918,-1.192369392379253,0.7485486076207468,3.25,0.731325,TRUE,FALSE,FALSE
LD,2024-01-14T21:00:00Z,1.554544,-0.9475167921459948,0.6070272078540051,41.361111111111114,0.474864,TRUE,FALSE,FALSE
LD,2024-01-14T23:00:00Z,1.7157408,-1.1273002988577767,0.5884405011422232,1.8333333333333333,0.407176,TRUE,FALSE,FALSE
LD,2024-01-15T01:00:00Z,1.3477894,-0.7626568886479779,0.585132511352022,0.11111111111111112,0.38329,TRUE,FALSE,FALSE
LD,2024-01-15T02:00:00Z,-7.711454,8.300301958739988,0.5888479587399883,0.11111111111111112,0.54363,FALSE,TRUE,TRUE
LD,2024-01-15T02:30:00Z,-0.794508,1.3832609107008706,0.5887529107008707,0.11111111111111112,0.439709,FALSE,TRUE,FALSE
LD,2024-01-15T03:30:00Z,-0.7939149999999999,1.3276306270975948,0.5337156270975949,0.1388888888888889,0.429435,FALSE,TRUE,FALSE
LD,2024-01-15T04:00:00Z,0.9621452,-0.5371041821258268,0.42504101787417325,0.19444444444444445,0.373043,TRUE,FALSE,FALSE
LD,2024-01-15T06:00:00Z,1.4139119999999998,-0.9226600025330118,0.491251997466988,0.1388888888888889,0.374008,TRUE,FALSE,FALSE
LD,2024-01-15T06:30:00Z,1.446387,-0.9552143997879486,0.49117260021205145,0.1388888888888889,0.327395,TRUE,FALSE,FALSE
LD,2024-01-15T07:30:00Z,10.845995,-10.355901637178075,0.49009336282192595,0.11111111111111112,0.463839,TRUE,FALSE,FALSE
LD,2024-01-15T08:00:00Z,-1.440124,1.8650529760827843,0.42492897608278435,0.1388888888888889,0.384652,FALSE,TRUE,FALSE
LD,2024-01-15T08:30:00Z,2.106264,-1.6814037463242488,0.42486025367575103,0.1388888888888889,0.378981,TRUE,FALSE,FALSE
LD,2024-01-15T09:00:00Z,-2.702772,3.0893362584947117,0.38656425849471193,0.16666666666666666,0.441094,FALSE,TRUE,FALSE
LD,2024-01-15T10:00:00Z,3.200914,-2.8398552587016166,0.36105874129838367,0.16666666666666666,0.464766,TRUE,FALSE,FALSE
LD,2024-01-15T10:30:00Z,1.566094,-1.2050936893786637,0.3610003106213363,0.16666666666666666,0.464652,TRUE,FALSE,FALSE
LD,2024-01-15T11:00:00Z,1.2610652,-0.9070715981773492,0.35399360182265077,0.1388888888888889,0.421662,TRUE,FALSE,FALSE
LD,2024-01-15T11:30:00Z,-0.9213269999999999,1.2752632959599226,0.35393629595992265,0.1388888888888889,0.487144,FALSE,TRUE,FALSE
LD,2024-01-15T12:00:00Z,2.2333905,-1.890430717686747,0.342959782313253,0.1388888888888889,0.411133,TRUE,FALSE,FALSE
LD,2024-01-15T12:30:00Z,-1.476528,1.8194322446668922,0.34290424466689223,0.1388888888888889,0.380231,FALSE,TRUE,FALSE
LD,2024-01-15T13:00:00Z,1.415576,-1.0751339912722668,0.3404420087277331,0.19444444444444445,0.341113,TRUE,FALSE,FALSE
LD,2024-01-15T13:30:00Z,7.6919439999999994,-7.351557139060489,0.3403868609395108,0.19444444444444445,0.350536,TRUE,FALSE,FALSE
LD,2024-01-15T14:30:00Z,4.171262,-3.816245079077049,0.3550169209229509,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-16T06:30:00Z,2.86017028,-2.382190662159006,0.47797961784099435,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-16T07:00:00Z,2.43946128,-1.9659095132765405,0.4735517667234596,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-16T07:30:00Z,2.57793168,-2.1176903642384435,0.4602413157615566,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-16T08:00:00Z,1.74809988,-1.3088962233886274,0.43920365661137256,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-16T08:30:00Z,1.8095864000000002,-1.3908842292536852,0.418702170746315,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-16T09:30:00Z,0.8818138,-0.5010714896604711,0.3807423103395288,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-16T10:30:00Z,1.06906304,-0.7086658368265493,0.36039720317345086,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-16T11:00:00Z,1.4680273400000001,-1.1162186974987096,0.35180864250129057,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-16T12:30:00Z,1.7886111,-1.4471758881615542,0.3414352118384458,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-16T13:00:00Z,2.1029925,-1.7584137486600926,0.3445787513399075,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-16T13:30:00Z,2.070393,-1.7247681228522502,0.3456248771477498,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-16T14:00:00Z,3.2527,-2.9052913728231244,0.3474086271768757,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-16T14:30:00Z,4.171262,-3.8190068417085015,0.35225515829149806,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-17T06:30:00Z,2.86017028,-2.3859283657321297,0.4742419142678704,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-17T07:00:00Z,2.43946128,-1.9696131953287277,0.46984808467127254,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-17T07:30:00Z,2.57793168,-2.1212905309143526,0.45664114908564735,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-17T08:00:00Z,1.74809988,-1.3123323861981209,0.4357674938018791,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-17T08:30:00Z,1.8095864000000002,-1.3941605302256128,0.41542586977438734,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-17T09:30:00Z,0.8818138,-0.504051730339476,0.377762069660524,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-17T10:30:00Z,1.06906304,-0.7114877475831713,0.35757529241682867,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-17T11:00:00Z,1.4680273400000001,-1.1189738092373478,0.3490535307626522,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-17T12:30:00Z,1.7886111,-1.4498510720494129,0.3387600279505872,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-17T13:00:00Z,2.1029925,-1.7611140033057822,0.3418784966942179,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-17T13:30:00Z,2.070393,-1.7274770176005627,0.34291598239943744,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-17T14:00:00Z,3.2527,-2.9080146926976638,0.34468530730233615,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-17T14:30:00Z,4.171262,-3.8217686043399546,0.3494933956600451,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-18T06:30:00Z,1.90328045,-1.005935373243581,0.8973450767564191,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-18T11:00:00Z,1.4245583958,-0.6190750315854874,0.8054833642145127,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-18T12:00:00Z,1.3044843941176472,-0.5223404800232603,0.7821439140943869,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-18T12:30:00Z,1.8130868100000002,-1.0391794134753884,0.7739073965246117,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-18T13:00:00Z,1.5729431878947369,-0.8078203677877865,0.7651228201069503,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-18T14:00:00Z,1.3257777713333332,-0.5203911876941192,0.805386583639214,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-19T06:30:00Z,1.90328045,-0.9457274585943984,0.9575529914056016,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-19T11:00:00Z,1.4245583958,-0.5416875404929891,0.882870855307011,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-19T12:30:00Z,1.8130868100000002,-0.9541871709186587,0.8588996390813415,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-19T13:00:00Z,1.5729431878947369,-0.7205362868910826,0.8524069010036542,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-20T06:30:00Z,1.90328045,-0.9063756611678133,0.9969047888321867,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-20T11:00:00Z,1.5720072670000003,-0.6419676946517643,0.930039572348236,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-20T12:30:00Z,1.9442979121428572,-1.0351827749233857,0.9091151372194713,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-20T13:00:00Z,1.625357623125,-0.7217206182342442,0.9036370048907558,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-21T06:30:00Z,1.90328045,-0.8900317283138419,1.013248721686158,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-21T12:30:00Z,1.6203378599999998,-0.6635926281921741,0.9567452318078257,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-22T06:30:00Z,1.827521685,-0.7667093322473075,1.0608123527526925,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-22T07:00:00Z,1.677180925,-0.6168570278412702,1.0603238971587299,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-22T07:30:00Z,1.7580352750000001,-0.6994840493734455,1.0585512256265546,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-28T23:30:00Z,1.7070561,-0.5312113246414476,1.1758447753585524,12.194444444444445,0.323995,TRUE,FALSE,FALSE
LD,2024-01-29T10:00:00Z,1.6372471,-0.5332366813104961,1.104010418689504,0.05555555555555556,0.340453,TRUE,FALSE,FALSE
LD,2024-01-29T19:00:00Z,2.037432,-0.8855127255556732,1.1519192744443267,167.33333333333334,0.389605,TRUE,FALSE,FALSE
LD,2024-01-30T01:00:00Z,1.8676792999999998,-0.8038675835641012,1.0638117164358987,0.08333333333333333,0.332967,TRUE,FALSE,FALSE
LD,2024-01-30T01:30:00Z,2.447463,-1.3839083457999042,1.0635546542000958,0.08333333333333333,0.436416,TRUE,FALSE,FALSE
LD,2024-01-30T02:30:00Z,1.6039755,-0.5401803308628781,1.063795169137122,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-31T01:30:00Z,1.582873825,-0.5239451638484833,1.0589286611515167,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-31T02:00:00Z,1.6918767666666665,-0.6404207911563891,1.0514559755102775,NA,NA,TRUE,FALSE,FALSE
LD,2024-01-31T02:30:00Z,1.6039755,-0.5525280774768839,1.051447422523116,NA,NA,TRUE,FALSE,FALSE
LD,2024-02-01T01:30:00Z,1.582873825,-0.5363746849570743,1.0464991400429258,NA,NA,TRUE,FALSE,FALSE
LD,2024-02-01T02:00:00Z,1.6918767666666665,-0.6527656179559149,1.0391111487107516,NA,NA,TRUE,FALSE,FALSE
LD,2024-02-01T02:30:00Z,1.6039755,-0.5648758240908898,1.0390996759091102,NA,NA,TRUE,FALSE,FALSE
LD,2024-02-02T00:30:00Z,2.4360332714285713,-1.2886757447229369,1.1473575267056344,NA,NA,TRUE,FALSE,FALSE
LD,2024-02-02T01:00:00Z,2.0102910466666666,-0.8818666930701535,1.128424353596513,NA,NA,TRUE,FALSE,FALSE
LD,2024-02-02T01:30:00Z,1.6495441333333334,-0.530970128069296,1.1185740052640374,NA,NA,TRUE,FALSE,FALSE
LD,2024-02-02T02:00:00Z,1.70011160625,-0.592522362471201,1.1075892437787989,NA,NA,TRUE,FALSE,FALSE
LD,2024-02-02T02:30:00Z,2.897849088235294,-1.7980462702290894,1.0998028180062047,NA,NA,TRUE,FALSE,FALSE
LD,2024-02-02T03:00:00Z,2.541242175235294,-1.4525185868934634,1.0887235883418305,NA,NA,TRUE,FALSE,FALSE
LD,2024-02-02T03:30:00Z,3.186753437722222,-2.106179299576568,1.080574138145654,NA,NA,TRUE,FALSE,FALSE
LD,2024-02-02T04:00:00Z,2.9678138673157894,-1.895408261691471,1.0724056056243185,NA,NA,TRUE,FALSE,FALSE
LD,2024-02-02T04:30:00Z,3.0404026932777777,-1.972181461672902,1.0682212316048756,NA,NA,TRUE,FALSE,FALSE
LD,2024-02-02T05:00:00Z,1.8321460071666666,-0.7692536188875618,1.0628923882791048,NA,NA,TRUE,FALSE,FALSE
LD,2024-02-02T05:30:00Z,1.9739215805555557,-0.9098362673028331,1.0640853132527226,NA,NA,TRUE,FALSE,FALSE
LD,2024-02-03T00:30:00Z,2.4360332714285713,-1.2954479336603997,1.1405853377681716,NA,0.174342,TRUE,FALSE,FALSE
LD,2024-02-03T01:00:00Z,2.0102910466666666,-0.8902573288632938,1.1200337178033728,NA,0.0853206,TRUE,FALSE,FALSE
LD,2024-02-03T01:30:00Z,1.6495441333333334,-0.539553798835473,1.1099903344978603,NA,0.161878,TRUE,FALSE,FALSE
LD,2024-02-03T02:00:00Z,1.70011160625,-0.6018333652315018,1.0982782410184981,NA,0.111581,TRUE,FALSE,FALSE
LD,2024-02-03T02:30:00Z,2.897849088235294,-1.8075670341616754,1.0902820540736187,NA,0.128123,TRUE,FALSE,FALSE
LD,2024-02-03T03:00:00Z,2.541242175235294,-1.46268970071943,1.078552474515864,NA,0.060791,TRUE,FALSE,FALSE
LD,2024-02-03T03:30:00Z,3.186753437722222,-2.1170154360121973,1.0697380017100249,NA,0.149506,TRUE,FALSE,FALSE
LD,2024-02-03T04:00:00Z,2.967813867315789,-1.9076666332199057,1.0601472340958833,NA,0.117538,TRUE,FALSE,FALSE
LD,2024-02-03T04:30:00Z,3.0404026932777777,-1.9856626140760285,1.0547400792017492,NA,0.146382,TRUE,FALSE,FALSE
LD,2024-02-03T05:00:00Z,1.8321460071666666,-0.7845586574534826,1.047587349713184,NA,0.135473,TRUE,FALSE,FALSE
LD,2024-02-03T05:30:00Z,1.9739215805555554,-0.9258916697873933,1.048029910768162,NA,0.133135,TRUE,FALSE,FALSE
LD,2024-02-04T00:30:00Z,2.4360332714285713,-1.2348817042860005,1.2011515671425708,NA,0.0665094,TRUE,FALSE,FALSE
LD,2024-02-04T01:00:00Z,1.6827195,-0.5303688868295924,1.1523506131704075,NA,0.0884357,TRUE,FALSE,FALSE
LD,2024-02-05T00:30:00Z,2.4360332714285713,-1.249667598861896,1.1863656725666754,NA,0.0435243,TRUE,FALSE,FALSE
LD,2024-02-05T01:00:00Z,1.6827195,-0.5445576918555344,1.1381618081444655,NA,0.080035,TRUE,FALSE,FALSE
LD,2024-02-06T02:00:00Z,2.646203,-1.6223729785107466,1.0238300214892533,0,0.241977,TRUE,FALSE,FALSE
LD,2024-02-07T08:00:00Z,1.60818935,-0.6469879118694231,0.9612014381305769,NA,0.19335,TRUE,FALSE,FALSE
