Date,LD_NEE_gC_day,MD_NEE_gC_day,LD_GPP_gC_day,MD_GPP_gC_day,LD_Reco_gC_day,MD_Reco_gC_day,LD_VPD_mean_kPa,MD_VPD_mean_kPa,LD_VPD_day_kPa,MD_VPD_day_kPa,LD_VPD_midday_kPa,MD_VPD_midday_kPa,n_hh,n_Rg,frac_Rg,Rg_mean_Wm2,Rg_max_Wm2,Tair_mean_C,Tair_max_C,Tair_min_C,RH_mean_pct,VPD_mean_kPa,VPD_max_kPa,P_used_mm,SWC_mean,TS_mean_C,n_SWC_mean,n_TS_mean,n_Rg_from_Grant,n_Tair_from_Grant,n_RH_from_Grant,frac_Rg_from_Grant,frac_Tair_from_Grant,frac_RH_from_Grant
2024-02-25,-0.1084097928624857,-0.45172231632000026,1.258146316150777,2.205328241628482,1.1497365232882908,1.7536059253084826,0.23620308108108107,0.23306166666666664,NA,NA,0.43526875,0.3680105,41,41,1,123.67737813552465,627.703,-0.06192682926826997,7.242999999999995,-5.015999999999963,64.78043902439025,0.23710030944865773,0.4713905913386097,0,0.180729025,0.6058750000000203,0.975609756097561,1.951219512195122,1,1,1,0.024390243902439025,0.024390243902439025,0.024390243902439025
2024-02-26,0.32003971199812753,-0.1144757623176075,1.0614194744925909,2.4496053672800335,1.3814591864907186,2.3351296049624257,0.42732842708333335,0.41530294791666666,NA,NA,0.6781991,0.6771189,48,48,1,158.6707953972708,591.453,6.020208333333361,14.148000000000025,0.35599999999999454,60.508302083333334,0.4164962038651624,0.9056720081673502,0,0.17893354166666667,1.5830625000000218,1,2,0,0,0,0,0,0
2024-02-27,0.7606218059692286,0.4061015359790535,0.9994688103837178,2.5809229005936727,1.7600906163529468,2.987024436572726,0.6005084166666667,0.64517325,NA,NA,0.7580802,0.8725206,48,48,1,149.68981105626872,608.317,14.644145833333353,21.363,11.00200000000001,63.0119,0.6471336437943558,1.3259798404633438,0,0.17772045833333333,4.888427083333353,1,2,0,0,0,0,0,0
2024-02-28,0.6617892624454453,2.003404753827244,0.598522952536249,0.1811516518952694,1.2603122149816948,2.1845564057225144,0.13737783023255815,0.1690734625,NA,NA,0.10546158571428571,0.09258312,43,43,1,66.51428473848836,395.102,2.9258837209302566,16.28000000000003,-7.488999999999976,77.44053023255815,0.1823140614480783,0.4849633039107526,0.2,0.17709634883720932,4.750279069767463,1,2,0,0,0,0,0,0
2024-02-29,0.3012725083578356,-0.37025390299139993,0.5855048815408336,1.9581121903983292,0.8867773898986687,1.5878582874069296,0.20960176315789475,0.18649503333333334,NA,NA,0.2812255,0.2425446,39,39,1,147.4726422047441,665.514,-5.051692307692287,-0.05099999999998772,-8.92999999999995,53.981161538461535,0.20207426701963457,0.32900281216647187,0,0.17675515384615384,1.034666666666685,1,2,0,0,0,0,0,0
2024-03-01,0.32174101364687246,-0.19772370335415063,0.9383497934600236,2.2745071447966043,1.260090807106896,2.0767834414424544,0.4479006190476191,0.4023243125,NA,NA,0.6847039,0.6846891,43,43,1,153.97229117068372,682.554,2.199325581395375,8.567000000000007,-2.502999999999986,47.654016279069765,0.41762275160300394,0.7806210122762909,0,0.17728046511627907,1.1403488372093282,1,2,0,0,0,0,0,0
2024-03-02,0.0031336845263998502,-0.5863707732803491,1.6045710097921737,2.9572261269721722,1.6077046943185735,2.3708553536918235,0.3800666956521739,0.37033327659574466,NA,NA,0.39137925,0.4288177777777778,48,48,1,170.8577998977083,649.829,6.070020833333354,10.632000000000005,2.5580000000000496,61.73221875,0.37139120234366,0.5745299592956906,0,0.17644925,3.0904895833333565,1,2,0,0,0,0,0,0
2024-03-03,0.13864489750888426,-0.3417601179483413,1.8359018095536614,2.9303695263967073,1.974546707062545,2.5886094084483653,0.39609897749999995,0.4289470291666666,NA,NA,0.7999703,0.8584204,48,48,1,177.1765283458333,656.756,9.288229166666689,18.924000000000035,3.740000000000009,72.65474999999999,0.4302361977579702,1.300890944561576,0,0.17290733333333333,4.232666666666686,1,2,0,0,0,0,0,0
2024-03-04,1.005643095022473,0.5866145686506483,1.4955305781351766,2.3909317882879395,2.5011736731576497,2.9775463569385865,0.4351086229166667,0.5084123333333334,NA,NA,0.3867833,0.5072074,48,48,1,90.85164442449772,326.303,14.69206250000002,19.465000000000032,9.984000000000037,70.5792375,0.5099665357627784,0.8460590960684267,0,0.17095375,6.6343020833333615,1,2,0,0,0,0,0,0
2024-03-05,1.4255908761699718,1.0919870625939274,0.8657134606458208,1.5779617563794737,2.2913043368157933,2.669948818973402,0.11589861020833334,0.18345045625,NA,NA,0.10683579,0.14737709999999998,48,48,1,56.062806859374994,291.535,9.987270833333351,18.229000000000042,4.862000000000023,87.38552708333333,0.18400021951881046,0.6249462867949125,29.099999999999994,0.22506302083333332,7.616135416666685,1,2,0,0,0,0,0,0
2024-03-06,0.32030807469504075,-0.6203053531674421,1.7867215104492178,2.967132442256857,2.10702958514426,2.3468270890894147,0.36499668124999995,0.3676823270833333,NA,NA,0.6128442000000001,0.6059346,48,48,1,197.12132328020834,703.201,6.40747916666669,10.800000000000011,2.4540000000000077,65.52311041666667,0.3687514140316173,1.0008758357256395,0,0.2096273125,6.203395833333353,1,2,0,0,0,0,0,0
2024-03-07,0.46790746539566563,0.24390459072000037,1.5417965312587172,1.8266487685353472,2.009703996654383,2.070553359255348,0.3751726875,0.34489904166666663,NA,NA,0.3156605,0.3212909,48,48,1,91.74860204054166,425.386,4.064229166666692,8.072000000000003,0.382000000000005,58.183616666666666,0.34582529262362494,0.7793577190644186,0,0.1965015625,4.6782916666666825,1,2,0,0,0,0,0,0
2024-03-08,1.2345113162205508,2.808035548100836,0.9222022374462963,-0.7903009079584332,2.156713553666847,2.017734640142402,0.078500039375,0.10756387291666666,NA,NA,0.021087079,0.06987991,48,48,1,29.308784022916665,117.658,4.937270833333356,7.379000000000019,3.0440000000000396,87.69199583333334,0.10786038048538944,0.3038662251078169,10.6,0.20013352083333333,5.054187500000026,1,2,0,0,0,0,0,0
2024-03-09,1.7728123015770374,-0.10243348058450633,0.27111931570926917,1.8931699791322103,2.0439316172863076,1.7907364985477034,0.058375310297872324,0.07820399374999999,NA,NA,0.14607576,0.15465956,48,48,1,60.488560865968736,300.597,2.6067500000000217,5.842000000000041,0.6090000000000373,88.77322291666667,0.07839789694419247,0.19099725730453876,12.099999999999998,0.23521716666666667,4.83022916666669,1,2,0,0,0,0,0,0
2024-03-10,0.9162743874356978,0.13792672172159992,0.9666600315006562,1.4815969519949743,1.882934418936354,1.6195236737165741,0.17533746829268293,0.172991814893617,NA,NA,0.27389525,0.20556243,42,42,1,125.62695436780952,565.299,-0.24288095238092575,3.100999999999999,-2.72199999999998,72.76723095238096,0.17654122198040456,0.43931059154441565,0,0.21201259523809524,3.4439285714285925,1,2,0,0,0,0,0,0
2024-03-11,1.1366401774918136,-0.9518169854794347,1.1645665424643872,2.83605809679896,2.3012067199562014,1.884241111319525,0.4000905458333333,0.3947543104166667,NA,NA,0.6578851,0.6543726,48,48,1,207.93450084290004,700.844,4.258812500000026,14.381000000000029,-1.252999999999986,64.25264375,0.3958887069167759,1.0099496738961837,0,0.20200814583333335,3.129270833333359,1,2,0,0,0,0,0,0
2024-03-12,1.5612826302149407,-0.44642705806594696,1.3791911381191562,2.7696985609976807,2.940473768334097,2.3232715029317337,0.590931875,0.5949416249999999,NA,NA,0.846275,0.8759129999999999,48,48,1,198.08680176437497,714.033,11.00508333333336,17.699000000000012,6.508000000000038,59.468870833333334,0.5967361073503281,1.142300953677276,0,0.19400160416666667,5.348302083333353,1,2,0,0,0,0,0,0
2024-03-13,1.2300453682794663,-0.472323313193735,1.8451191649972276,2.8967272181857613,3.075164533276693,2.4244039049920265,0.8614622337500001,0.8561583361702129,NA,NA,1.3691719,1.3669965555555554,48,48,1,207.84253200291667,737.459,12.46347916666669,20.05200000000002,2.742999999999995,51.46248541666667,0.8782767078864003,1.9557207594579247,0,0.189176875,6.423145833333356,1,2,0,0,0,0,0,0
2024-03-14,3.1739344241239063,4.358351162462271,-0.3589835344504928,-2.0671310530067744,2.814950889673411,2.2912201094554976,0.5336929560208334,0.5162083208333333,NA,NA,0.17513779499999999,0.20066398,48,48,1,22.37491018060417,103.637,9.645645833333353,15.608000000000004,5.447000000000003,62.42069166666667,0.5177686327874197,1.3503575675245472,20.099999999999998,0.205415625,6.63677083333336,1,2,0,0,0,0,0,0
2024-03-15,-0.5989846844381173,-0.9081823942808174,2.8988598240782824,2.8816109010592075,2.299875139640164,1.9734285067783908,0.17037376020833336,0.1959142666666667,NA,NA,0.23634929999999998,0.26656396,48,48,1,210.701252073125,746.571,4.532562500000021,9.184000000000026,-0.17699999999996407,80.57060208333334,0.19647716663220122,0.6811935827163149,1.3,0.220947125,5.755645833333352,1,2,0,0,0,0,0,0
2024-03-16,1.6648678683975067,0.010500041844412313,0.6118451560619269,1.9889943222790536,2.2767130244594336,1.999494364123466,0.2978068104166667,0.28659850000000003,NA,NA,0.3536266,0.3569413,48,48,1,94.67587855822705,522.343,4.775145833333358,10.153999999999996,0.22900000000004184,68.85457708333334,0.28739803623609833,0.580609274033173,0,0.20470535416666666,5.026135416666683,1,2,0,0,0,0,0,0
2024-03-17,0.6752074432442943,0.009736376880973374,1.2520033049486847,1.7712086068096986,1.9272107481929788,1.7809449836906723,0.25203035217391306,0.23085092916666666,NA,NA,0.19568265,0.18359976,48,48,1,87.54478725142145,460.404,0.9046875000000227,6.822000000000003,-2.252999999999986,65.14317083333333,0.23140439055114376,0.48291873573910626,0.1,0.19794164583333335,4.265302083333355,1,2,0,0,0,0,0,0
2024-03-18,1.2176014951266874,0.2207339841960001,0.33634626467932127,1.5636057124912819,1.5539477598060079,1.784339696687282,0.14430748333333332,0.13822419375,NA,NA,0.1865787,0.1816376,48,48,1,70.74511746016252,314.294,-2.5009999999999764,-0.7589999999999577,-4.308999999999969,73.12386666666667,0.13849150050429349,0.22885529083467432,0.1,0.19459377083333335,2.6729791666666882,1,2,0,0,0,0,0,0
2024-03-19,-0.2306762107199999,-1.2270824310096,1.9420285091493747,3.690997610519912,1.7113522984293745,2.4639151795103116,0.30246874999999995,0.28040091666666667,NA,NA,0.3536844,0.34012220000000004,48,48,1,148.7367376452521,701.845,1.1129375000000257,5.551000000000045,-1.6379999999999768,59.7729625,0.28109392042859305,0.49108190861027645,0,0.19210989583333332,2.62436458333336,1,2,0,0,0,0,0,0
2024-03-20,2.5365732172962043,0.18611396191465565,-1.0735460433969566,2.4512067011955643,1.463027173899247,2.6373206631102204,0.24178122142857142,0.21225102708333332,NA,NA,0.2358175,0.19355060000000002,42,42,1,109.25634617526191,510.335,-1.2802142857142678,4.055000000000007,-4.062999999999988,59.91779761904762,0.22368908916024655,0.4240498872262543,0.1,0.18853092857142856,2.6156666666666926,1,2,0,0,0,0,0,0
2024-03-21,0.7990536424692123,0.8534399385093782,0.41207558137315564,1.4964245902193554,1.2111292238423683,2.3498645287287334,0.23736479210526315,0.20997187916666668,NA,NA,0.3193106,0.2636034,38,38,1,165.8651694065595,889.649,-4.558868421052612,0.299000000000035,-8.291999999999973,52.390252631578946,0.23024365406551425,0.4422354427241538,0,0.1875163157894737,1.4030789473684466,1,2,0,0,0,0,0,0
2024-03-22,3.8006348487963826,0.33202485426576483,-2.48037779261997,1.9221117397978498,1.3202570561764126,2.254136594063614,0.1338597875,0.1253678595744681,NA,NA,0.06220507,0.07837192,48,48,1,101.56663811711461,387.108,-2.6760416666666473,-0.7980000000000018,-4.635999999999967,74.08399375,0.12854288696059005,0.34207689432445065,5.9,0.18669397916666666,1.3288645833333548,1,2,0,0,0,0,0,0
2024-03-23,0.18272967638546453,-0.8628548836352903,1.2182622107326952,2.932954251620555,1.40099188711816,2.0700993679852653,0.17762148139534883,0.19154322708333332,NA,NA,0.31068825,0.3236362,43,43,1,224.76356185226047,833.831,-1.400279069767418,0.9519999999999982,-4.495999999999981,66.87296046511628,0.1964483734668083,0.4240857610255625,0.8,0.19219609302325583,1.9830930232558317,1,2,0,0,0,0,0,0
2024-03-24,0.25250829817376336,-0.6793440095589938,1.1857665949490142,2.481027514171488,1.4382748931227776,1.8016835046124946,0.26717283333333336,0.240992875,NA,NA,0.35937285714285716,0.3245283,42,42,1,93.61477924771427,522.582,-1.596904761904741,2.6070000000000277,-4.981999999999971,56.8656,0.24572247765137786,0.3870667630680166,0,0.21714990476190477,1.5251309523809766,1,2,0,0,0,0,0,0
2024-03-25,-0.5398979361120001,-1.072704807792,2.5189513531629357,3.024791381153183,1.979053417050936,1.952086573361184,0.5906066041666667,0.5687776458333333,NA,NA,0.8539268,0.8660263,48,48,1,135.1688175534375,594.526,7.007604166666693,17.121000000000038,0.4630000000000223,50.46152708333334,0.570409222331482,1.1246427179031997,0,0.21828295833333333,2.623333333333349,1,2,0,0,0,0,0,0
2024-03-26,-0.7007095436953847,3.4651813373719476,3.032669128387883,-1.357318752595235,2.3319595846925,2.107862584776713,0.3630379710416667,0.3963520791666667,NA,NA,0.07880298,0.1761355,48,48,1,67.14947356741668,308.186,10.96364583333335,15.192000000000007,5.348000000000013,72.57944166666667,0.397553768039355,1.0818078674272018,12.399999999999997,0.23054535416666666,5.657416666666693,1,2,0,0,0,0,0,0
2024-03-27,0.3277806990969601,0.21054696708187975,1.3974018020849925,1.3874127166944474,1.7251825011819528,1.597959683776327,0.16430207916666667,0.16284543617021277,NA,NA,0.1831219,0.1766861,48,48,1,66.08116825748603,361.972,0.6201875000000266,5.07000000000005,-1.4989999999999668,74.4223875,0.16243309212341392,0.2504150764525232,0.1,0.22067016666666667,3.9498437500000243,1,2,0,0,0,0,0,0
2024-03-28,-1.2034690796950613,-2.06140918619474,2.7456759502886365,3.740541673243104,1.542206870593575,1.6791324870483642,0.29592697777777777,0.2761634375,NA,NA,0.3714454,0.37662819999999997,45,45,1,245.88159562942664,818.23,0.9016222222222405,3.6680000000000064,-1.811999999999955,58.35945111111111,0.2842328392859738,0.5004196920658347,0,0.21010577777777778,2.8485777777778027,1,2,0,0,0,0,0,0
2024-03-29,-1.1793384327232868,-2.1279319798462284,2.5300952074187935,3.984972806089605,1.350756774695507,1.8570408262433764,0.3865741818181818,0.35569531875000004,NA,NA,0.49443699999999996,0.5360113,45,45,1,258.49224836006124,808.386,2.6813111111111274,9.888000000000034,-1.9219999999999686,54.57454222222222,0.37625695657473474,0.8120430288547482,0,0.20267029545454546,2.9029772727273007,0.9777777777777777,1.9555555555555555,1,1,1,0.022222222222222223,0.022222222222222223,0.022222222222222223
2024-03-30,0.12322643949367428,2.126418440066336,0.9637702146594957,0.027038703875345918,1.086996654153169,2.1534571439416825,0.17199808541666667,0.16941893333333333,NA,NA,0.054770400000000004,0.0834101,48,48,1,50.95303818401166,218.979,2.9875208333333547,5.490000000000009,0.7880000000000109,77.23677708333334,0.16985472606827176,0.41524000543830974,1.2000000000000002,0.1992435625,3.4559687500000242,1,2,0,0,0,0,0,0
2024-03-31,-0.30721220175687425,-0.6627066975920216,1.0901501261451512,3.199187609822212,0.7829379243882768,2.5364809122301897,0.06890838541666668,0.09111088333333334,NA,NA,0.0872117,0.11161652999999999,48,48,1,64.92316017604168,223.47,3.111166666666692,5.638000000000034,0.9180000000000064,88.47011458333333,0.09135185901118656,0.21649240476160314,0.1,0.20043922916666668,4.058197916666695,1,2,0,0,0,0,0,0
2024-04-01,-1.2565041269022768,0.15452732113921427,1.7707587101849187,2.9762836523648604,0.5142545832826422,3.130810973504075,0.2431027,0.24562247234042553,NA,NA,0.41094529999999996,0.4119578888888889,48,48,1,179.0886632625,723.726,5.252270833333361,10.075000000000045,1.0860000000000127,74.63315625,0.25208771784502126,0.5786479588583221,0.6,0.19790160416666666,4.506416666666688,1,2,0,0,0,0,0,0
2024-04-02,0.9993684517124114,-0.11910431084886436,-0.8278119075292404,3.343156268545451,0.17155654418317104,3.2240519576965867,0.02404920125,0.05805805208333333,NA,NA,0.029082237,0.06497654,48,48,1,28.82109903916667,123.763,3.213687500000024,4.9809999999999945,1.7530000000000427,92.47340625,0.05821012927144363,0.14587698111975833,13.800000000000002,0.2323840625,4.385145833333362,1,2,0,0,0,0,0,0
2024-04-03,-2.668589382757788,-0.3189310835121576,2.798442129325341,3.3930087167446956,0.12985274656755125,3.0740776332325392,0.08348302270833334,0.10655071041666667,NA,NA,0.2147628,0.22482839999999998,48,48,1,105.22433003958335,646.293,3.0886041666666855,5.6930000000000405,0.8700000000000045,86.67489375,0.10683416301858195,0.31121550453608693,5.4999999999999964,0.23309104166666667,4.353135416666689,1,2,0,0,0,0,0,0
2024-04-04,-0.43659809169942904,-0.43104272385070036,0.8002906543685318,3.3137203645721462,0.363692562669103,2.8826776407214454,0.10018636645833333,0.12040718085106383,NA,NA,0.11160304,0.13322742,48,48,1,110.5627479625,435.764,3.2600000000000176,6.194000000000017,1.7890000000000441,85.20203333333333,0.11985903477806349,0.27829343333574397,1.8000000000000005,0.2197485625,4.4906354166666915,1,2,0,0,0,0,0,0
2024-04-05,-2.2127895329798895,-0.41582125914965423,2.836776302180767,3.196935726014426,0.6239867692008773,2.7811144668647723,0.2891338854166666,0.29656339375,NA,NA,0.4961188,0.49263860000000004,48,48,1,216.24912203541666,736.431,4.414916666666688,8.817000000000007,1.5289999999999964,68.59840208333333,0.29739988112340426,0.707060782307225,0.5,0.2161210625,4.704968750000024,1,2,0,0,0,0,0,0
2024-04-06,-2.9511769218494326,-1.297863139552653,3.892832430945055,4.179723423458714,0.9416555090956228,2.881860283906061,0.5431222083333334,0.5300532708333333,NA,NA,0.7323834,0.7737353,48,48,1,274.3650045181875,842.85,5.927854166666686,13.93300000000005,-0.603999999999985,49.28528333333333,0.5315693387807222,1.1143041491322319,0,0.20711875,4.687447916666695,1,2,0,0,0,0,0,0
2024-04-07,-1.1107801069783392,0.00831818866018565,2.6055124346096825,3.3026515451673846,1.4947323276313438,3.310969733827569,0.653600975,0.6229095104166666,NA,NA,1.0546323,1.0575119,48,48,1,190.86033774197918,810.241,7.96710416666669,14.358000000000004,0.2259999999999991,49.45671458333333,0.6247578579725794,1.2394068268684324,0,0.2152045,4.7621979166666915,1,1.9583333333333333,0,0,0,0,0,0
2024-04-08,-1.170852338232,-1.087331016591403,3.4670765700800086,5.0508510967837985,2.296224231848007,3.9635200801923958,0.7245975833333334,0.7305291458333334,NA,NA,1.0608132,1.1074600000000001,48,48,1,230.82159994985412,816.665,12.087625000000022,19.50400000000002,7.050000000000011,54.19575208333333,0.7327325195905133,1.5032017712887866,1.3,0.2578785625,6.7648958333333535,1,2,0,0,0,0,0,0
2024-04-09,-1.5068921526786458,-1.2678911892241413,4.509548792714538,5.661323214737008,3.0026566400358923,4.393432025512868,0.7326339583333333,0.7336272127659574,NA,NA,0.9241535,0.970511,48,48,1,265.1895889218125,816.356,13.273854166666693,16.640000000000043,7.986000000000047,52.95233125,0.7393747709367604,1.0720540979725475,0,0.2804094583333333,7.8728125000000215,1.8541666666666665,2,0,0,0,0,0,0
2024-04-10,-1.603644296161357,-1.5962651400871335,4.937784975989184,5.9486792495379675,3.334140679827828,4.352414109450834,0.5431976177777779,0.61294641875,NA,NA,0.8612884000000001,0.9229806,45,45,1,250.47859360944446,751.371,10.28964444444447,17.640000000000043,3.4399999999999977,61.767002222222224,0.5646343536174021,1.2659477742880367,0,0.2841828111111111,7.8284851851852055,1.9333333333333333,2.822222222222222,0,0,0,0,0,0
2024-04-11,1.130913860901552,3.1225994105469095,2.6494525734963483,1.3123050243231174,3.7803664343978993,4.434904434870027,0.434574375,0.48408130416666667,NA,NA,0.3090512,0.2500637,40,40,1,64.0884428475,188.225,10.162550000000019,12.395000000000039,8.120000000000005,70.074685,0.38594484679867913,0.6943806649664855,2.7,0.265313625,8.132266666666688,2,3,0,0,0,0,0,0
2024-04-12,0.5343580136660264,1.4084816588993088,3.493026097374889,2.8511009874009465,4.0273841110409165,4.259582646300256,0.2257323022916667,0.20211657291666668,NA,NA,0.20093824,0.1796657,48,48,1,116.86065503051248,527.802,8.138583333333356,12.336000000000013,6.326999999999998,82.78470625,0.21053539774141952,0.7612811511163791,6.399999999999999,0.28765276041666665,7.764555555555582,2,3,0,0,0,0,0,0
2024-04-13,-1.2978324607476257,-1.9790927033040007,5.841875617737658,6.327690004931478,4.544043156990032,4.348597301627481,0.5084596486486487,0.54533575,NA,NA,0.848263125,0.7566181,37,37,1,224.25909499540535,865.747,7.483729729729752,12.386000000000024,4.131000000000029,57.97615405405406,0.45557012052616397,0.8600335847655135,0,0.2886376081081081,6.937063063063083,2,3,0,0,0,0,0,0
2024-04-14,-1.6260499642644004,-1.3608903659472003,6.83577424340287,5.905168441126132,5.20972427913847,4.54427807517893,NA,0.9852502291666666,NA,NA,NA,1.4348947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-04-15,-1.7064619366401814,-1.9233713702944668,7.86277055345879,6.780752871700612,6.1563086168186105,4.8573815014061426,1.5414916666666667,0.9671021063829788,NA,NA,NA,1.394121,7,7,1,362.90394285714285,607.712,18.63514285714287,19.439999999999998,17.060000000000002,26.1887,1.5878229571545819,1.6876994379538375,0,0.27594492857142855,12.326142857142884,2,3,0,0,0,0,0,0
2024-04-16,-1.7505861123724908,-1.9709432284468147,7.742216828372815,6.70885647800926,5.991630716000325,4.737913249562446,0.9138718958333333,0.8591632916666666,NA,NA,1.1499394,1.168492,48,48,1,249.10534018975,864.453,12.741895833333354,19.62700000000001,6.615000000000009,45.11944375,0.894918995735223,1.5792262193950957,0,0.27235291666666667,9.433027777777806,2,3,0,0,0,0,0,0
2024-04-17,1.2577186107717508,0.8565754770842722,4.674950220958835,3.907814648409648,5.932668831730585,4.764390125493921,0.4260436875,0.4647499583333333,NA,NA,0.33582999999999996,0.4659873,48,48,1,98.36799430650416,657.471,13.866854166666688,20.716000000000008,9.221000000000004,69.41453333333334,0.4875862975270033,1.0424726861679994,7.3,0.27200886458333334,10.461944444444466,2,3,0,0,0,0,0,0
2024-04-18,-1.2283090132435417,-1.251937093128,6.1811787838766525,5.402483155298293,4.952869770633111,4.150546062170293,0.278924475,0.298924625,NA,NA,0.40794769999999997,0.41792429999999997,48,48,1,117.12499542342084,564.101,9.456604166666686,11.475999999999999,6.459000000000003,74.33490833333333,0.30969468796913935,0.5144814915518263,0.2,0.2770267708333333,9.932888888888911,2,3,0,0,0,0,0,0
2024-04-19,-2.244643066397596,-2.834659312724034,6.730409447086376,6.7251458854022195,4.485766380688779,3.890486572678183,0.36527078999999996,0.36569813333333334,NA,NA,0.5540013,0.5454685,48,48,1,301.5147794731105,891.854,7.208791666666686,9.903999999999996,4.55600000000004,63.54118125,0.3784128339884441,0.7555854143395276,0.8,0.2754297291666667,9.434750000000028,2,3,0,0,0,0,0,0
2024-04-20,-1.4694061791383999,-1.9083844179360003,5.535832011709583,5.536185571864255,4.066425832571184,3.627801153928256,0.42728089583333334,0.377941125,NA,NA,0.42271939999999997,0.4004166,48,48,1,146.26506252420648,548.297,3.982791666666691,7.8320000000000505,2.062000000000012,52.19435,0.39315948528715944,0.621451749059929,0,0.27257015625,7.907263888888911,2,3,0,0,0,0,0,0
2024-04-21,-2.8853909578571146,-3.676304029379432,7.158691626605591,7.503984216721676,4.273300668748476,3.827680187342245,0.46503720833333334,0.4383196458333333,NA,NA,0.5972959,0.6027913,48,48,1,299.3220124156062,901.755,4.984958333333356,10.064999999999998,0.49600000000003774,51.9436125,0.4506381580842933,0.8078850909520672,0,0.27005158333333334,7.62320138888891,2,3,0,0,0,0,0,0
2024-04-22,-2.412616665302149,-3.529190882913877,7.560255198361867,7.536047005654595,5.14763853305972,4.006856122740717,0.6969520833333334,0.38733599999999996,NA,NA,1.122175,NA,48,48,1,280.6381633429375,893.82,8.961270833333357,15.782000000000039,3.472000000000037,49.14158333333334,0.6875059237182218,1.3904317020774282,0,0.26673226041666664,8.23586111111113,2,3,0,0,0,0,0,0
2024-04-23,-0.6486452879965713,-3.0180798308915375,6.920697522395968,7.12111492885196,6.2720522343993945,4.103035097960424,0.8370981481481482,NA,NA,NA,NA,NA,27,27,1,19.35556582201889,147.956,12.456666666666694,14.07000000000005,10.740000000000009,45.88407407407407,0.7920243626211301,1.1350351883963274,0,0.2632078888888889,8.858827160493846,2,3,0,0,0,0,0,0
2024-04-24,-2.5386503142603423,-2.548066168152,8.291961967338406,6.730229593860012,5.753311653078065,4.182163425708013,0.803833,0.6924649999999999,NA,NA,NA,NA,1,1,1,289.109,289.109,10.968000000000018,10.968000000000018,10.968000000000018,36.4958,0.8318570626655959,0.8318570626655959,0,0.266826,10.934666666666658,2,3,0,0,0,0,0,0
2024-04-25,-3.72016542859393,-2.5102031825604088,9.196206118704714,6.797464967581954,5.476040690110783,4.2872617850215455,0.50143369375,0.5029108375,NA,NA,0.6918152,0.7716574,48,48,1,312.68011724505834,907.097,5.4463750000000255,13.369000000000028,-2.375,53.04353125,0.5136071695989479,1.12486168226303,0,0.26464538541666666,8.46336111111113,2,3,0,0,0,0,0,0
2024-04-26,-3.5698345100566056,-2.8343053575182005,10.162402116429808,7.745859226201022,6.592567606373204,4.911553868682822,0.7263902916666667,0.6762949791666667,NA,NA,0.9649174,0.9764016,48,48,1,237.71008376641876,829.385,9.305520833333354,16.942000000000007,1.6970000000000027,47.9487875,0.7049813762994595,1.3601728850920707,0,0.2596435208333333,8.703076388888913,2,3,0,0,0,0,0,0
2024-04-27,1.9238472909800606,2.3966317701915085,6.509178385475974,3.5383102056985014,8.433025676456035,5.934941975890011,0.32826575,0.44426520833333333,NA,NA,0.4012126,0.591575,48,48,1,101.61591576791665,369.817,16.23170833333336,22.326999999999998,9.6710000000000491,77.19856458333334,0.4605939340798009,1.2076782009720142,4.4,0.25833369791666666,10.953326388888911,2,3,0,0,0,0,0,0
2024-04-28,3.6394273874040395,0.13062919031999914,5.609637352935029,6.139251135808885,9.249064740339069,6.269880326128886,0.11187700645833334,0.2579696354166667,NA,NA,0,0.08508634,48,48,1,71.61931542291667,394.255,17.93604166666669,21.52800000000002,13.484000000000037,88.00709791666667,0.26871044883485007,0.6852702352173958,4.6000000000000005,0.26293430208333335,13.111902777777798,2,3,0,0,0,0,0,0
2024-04-29,2.0224773387575614,-4.6184571514799995,6.508185402145219,10.31658120883461,8.530662740902779,5.698124057354607,0.10511227083333335,0.16698633770833332,NA,NA,0.19136250000000002,0.30155326,48,48,1,119.25065058750005,638.601,13.42414583333335,18.986000000000047,9.997000000000014,91.46210625,0.17051560266308957,0.6098426236226047,9.200000000000001,0.28989138541666665,12.801409722222244,2,3,0,0,0,0,0,0
2024-04-30,-3.503808193179064,-2.356386231457222,12.127161233425124,8.050608609385742,8.62335304024606,5.69422237792852,0.3455958708333333,0.40586145833333337,NA,NA,0.4761468,0.509667,48,48,1,205.48130949802083,807.446,12.461958333333358,17.198000000000036,7.189000000000021,72.39063541666667,0.41490746073173623,0.8504029202426251,0,0.29219632291666664,12.586298611111134,2,3,0,0,0,0,0,0
2024-05-01,-2.1224462929727204,-2.519802053660901,11.919157973986383,8.847438424858252,9.796711681013665,6.32763637119735,0.706425875,0.7598889166666666,NA,NA,0.9634020999999999,1.0622152,48,48,1,278.8945030623146,901.988,16.13525000000002,20.382000000000005,9.095000000000027,60.97882708333333,0.7789084846690607,1.5440251437490677,0,0.282854625,12.923715277777804,2,3,0,0,0,0,0,0
2024-05-02,-3.59182733914979,-2.258023045428142,13.383003235154003,8.56621588267715,9.791175896004214,6.308192837249007,0.6926290231250001,0.74284490625,NA,NA,1.0477036,1.1399357,48,48,1,255.43935314393084,848.741,15.003312500000023,23.34200000000004,6.395000000000039,63.595533333333336,0.7643780568394456,1.6300926604892265,0,0.2735390833333333,12.806138888888908,2,3,0,0,0,0,0,0
