event_id,review_type,site,DateTime,NEE_raw,NEE_auto_screened,NEE_kept_for_diag,Rg,Ustar,VPD,wind_dir,qc_co2_flux,GrowingSeason,WinterWindow,is_daytime,is_night,low_ustar,flag_fetch_excluded,flag_remove_high_positive,flag_impossible,auto_remove_nee
MD_high_night_20240920_2230,high_night,MD,2024-09-21T02:30:00Z,55.5149,55.5149,55.5149,0,0.0171666,NA,189.051,2,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
MD_high_night_20241017_0100,high_night,MD,2024-10-17T05:00:00Z,55.82938,55.82938,55.82938,0.00323197,0.0345819,NA,180.165,2,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
MD_high_night_20241117_2230,high_night,MD,2024-11-18T03:30:00Z,70.2241,70.2241,70.2241,7.92644e-4,0.146894,NA,257.151,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MD_high_night_20241119_0500,high_night,MD,2024-11-19T10:00:00Z,60.5683,60.5683,60.5683,0,0.735753,0.131541,123.185,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MD_high_night_20241215_0700,high_night,MD,2024-12-15T12:00:00Z,72.3778,72.3778,72.3778,0,0.579381,NA,112.931,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MD_high_night_20241215_0830,high_night,MD,2024-12-15T13:30:00Z,61.50302000000001,61.50302000000001,61.50302000000001,1.39709,0.441815,NA,125.934,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MD_high_night_20241226_2300,high_night,MD,2024-12-27T04:00:00Z,50.92413,50.92413,50.92413,0,0.403771,NA,145.215,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MD_high_night_20241227_1930,high_night,MD,2024-12-28T00:30:00Z,70.09877999999999,70.09877999999999,70.09877999999999,0,0.545746,NA,124.05,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MD_high_night_20241228_0800,high_night,MD,2024-12-28T13:00:00Z,57.2216,57.2216,57.2216,0.0516784,0.620752,0.0150415,229.372,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MD_high_night_20241230_0200,high_night,MD,2024-12-30T07:00:00Z,51.814640000000004,51.814640000000004,51.814640000000004,0,0.560138,NA,311.609,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MD_high_night_20241230_0400,high_night,MD,2024-12-30T09:00:00Z,138.15640000000002,138.15640000000002,138.15640000000002,0,0.582085,0.00505568,305.893,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
