site,Year,n_hh_total.x,n_hh_NEE_nonmissing,n_hh_GPP_nonmissing,n_hh_Reco_nonmissing,NEE_gC_total,GPP_gC_total,Reco_gC_total,NEE_gC_GS,GPP_gC_GS,Reco_gC_GS,NEE_SD_rand_gC_total,NEE_SD_rand_gC_GS,NEE_SD_ustar_gC_total,NEE_SD_ustar_gC_GS,n_hh_total.y,n_hh_measured,n_hh_modeled,pct_hh_modeled,n_hh_GS_total,n_hh_GS_measured,n_hh_GS_modeled,pct_hh_GS_modeled,NEE_SD_total_gC_total,NEE_SD_total_gC_GS
LD,2025,17519,17519,17519,17519,-311.98651027016786,1847.4596877761223,1535.4731775059588,-505.0250169900664,1727.2809800506302,1222.2559630605615,10.914302673277403,9.252842346221962,6.9649327713149365,6.757088550533576,17519,10958,6561,37.45076773788458,9600,5910,3690,38.4375,12.94728895764851,11.457457709448038
MD,2025,17519,17519,17519,17519,-485.103483481404,2129.730007982239,1644.6265245008415,-589.6702944076347,1975.772928098935,1386.1026336912928,10.475779637452876,9.105974483980509,5.915056478467954,5.619256212414671,17519,15287,2232,12.74045322221588,9600,9223,377,3.9270833333333335,12.030372070552849,10.700224842668726
