Date,n_hh,n_Rg,frac_Rg,Rg_mean_Wm2,Rg_max_Wm2,Tair_mean_C,Tair_max_C,Tair_min_C,RH_mean_pct,VPD_mean_kPa,VPD_max_kPa,P_used_mm,SWC_mean,TS_mean_C,n_SWC_mean,n_TS_mean,n_Rg_from_Grant,n_Tair_from_Grant,n_RH_from_Grant,frac_Rg_from_Grant,frac_Tair_from_Grant,frac_RH_from_Grant
2025-01-14,48,48,1,73.32423943233334,342.01,-10.175645833333308,-8.813999999999965,-12.177999999999997,75.41909375,0.06972196416170866,0.10393631585525834,0,0.2645154270833333,1.081812500000023,2,3,0,0,0,0,0,0
2025-01-15,41,41,1,26.025442644791326,208.499,-7.685146341463391,-5.43,-10.132000000000005,79.4805756097561,0.07102737399410643,0.11963650055851077,0,0.264093125,1.1183166666666864,1.951219512195122,2.926829268292683,1,1,1,0.024390243902439025,0.024390243902439025,0.024390243902439025
2025-01-16,48,48,1,36.9274298753125,178.428,-4.456104166666648,0.68100000000004,-9.267999999999972,86.76938125,0.07006917084693445,0.16142484170402638,0.7999999999999999,0.2646063229166667,1.1845972222222467,2,3,0,0,0,0,0,0
2025-01-17,41,41,1,46.07931867902684,471.441,-0.17629268292680744,4.381000000000029,-4.1159999999999854,73.93885365853659,0.17370449873105953,0.37448826583728906,3.5000000000000004,0.26610748780487803,1.2896016260162841,2,3,0,0,0,0,0,0
2025-01-18,44,44,1,63.467521804111364,491.007,-0.40629545454543115,4.748000000000047,-6.4909999999999854,69.26177954545454,0.17932637743352242,0.31494868547917887,0,0.2681092272727273,1.4099318181818397,2,3,0,0,0,0,0,0
2025-01-19,40,40,1,34.000120255339716,278.11,-9.836824999999974,-6.397999999999968,-14.823999999999955,65.551295,0.1025172108010117,0.14872224870158968,0,0.26844873076923076,1.4131196581196817,1.95,2.925,1,1,1,0.025,0.025,0.025
2025-01-20,35,35,1,9.903113028375142,143.276,-16.42125714285712,-15.236999999999966,-17.603999999999985,82.44950571428572,0.029823512971626963,0.04290850830735793,0,0.26469262857142856,1.1322761904762177,2,3,0,0,0,0,0,0
2025-01-21,47,47,1,85.72972727988511,557.396,-17.003680851063812,-16.055999999999983,-19.00999999999999,78.82455957446808,0.03416546066154718,0.06356816120618272,0,0.2591451914893617,0.8714397163120801,2,3,0,0,0,0,0,0
2025-01-22,48,48,1,75.43722192193542,391.27,-16.415979166666645,-9.30499999999995,-20.272999999999968,73.15388125,0.04822053879561865,0.09300924234757021,0,0.2567018020833333,0.8049097222222462,2,3,0,0,0,0,0,0
2025-01-23,48,48,1,75.6749241098,553.551,-7.4524374999999745,-6.325999999999965,-8.992999999999995,85.94159375,0.04890866362002646,0.14682181372492087,0,0.2571650729166667,0.8153888888889114,2,3,0,0,0,0,0,0
2025-01-24,48,48,1,73.91811580767916,399.71,-9.25095833333331,-7.891999999999996,-10.589999999999975,74.728875,0.0776985854696755,0.13687623172254587,0,0.26094055208333333,0.9408055555555824,2,3,0,0,0,0,0,0
2025-01-25,48,48,1,83.89164751917502,463.076,-4.9471458333333045,1.1480000000000246,-10.105999999999995,75.11623958333334,0.11003451968468288,0.2353416587670616,6.1000000000000005,0.26305472916666667,1.0832430555555763,2,3,0,0,0,0,0,0
2025-01-26,42,42,1,79.85956276655902,492.163,-3.5206428571428336,0.5510000000000446,-6.086999999999989,66.72016904761905,0.1603843111823301,0.22871407793877363,0,0.2646090487804878,1.2038943089431173,1.9523809523809523,2.9285714285714284,1,1,1,0.023809523809523808,0.023809523809523808,0.023809523809523808
2025-01-27,43,43,1,101.57618687447798,511.791,-2.506976744186024,1.5720000000000027,-6.277999999999963,69.66441162790697,0.164135941904325,0.31665973251193974,0.1,0.2655648214285714,1.300341269841294,1.9534883720930232,2.9302325581395348,1,1,1,0.023255813953488372,0.023255813953488372,0.023255813953488372
2025-01-28,43,43,1,64.23293217774211,338.475,-0.1971860465116057,3.9670000000000414,-4.864999999999952,67.92637209302326,0.20447841568286063,0.402030783528234,0.5,0.2663928953488372,1.3575038759690157,2,3,0,0,0,0,0,0
2025-01-29,43,43,1,66.73856232468836,511.974,2.2834883720930454,5.538000000000011,-2.0009999999999764,63.135246511627905,0.26803149292205103,0.37741448543248635,0,0.26996482558139534,1.39843410852716,2,3,0,0,0,0,0,0
2025-01-30,39,39,1,85.22745341723079,548.075,-1.143794871794853,7.721000000000004,-6.370999999999981,69.82172307692308,0.22446418046153968,0.6195647190329648,0,0.2731255512820513,1.4190769230769449,2,3,0,0,0,0,0,0
2025-01-31,48,48,1,68.37151615210416,445.073,3.2443541666666924,5.451999999999998,1.76400000000001,81.23909583333334,0.2207862392057395,0.4259678843782646,0,0.2811156458333333,1.4134791666666946,2,3,0,0,0,0,0,0
2025-02-01,39,39,1,56.628923446556406,322.647,-3.992282051282029,2.112000000000023,-8.48399999999998,61.43456666666667,0.17987128671138752,0.28140074403847376,0,0.28639317948717946,1.3552564102564326,2,3,0,0,0,0,0,0
2025-02-02,39,39,1,13.03908399765373,111.816,-4.525512820512797,-0.9179999999999495,-5.798999999999978,83.66915128205129,0.0777399543795137,0.11656831276500601,0,0.27973434210526316,1.1913508771930055,1.9487179487179487,2.923076923076923,1,1,1,0.02564102564102564,0.02564102564102564,0.02564102564102564
2025-02-03,47,47,1,26.70545120015957,111.543,0.5985319148936407,1.4500000000000455,-0.7999999999999545,97.96500638297873,0.07470783589351758,0.10538375342333972,1.3,0.2802416489361702,1.2358510638298097,2,3,0,0,0,0,0,0
2025-02-04,38,38,1,29.6195382987052,218.7777777777778,-4.157789473684192,0.03500000000002501,-7.08299999999997,77.00034473684211,0.09958756627338546,0.1534538806544136,0,0.2844816891891892,1.3210630630630884,1.9473684210526316,2.9210526315789473,1,1,1,0.02631578947368421,0.02631578947368421,0.02631578947368421
2025-02-05,39,39,1,43.49950916119944,380.27777777777777,-7.818692307692285,-4.5919999999999845,-11.063999999999965,72.03437435897436,0.10059158289309035,0.17718736889862646,0,0.27903905263157897,1.1380964912280935,1.9487179487179487,2.923076923076923,1,1,1,0.02564102564102564,0.02564102564102564,0.02564102564102564
2025-02-06,42,42,1,30.756333208238885,201.58333333333334,-4.059738095238077,1.5760000000000218,-5.826999999999998,82.69698095238095,0.0873738985060868,0.33609583335140714,0,0.2744182682926829,0.9009512195122137,1.9523809523809523,2.9285714285714284,1,1,1,0.023809523809523808,0.023809523809523808,0.023809523809523808
2025-02-07,37,37,1,42.326562238724314,370.368,-6.769081081081057,1.4770000000000323,-11.414999999999964,59.66874324324324,0.16336944381905877,0.38919923557584796,0,0.27192097297297296,0.8266036036036208,2,3,0,0,0,0,0,0
2025-02-08,39,39,1,16.704659489176922,102.874,-6.108717948717927,-4.197000000000003,-8.920999999999992,78.03936153846153,0.08698783964554628,0.14351321903204362,0,0.26569141025641024,0.6455470085470318,2,3,0,0,0,0,0,0
2025-02-09,37,37,1,36.810726722370276,356.547,-5.346459459459435,-3.509999999999991,-7.1679999999999495,79.49521351351352,0.08369445123604667,0.18861244753411963,0,0.26198435135135134,0.5919009009009252,2,3,0,0,0,0,0,0
2025-02-10,38,38,1,54.3409242517079,463.396,-8.170052631578923,-3.4729999999999563,-11.113999999999976,72.24520789473684,0.10079547091990394,0.24314680766727353,0,0.25597748684210525,0.47915789473686227,2,3,0,0,0,0,0,0
2025-02-11,40,40,1,58.801590430194445,413.77777777777777,-6.895624999999978,-5.58,-7.852999999999952,75.3619625,0.09066070519917506,0.1818002283176317,0,0.24103515384615384,0.2840341880342072,1.95,2.925,1,1,1,0.025,0.025,0.025
2025-02-12,35,35,1,11.41288196357143,126.689,-9.217942857142834,-6.328999999999951,-10.769999999999982,71.92910571428571,0.08392088992205393,0.15826915103491498,0,0.22000204285714287,0.14144761904764375,2,3,0,0,0,0,0,0
2025-02-13,34,34,1,14.675272044558827,200.083,-7.249470588235275,-6.3139999999999645,-8.75,89.19908235294118,0.03771616372236287,0.11009150593305347,0,0.21860005882352943,0.10573529411767127,2,3,0,0,0,0,0,0
2025-02-14,36,36,1,27.790852108416665,206.043,-8.838527777777754,-6.021999999999991,-14.66799999999995,66.11911388888889,0.110694092940201,0.15766627017773466,0,0.23448908333333332,0.13835185185187507,2,3,0,0,0,0,0,0
2025-02-15,37,37,1,14.014449125545944,107.155,-6.461675675675652,-3.88,-8.060999999999979,82.61401891891892,0.06550073712107071,0.13890449159011056,0,0.23947137500000001,0.1429259259259431,1.945945945945946,2.918918918918919,1,1,1,0.02702702702702703,0.02702702702702703,0.02702702702702703
2025-02-16,39,39,1,44.84971079011539,347.184,-4.5608974358974095,-3.8239999999999554,-5.979999999999961,87.86111538461539,0.06155649093773084,0.1342640440578401,0,0.2448832564102564,0.15951282051284393,2,3,0,0,0,0,0,0
2025-02-17,40,40,1,67.32779157610305,517.4722222222223,-10.461749999999977,-6.1159999999999854,-14.66799999999995,73.531335,0.07142756314569486,0.11808005409247357,0,0.24710221794871795,0.18129914529916755,1.95,2.925,1,1,1,0.025,0.025,0.025
2025-02-18,39,39,1,62.821463292861544,450.244,-14.400461538461514,-11.014999999999986,-16.74799999999999,78.1251,0.049116687943337047,0.10799850234536071,0,0.24617678205128204,0.18371794871797112,2,3,0,0,0,0,0,0
2025-02-19,33,33,1,7.6818143209212115,91.8355,-11.132242424242405,-8.721000000000004,-12.115999999999985,74.62242727272728,0.06653986630232954,0.09448615333645749,0,0.24216233333333334,0.15386868686871677,2,3,0,0,0,0,0,0
2025-02-20,39,39,1,46.206757515193615,281.945,-8.570076923076902,-3.4529999999999745,-10.284999999999968,80.22874871794872,0.06932129469160526,0.18000568471571915,0,0.24180680263157894,0.15061403508774088,1.9487179487179487,2.923076923076923,1,1,1,0.02564102564102564,0.02564102564102564,0.02564102564102564
2025-02-21,40,40,1,125.0540109549836,653.948,-4.159899999999981,-0.950999999999965,-8.775999999999954,67.6393275,0.15183665777157823,0.25882048355070997,0,0.24396860256410258,0.1671111111111346,1.95,2.925,1,1,1,0.025,0.025,0.025
2025-02-22,39,39,1,87.45767000268643,489.746,-4.242435897435875,-2.055999999999983,-6.599999999999966,69.26003846153846,0.14173650069992771,0.2409604500375963,0,0.2462692564102564,0.17800000000001914,2,3,0,0,0,0,0,0
2025-02-23,39,39,1,44.71524663537104,286.75,-2.539307692307669,1.094000000000051,-4.9979999999999905,78.33161538461539,0.11672780726810855,0.2231024341970736,0,0.24723759210526317,0.18707017543862411,1.9487179487179487,2.923076923076923,1,1,1,0.02564102564102564,0.02564102564102564,0.02564102564102564
2025-02-24,47,47,1,129.25056762654896,515.095,3.204531914893639,6.55600000000004,-0.58299999999997,69.58654468085106,0.2392973840192,0.3395192975964142,0,0.24879252127659574,0.20096453900711406,2,3,0,0,0,0,0,0
2025-02-25,48,48,1,184.6413820070833,691.947,5.722250000000026,9.102000000000032,2.698000000000036,68.629497916666665,0.3039940683832141,0.5631470121800142,0,0.27778259375000003,0.2130694444444702,2,3,0,0,0,0,0,0
2025-02-26,48,48,1,41.0872935544,183.721,0.888041666666691,3.9700000000000273,-3.276999999999987,85.75427708333333,0.10527548716611426,0.3225941941979643,1,0.30019341666666666,0.2529652777778004,2,3,0,0,0,0,0,0
2025-02-27,48,48,1,39.220912963749996,270.149,1.4915416666666903,2.7660000000000196,0.63900000000001,97.13978541666667,0.06296571584146055,0.1598973341567277,0.9,0.3060241354166667,0.3105486111111375,2,3,0,0,0,0,0,0
2025-02-28,48,48,1,78.18278502671662,563.028,2.3891041666666872,7.611000000000047,-1.988999999999976,73.66655625,0.21558040842008797,0.46730326397604827,0,0.30363935416666665,0.3809444444444677,2,3,0,0,0,0,0,0
2025-03-01,40,40,1,78.62054108112805,450.063,-4.372574999999979,5.379000000000019,-8.308999999999969,63.7054475,0.1633293803113195,0.33055754363592194,0,0.2970607948717949,0.37776068376070404,1.95,2.925,1,1,1,0.025,0.025,0.025
2025-03-02,38,38,1,99.7727500137771,568.215,-6.264657894736817,-2.505999999999972,-7.98599999999999,62.57588157894737,0.14956583157001668,0.26700537661439805,0,0.26325061842105263,0.21927192982458693,2,3,0,0,0,0,0,0
2025-03-03,42,42,1,67.48822375372214,513.834,-2.9107142857142647,4.537000000000035,-6.144999999999982,62.2751,0.2074567993993003,0.48171575602620703,0.1,0.2430112142857143,0.10783333333335489,2,3,0,0,0,0,0,0
2025-03-04,48,48,1,38.36825927583333,351.274,4.142520833333357,8.472000000000037,2.147000000000048,75.47425625,0.21488245442454287,0.3680477691000865,4.700000000000001,0.2672230729166667,0.11870138888890955,2,3,0,0,0,0,0,0
2025-03-05,48,48,1,42.60366681387501,265.566,6.838208333333357,10.511000000000024,0.34700000000003683,99.02166666666666,0.04762852791442922,0.1537841489048688,20.100000000000005,0.32018644791666667,1.461361111111131,2,3,0,0,0,0,0,0
2025-03-06,41,41,1,67.30962055509023,499.918,-2.8274390243902188,-0.026999999999986812,-4.5499999999999545,74.11504390243903,0.13152118339020577,0.2622947786575312,0.1,0.3033095731707317,1.1392520325203532,2,3,0,0,0,0,0,0
2025-03-07,43,43,1,112.50747061454183,476.169,-0.05934883720927558,2.6760000000000446,-2.3139999999999645,68.09657209302325,0.19982785442839865,0.36428570972920377,0,0.29128529069767445,0.5762093023256049,2,3,0,0,0,0,0,0
2025-03-08,40,40,1,160.06489675774748,696.418,-1.7635999999999776,1.4250000000000114,-7.808999999999969,69.906495,0.19603342854530206,0.3621821335952423,0.1,0.288796717948718,0.6908461538461752,1.95,2.925,1,1,1,0.025,0.025,0.025
2025-03-09,47,47,1,200.50531926663615,702.764,4.7665744680851265,10.508000000000038,0.5750000000000455,65.15631702127659,0.3394739196398753,0.7388484885297733,0,0.2858914893617021,1.5019148936170452,2,3,0,0,0,0,0,0
2025-03-10,47,47,1,207.2531028413617,696.99,8.367446808510659,15.248000000000047,2.507000000000005,62.35456170212766,0.4738915208566244,1.0114518147775482,0,0.2844587659574468,3.076787234042575,2,3,0,0,0,0,0,0
2025-03-11,48,48,1,210.1228296995125,724.622,8.551312500000023,13.723000000000013,4.4010000000000105,44.844489583333335,0.6280168639724025,0.9368329773994274,0,0.28196775,4.115770833333356,2,3,0,0,0,0,0,0
2025-03-12,48,48,1,198.16118507682083,700.014,2.8023750000000196,9.564999999999998,-2.027999999999963,45.09794375,0.4535171019271445,0.8527085791474017,0,0.27733097916666666,2.6768194444444653,2,3,0,0,0,0,0,0
2025-03-13,48,48,1,208.95812103970837,733.026,5.337375000000022,16.40500000000003,-3.137999999999977,52.87952916666667,0.5577499667187009,1.404078325577077,0,0.2737562708333333,3.0239305555555784,2,3,0,0,0,0,0,0
2025-03-14,48,48,1,194.5351637481027,714.365,13.111854166666694,23.882000000000005,6.1930000000000405,43.33359791666667,0.9600521950872857,1.9591263423510359,0,0.26920623958333334,5.083229166666688,2,3,0,0,0,0,0,0
2025-03-15,47,47,1,146.0065165118957,596.194,17.298510638297895,21.39300000000003,11.715000000000032,62.16374042553191,0.9069302251348584,1.477854675691461,12,0.28841571276595745,8.64239007092201,2,3,0,0,0,0,0,0
2025-03-16,48,48,1,43.596045487845835,205.487,2.9010833333333506,12.135000000000048,-2.7620000000000005,92.26417916666666,0.11054406543620623,0.4736743976275102,9.8,0.303419,6.448451388888914,2,3,0,0,0,0,0,0
2025-03-17,39,39,1,127.83590044741823,719.631,-0.8448205128204915,8.895000000000039,-6.666999999999973,71.77901282051282,0.22929265658850057,0.6974474559815269,0,0.30007886842105264,3.8645087719298488,1.9487179487179487,2.923076923076923,1,1,1,0.02564102564102564,0.02564102564102564,0.02564102564102564
2025-03-18,48,48,1,168.87157811457686,824.435,9.527958333333352,19,4.480000000000018,53.96328125,0.6144674857541559,1.441839406007403,0,0.29359858333333333,4.814319444444469,2,3,0,0,0,0,0,0
2025-03-19,48,48,1,154.2658317851458,711.816,14.543104166666685,18.67700000000002,11.423000000000002,57.43484791666667,0.7269087376004626,1.1466150038797711,0.1,0.28873094791666665,7.173041666666693,2,3,0,0,0,0,0,0
2025-03-20,48,48,1,137.56401389157472,756.686,3.600500000000025,15.950000000000045,0.30400000000003047,80.4932,0.2050023123017729,0.5403007999468372,1.7000000000000002,0.28753216666666664,6.5190625000000235,2,3,0,0,0,0,0,0
2025-03-21,46,46,1,177.45593848366045,740.358,2.8691956521739335,11.899000000000001,-2.6149999999999523,60.546,0.3840722461549762,0.9097281189225719,0,0.28279122826086955,3.8628840579710397,2,3,0,0,0,0,0,0
2025-03-22,43,43,1,219.58738417720534,818.86,2.360139534883737,11.097000000000037,-3.1059999999999945,63.49413488372093,0.28334477055492285,0.7571321045957035,2,0.27869347674418604,4.778837209302351,2,3,0,0,0,0,0,0
2025-03-23,26,26,1,21.402036758426075,466.77777777777783,-4.062730769230745,3.9,-5.257999999999981,61.86658461538462,0.17841224411161252,0.46959309286383183,0,0.27077698,2.5530933333333605,1.9230769230769231,2.8846153846153846,1,1,1,0.038461538461538464,0.038461538461538464,0.038461538461538464
2025-03-30,25,25,1,55.4226224,191.943,11.226960000000028,17.616000000000042,3.6380000000000337,99.92964,0.07639975591432124,0.07639975591432124,13.5,0.30183926,6.773346666666692,2,3,0,0,0,0,0,0
2025-03-31,48,48,1,88.6498628925,327.224,1.939187500000024,11.39100000000002,-0.49399999999997135,87.72564166666666,0.11428764898416591,0.1935963039534,0,0.35413855208333334,6.110902777777797,2,3,0,0,0,0,0,0
2025-04-01,39,39,1,169.9089497669821,823.387,-0.1503846153845912,4.54200000000003,-5.697999999999979,60.23276666666666,0.270049938465012,0.5064814426463871,0,0.3558809230769231,3.7792649572649815,2,3,0,0,0,0,0,0
2025-04-02,48,48,1,36.480374473364584,194.848,1.736583333333359,7.948000000000036,-1.1709999999999923,84.633475,0.1587480547479373,0.3732993574443095,20.8,0.3320484791666667,3.097368055555573,2,3,0,0,0,0,0,0
2025-04-03,48,48,1,143.50362451458332,527.116,9.019333333333355,16.312000000000012,6.094000000000051,76.30000208333334,0.28401074397834397,0.3888632206466216,0,0.30040078124999997,5.865256944444463,2,3,0,0,0,0,0,0
2025-04-04,48,48,1,169.01799683774792,722.296,4.561291666666687,10.199000000000012,-2.1749999999999545,71.61821458333333,0.32626007829203485,0.6305770554414281,0,0.28684705208333333,4.669152777777798,2,3,0,0,0,0,0,0
2025-04-05,48,48,1,171.47911869557498,626.924,6.498916666666692,10.676000000000045,2.9700000000000273,78.68826875,0.3701021168007262,0.6334491860920406,6.1,0.29464639583333335,6.2641458333333535,2,3,0,0,0,0,0,0
2025-04-06,48,48,1,266.19391159645204,858.835,3.098145833333353,7.180000000000007,-2.584000000000003,59.31820416666667,0.3425010538409938,0.6921112718478785,0,0.28695453125,5.463909722222244,2,3,0,0,0,0,0,0
2025-04-07,48,48,1,171.5514285561,892.662,1.4355416666666905,4.362000000000023,-2.858000000000004,53.20040625,0.3178551537007665,0.4786084933436082,0,0.27964039583333333,4.308291666666685,2,3,0,0,0,0,0,0
2025-04-08,24,24,1,3.6675098194875004,69.8431,-4.487249999999984,-3.217999999999961,-5.873999999999967,61.84684166666667,0.16956074655519682,0.23441183940078328,0,0.2732256041666667,2.67741666666669,2,3,0,0,0,0,0,0
2025-04-09,2,2,1,13.3089,16.4013,4.179500000000019,4.524000000000001,3.8350000000000364,69.42734999999999,0.25266932588101937,0.29222530046107675,0,0.27567475,5.008833333333342,2,3,0,0,0,0,0,0
2025-04-10,48,48,1,70.07264799256873,350.444,2.0742083333333556,5.229000000000042,0.299000000000035,90.83814583333333,0.15270102416014025,0.30221525709845465,3.2000000000000006,0.2830855,3.8402152777777987,2,3,0,0,0,0,0,0
2025-04-11,47,47,1,274.2969561315532,864.427,4.561638297872369,11.152000000000044,-2.0149999999999864,63.12983617021276,0.3808738387063155,0.8969513739457748,0,0.281340914893617,4.720234042553211,2,3,0,0,0,0,0,0
2025-04-12,48,48,1,286.03878620058333,875.36,5.875229166666687,13.855000000000018,-2.072999999999979,49.680283333333335,0.5667970665715967,1.1935207802958712,0,0.2755100833333333,5.4909027777778,2,3,0,0,0,0,0,0
2025-04-13,48,48,1,120.21742301787502,513.335,10.055458333333357,15.341000000000008,6.3320000000000505,49.66121666666667,0.6583818614124817,1.1621284924855075,0.7,0.2726508125,6.8041527777778015,2,3,0,0,0,0,0,0
2025-04-14,48,48,1,222.60218310734166,849.197,11.960729166666692,14.453000000000031,9.201000000000022,56.02017708333334,0.628537457824306,0.9571573145058535,4.8,0.28277717708333333,7.983763888888911,2,3,0,0,0,0,0,0
2025-04-15,48,48,1,90.74536038099373,322.017,5.2491041666666884,10.94300000000004,1.2760000000000105,73.25985,0.274168783030542,0.6194426289073522,1.2000000000000002,0.2765777395833333,6.681347222222245,2,3,0,0,0,0,0,0
2025-04-16,48,48,1,280.76297929065834,892.157,4.205812500000027,9.432000000000016,1.0360000000000014,60.08181041666667,0.3567829813602433,0.7420047559222913,0,0.27452073958333334,6.091006944444464,2,3,0,0,0,0,0,0
2025-04-17,48,48,1,197.55253079129582,828.155,7.1356041666666865,18.105000000000018,-2.3239999999999554,55.71963541666667,0.5965822854307918,1.4486803878521495,0,0.26938309375,6.443076388888912,2,3,0,0,0,0,0,0
2025-04-18,47,47,1,67.96835672315744,670.987,15.298297872340447,19.488,11.365000000000009,62.51013191489362,0.6748301889343684,1.1049660504749892,13.299999999999999,0.2761750744680851,9.007539007092223,2,3,0,0,0,0,0,0
2025-04-19,48,48,1,160.01344373347916,648.379,11.14191666666669,19.230999999999995,5.274000000000001,85.09947083333333,0.2798788946103927,0.554267445702499,14.3,0.31819171875,11.134166666666696,2,3,0,0,0,0,0,0
2025-04-20,47,47,1,195.87833751456037,826.714,7.022127659574489,12.153999999999996,1.7030000000000314,70.55307446808511,0.41292614593234583,0.7421540608140308,0.6,0.2994654255319149,8.11547517730499,2,3,0,0,0,0,0,0
2025-04-21,48,48,1,55.28496983727708,179.06,9.48985416666669,14.100999999999999,7.595000000000027,72.05416458333333,0.32499466417629097,0.616461356103739,0.5,0.29168841666666667,8.223861111111137,2,3,0,0,0,0,0,0
2025-04-22,48,48,1,200.47192031131038,870.781,8.636958333333357,14.975999999999999,2.8450000000000273,62.749643750000004,0.4834976858395276,1.0786465654314366,0,0.2867515520833333,8.0387777777778,2,3,0,0,0,0,0,0
2025-04-23,48,48,1,157.0463830044792,636,12.603645833333353,19.521000000000015,6.475000000000023,63.67612916666667,0.5872387787720262,1.1601537068468957,0,0.2818493541666667,9.304916666666688,2,3,0,0,0,0,0,0
2025-04-24,48,48,1,265.36168466041664,865.168,18.00547916666669,25.114000000000033,10.859000000000037,57.84096458333333,1.0083724717362028,2.096762139655008,0,0.27734054166666666,11.726569444444467,2,3,0,0,0,0,0,0
2025-04-25,48,48,1,232.0168748895833,811.951,16.01883333333336,23.621000000000038,9.961000000000013,54.857402083333334,0.8942444116864348,1.984694417541254,0,0.267516375,13.001069444444465,2,3,0,0,0,0,0,0
2025-04-26,48,48,1,279.6519463599501,928.307,9.54614583333335,15.314000000000021,5.0020000000000095,70.82628749999999,0.41781788324869923,1.104419039802105,0.1,0.2579584166666667,12.059854166666689,2,3,0,0,0,0,0,0
2025-04-27,48,48,1,267.6156970839813,915.911,9.587437500000021,18.387,0.1640000000000441,57.237825,0.6573012427736717,1.4708966131441217,0,0.24878548958333332,10.78859722222224,2,3,0,0,0,0,0,0
2025-04-28,48,48,1,275.29660043241665,857.923,15.677333333333356,24.87900000000002,8.65500000000003,47.36300833333333,1.0809910367667874,2.1420496648686225,0,0.23601472916666666,11.85579166666669,2,3,0,0,0,0,0,0
2025-04-29,48,48,1,234.9057097625,779.87,19.923020833333354,24.192000000000007,12.261000000000024,57.46157916666667,1.0085385398715456,1.8310726940210191,0,0.2127183125,14.682479166666688,2,3,0,0,0,0,0,0
2025-04-30,48,48,1,231.68017998970834,909.189,8.266729166666686,14.947000000000003,0.6400000000000432,61.136475,0.5038614178948154,1.0539689426439822,0,0.19849403125,11.57682638888891,2,3,0,0,0,0,0,0
2025-05-01,48,48,1,56.74975497514313,405.449,10.940958333333358,18.210000000000036,7.699000000000012,81.68838958333333,0.4242802360232032,0.8568343749558589,18.100000000000005,0.2408035,11.23626388888891,2,3,0,0,0,0,0,0
2025-05-02,48,48,1,182.431114388125,737.98,7.48041666666669,12.25,4.362000000000023,88.01006041666668,0.3053651128737438,0.5488578860036013,0,0.28899815625,10.958208333333351,2,3,0,0,0,0,0,0
2025-05-03,48,48,1,230.65427937944793,824.187,9.143583333333359,14.609000000000037,3.111000000000047,72.21834791666667,0.37704915051430665,0.8152477890614661,0,0.28914757291666665,10.7622777777778,2,3,0,0,0,0,0,0
