site,Date,Year,DOY,GrowingSeason,NEE_gC_day,GPP_gC_day,Reco_gC_day,cum_NEE_gC,cum_GPP_gC,cum_Reco_gC
LD,2025-02-07,2025,38,FALSE,1.481388586473657,-0.17297822445413594,1.3084103620195207,39.42281972415914,6.9762175784892655,46.399037302648416
LD,2025-02-08,2025,39,FALSE,0.7681873387247896,0.342427149577819,1.1106144883026088,40.191007062883926,7.318644728067085,47.509651790951025
LD,2025-02-09,2025,40,FALSE,0.7083682099823936,0.20237214119048408,0.9107403511728777,40.89937527286632,7.5210168692575685,48.4203921421239
LD,2025-02-10,2025,41,FALSE,0.7934824497122548,-0.18334002939557933,0.6101424203166751,41.69285772257858,7.337676839861989,49.03053456244058
LD,2025-02-11,2025,42,FALSE,0.537451550155101,0.0747692845752909,0.612220834730392,42.230309272733685,7.41244612443728,49.64275539717097
LD,2025-02-12,2025,43,FALSE,0.6612899982859609,-0.12524790351835124,0.5360420947676096,42.89159927101964,7.2871982209189285,50.17879749193858
LD,2025-02-13,2025,44,FALSE,0.3729817741983678,0.19569721641008794,0.568678990608456,43.26458104521801,7.482895437329017,50.747476482547036
LD,2025-02-14,2025,45,FALSE,0.7771762210618013,-0.28018134673612816,0.4969948743256729,44.04175726627981,7.202714090592888,51.24447135687271
LD,2025-02-15,2025,46,FALSE,0.49925845715384043,0.07084639603179964,0.5701048531856401,44.54101572343365,7.273560486624688,51.81457621005835
LD,2025-02-16,2025,47,FALSE,0.6642469147534531,0.0836754320022718,0.7479223467557247,45.20526263818711,7.35723591862696,52.56249855681407
LD,2025-02-17,2025,48,FALSE,0.5454376697192727,0.18784612560194608,0.7332837953212189,45.75070030790638,7.545082044228906,53.29578235213529
LD,2025-02-18,2025,49,FALSE,1.3980951303234297,-0.7475831068299819,0.6505120234934471,47.148795438229804,6.797498937398924,53.94629437562874
LD,2025-02-19,2025,50,FALSE,0.5873941739887707,0.24555457917885617,0.8329487531676268,47.736189612218574,7.04305351657778,54.77924312879637
LD,2025-02-20,2025,51,FALSE,0.534082194550145,0.5087466372796534,1.042828831829798,48.27027180676872,7.5518001538574335,55.82207196062616
LD,2025-02-21,2025,52,FALSE,0.6952415783315093,0.5693687396646392,1.2646103179961496,48.96551338510023,8.121168893522073,57.08668227862231
LD,2025-02-22,2025,53,FALSE,1.2947880861133712,0.06036610198994927,1.3551541881033207,50.2603014712136,8.181534995512022,58.44183646672563
LD,2025-02-23,2025,54,FALSE,1.600933320188517,-0.0664383013381195,1.5344950188503974,51.86123479140212,8.115096694173904,59.97633148557603
LD,2025-02-24,2025,55,FALSE,1.7494058646222064,0.09602216015865123,1.8454280247808565,53.61064065602432,8.211118854332554,61.82175951035689
LD,2025-02-25,2025,56,FALSE,1.0812800433376037,0.9235579666558565,2.0048380099934606,54.69192069936193,9.13467682098841,63.826597520350354
LD,2025-02-26,2025,57,FALSE,2.8137775416263344,-1.1361352591010638,1.6776422825252708,57.505698240988266,7.998541561887347,65.50423980287563
LD,2025-02-27,2025,58,FALSE,1.14413499563359,0.6551083662792,1.79924336191279,58.64983323662186,8.653649928166546,67.30348316478842
LD,2025-02-28,2025,59,FALSE,1.2858467938503688,0.6660516855947771,1.9518984794451462,59.93568003047223,9.319701613761323,69.25538164423357
LD,2025-03-01,2025,60,FALSE,0.5705705739791067,1.0405519689017901,1.6111225428808966,60.50625060445133,10.360253582663113,70.86650418711446
LD,2025-03-02,2025,61,FALSE,0.285247187964336,1.1991695044826827,1.4844166924470186,60.79149779241567,11.559423087145795,72.35092087956147
LD,2025-03-03,2025,62,FALSE,0.11526526720805268,1.6700279893765355,1.785293256584588,60.90676305962372,13.22945107652233,74.13621413614607
LD,2025-03-04,2025,63,FALSE,1.284329772864423,1.070713457753633,2.3550432306180564,62.191092832488145,14.300164534275964,76.49125736676412
LD,2025-03-05,2025,64,FALSE,2.7577900136787767,-0.1254695751288239,2.632320438549952,64.94888284616692,14.174694959147141,79.12357780531407
LD,2025-03-06,2025,65,FALSE,1.8024520154097594,0.06538828377194521,1.8678402991817045,66.75133486157668,14.240083242919086,80.99141810449578
LD,2025-03-07,2025,66,FALSE,0.9958068702169173,0.9659262004292697,1.9617330706461877,67.7471417317936,15.206009443348355,82.95315117514197
LD,2025-03-08,2025,67,FALSE,0.7548922008314101,1.0905484740480698,1.8454406748794796,68.50203393262501,16.296557917396424,84.79859185002145
LD,2025-03-09,2025,68,FALSE,1.2565246697812134,0.9955154740160644,2.2520401437972772,69.75855860240623,17.292073391412487,87.05063199381873
LD,2025-03-10,2025,69,FALSE,1.4659080898769692,1.0618648721244526,2.527772962001422,71.2244666922832,18.35393826353694,89.57840495582015
LD,2025-03-11,2025,70,FALSE,1.1974994725385089,1.3333078378346235,2.5308073103731314,72.42196616482171,19.687246101371564,92.10921226619328
LD,2025-03-12,2025,71,FALSE,0.5413967243814144,1.4909530351283244,2.032349759509739,72.96336288920313,21.178199136499888,94.14156202570302
LD,2025-03-13,2025,72,FALSE,0.30940828412883314,1.8914947932894715,2.2009030774183045,73.27277117333196,23.06969392978936,96.34246510312133
LD,2025-03-14,2025,73,FALSE,0.9248370972726926,1.856367859784965,2.781204957057658,74.19760827060465,24.926061789574323,99.12367006017898
LD,2025-03-15,2025,74,FALSE,2.4911855112833527,0.7269532142300035,3.2181387255133576,76.688793781888,25.653015003804327,102.34180878569234
LD,2025-03-16,2025,75,FALSE,3.1194529733409464,-0.9376583088946456,2.1817946644463007,79.80824675522894,24.715356694909683,104.52360345013864
LD,2025-03-17,2025,76,FALSE,0.7828571643877013,1.2100044683346132,1.9928616327223145,80.59110391961664,25.925361163244297,106.51646508286095
LD,2025-03-18,2025,77,FALSE,0.9453349434990859,1.9669203384281928,2.91225528192728,81.53643886311573,27.89228150167249,109.42872036478823
LD,2025-03-19,2025,78,FALSE,1.877070456493385,1.4670979690970187,3.3441684255904045,83.41350931960912,29.359379470769507,112.77288879037864
LD,2025-03-20,2025,79,FALSE,1.5026442246741165,0.8206854083331816,2.323329633007298,84.91615354428323,30.180064879102687,115.09621842338595
LD,2025-03-21,2025,80,FALSE,0.9421554978062372,1.151753082555195,2.0939085803614317,85.85830904208947,31.331817961657883,117.19012700374738
LD,2025-03-22,2025,81,FALSE,-0.06912675267237646,2.0103338666929025,1.9412071140205256,85.7891822894171,33.34215182835079,119.1313341177679
LD,2025-03-23,2025,82,FALSE,-0.5195523371966491,1.9582005712661272,1.438648234069479,85.26962995222046,35.30035239961691,120.56998235183738
LD,2025-03-24,2025,83,FALSE,0.32245675150921055,1.2303554877758758,1.5528122392850858,85.59208670372966,36.530707887392786,122.12279459112247
LD,2025-03-25,2025,84,FALSE,1.3641550613844105,0.5756169786487464,1.9397720400331566,86.95624176511407,37.10632486604153,124.06256663115563
LD,2025-03-26,2025,85,FALSE,1.6116655927026344,0.7383991621638945,2.350064754866528,88.56790735781671,37.84472402820543,126.41263138602216
LD,2025-03-27,2025,86,FALSE,1.6403941866325724,0.7890971531489425,2.429491339781516,90.20830154444928,38.63382118135437,128.84212272580368
LD,2025-03-28,2025,87,FALSE,4.552459557043435,-1.6554152954860164,2.897044261557417,94.76076110149272,36.978405885868355,131.7391669873611
LD,2025-03-29,2025,88,FALSE,4.672104226668001,-1.5017533095595736,3.1703509171084265,99.43286532816072,35.47665257630878,134.90951790446954
LD,2025-03-30,2025,89,FALSE,5.0670790011901365,-1.723553692628557,3.3435253085615804,104.49994432935085,33.753098883680224,138.2530432130311
LD,2025-03-31,2025,90,FALSE,0.44033476148188233,2.4506467047178195,2.890981466199702,104.94027909083273,36.20374558839804,141.1440246792308
LD,2025-04-01,2025,91,FALSE,-0.491577629721701,3.180313445218859,2.688735815497158,104.44870146111103,39.3840590336169,143.83276049472795
LD,2025-04-02,2025,92,FALSE,0.42293043477365416,2.534157274525446,2.9570877092991013,104.87163189588468,41.91821630814235,146.78984820402704
LD,2025-04-03,2025,93,FALSE,1.69087232241,2.0077040483103223,3.6985763707203225,106.56250421829468,43.92592035645267,150.48842457474737
LD,2025-04-04,2025,94,FALSE,-0.2754023316531995,3.3210697605066737,3.045667428853473,106.28710188664148,47.246990116959346,153.53409200360085
LD,2025-04-05,2025,95,FALSE,-0.046930832598826216,3.1965057374301096,3.1495749048312818,106.24017105404265,50.443495854389454,156.68366690843212
LD,2025-04-06,2025,96,FALSE,-0.839737508986664,3.510076463434197,2.670338954447532,105.40043354505599,53.95357231782365,159.35400586287966
LD,2025-04-07,2025,97,FALSE,0.16588934471958172,2.193455158384261,2.359344503103844,105.56632288977558,56.14702747620791,161.7133503659835
LD,2025-04-08,2025,98,FALSE,-0.6151025886719156,2.3365748838295124,1.7214722951575963,104.95122030110366,58.48360236003742,163.43482266114108
LD,2025-04-09,2025,99,FALSE,-0.9249732030756284,2.4821112328874926,1.5571380298118647,104.02624709802804,60.965713592924914,164.99196069095294
LD,2025-04-10,2025,100,FALSE,-0.005330919403615422,1.294393313440772,1.2890623940371562,104.02091617862442,62.260106906365685,166.2810230849901
LD,2025-04-11,2025,101,FALSE,-1.5507969625993612,2.546731329940246,0.9959343673408844,102.47011921602505,64.80683823630594,167.27695745233098
LD,2025-04-12,2025,102,FALSE,-1.2245831296112992,1.832587337014512,0.608004207403213,101.24553608641375,66.63942557332045,167.8849616597342
LD,2025-04-13,2025,103,FALSE,0.7234206056388447,-0.1544440279676335,0.5689765776712105,101.9689566920526,66.48498154535282,168.4539382374054
LD,2025-04-14,2025,104,FALSE,-2.573105630475685,3.795334087927631,1.222228457451946,99.39585106157692,70.28031563328045,169.67616669485733
LD,2025-04-15,2025,105,TRUE,-0.038099497551428,1.549928649032694,1.5118291514812652,99.35775156402549,71.83024428231315,171.1879958463386
LD,2025-04-16,2025,106,TRUE,-1.2655996121871307,3.1605400950762297,1.8949404828890988,98.09215195183836,74.99078437738937,173.0829363292277
LD,2025-04-17,2025,107,TRUE,-0.857542527416194,3.0286237812537413,2.171081253837549,97.23460942442216,78.01940815864312,175.25401758306523
LD,2025-04-18,2025,108,TRUE,0.48601578539187906,2.318769120899688,2.804784906291567,97.72062520981405,80.3381772795428,178.0588024893568
LD,2025-04-19,2025,109,TRUE,-1.2648929457438838,3.808999073472913,2.5441061277290284,96.45573226407016,84.14717635301572,180.60290861708583
LD,2025-04-20,2025,110,TRUE,-2.43570458125586,4.7801310121835225,2.344426430927662,94.0200276828143,88.92730736519924,182.94733504801349
LD,2025-04-21,2025,111,TRUE,-0.022069698012861703,2.7796560542626736,2.7575863562498113,93.99795798480145,91.70696341946191,185.7049214042633
LD,2025-04-22,2025,112,TRUE,-1.3325367322567168,4.259756403241707,2.927219670984991,92.66542125254473,95.96671982270362,188.63214107524828
LD,2025-04-23,2025,113,TRUE,-1.9454332856910423,5.565253388296701,3.61982010260566,90.7199879668537,101.53197321100032,192.25196117785396
LD,2025-04-24,2025,114,TRUE,-1.798508882122129,6.328663556879921,4.530154674757792,88.92147908473156,107.86063676788024,196.78211585261175
LD,2025-04-25,2025,115,TRUE,-3.4094918370440377,8.118527083848267,4.7090352468042305,85.51198724768751,115.9791638517285,201.491151099416
LD,2025-04-26,2025,116,TRUE,-3.6570319380953746,7.9046821011179835,4.247650163022607,81.85495530959214,123.88384595284649,205.73880126243859
LD,2025-04-27,2025,117,TRUE,-3.3941270244799404,7.937073566649619,4.542946542169679,78.4608282851122,131.8209195194961,210.28174780460827
LD,2025-04-28,2025,118,TRUE,-2.629586006934147,8.270118365934112,5.6405323589999625,75.83124227817805,140.0910378854302,215.92228016360824
LD,2025-04-29,2025,119,TRUE,-2.9145117792888007,9.388326247902672,6.473814468613873,72.91673049888925,149.4793641333329,222.39609463222212
LD,2025-04-30,2025,120,TRUE,-3.188875478027843,8.062126133916045,4.873250655888203,69.72785502086141,157.54149026724895,227.26934528811032
LD,2025-05-01,2025,121,TRUE,5.395647489292552,0.03460849472718548,5.430255984019738,75.12350251015397,157.57609876197614,232.69960127213005
LD,2025-05-02,2025,122,TRUE,-4.029029361809542,8.930285232018404,4.9012558702088604,71.09447314834443,166.50638399399455,237.60085714233892
LD,2025-05-03,2025,123,TRUE,-2.4159127805566034,7.629274761233996,5.213361980677395,68.67856036778782,174.13565875522855,242.81421912301633
LD,2025-05-04,2025,124,TRUE,-2.9924025903282123,8.454942447662331,5.462539857334119,65.68615777745961,182.59060120289087,248.27675898035045
LD,2025-05-05,2025,125,TRUE,-2.3433474126563487,8.26999210512299,5.92664469246664,63.34281036480326,190.86059330801385,254.2034036728171
LD,2025-05-06,2025,126,TRUE,-0.03525095353121474,6.187228861517802,6.151977907986585,63.307559411272045,197.04782216953166,260.3553815808037
LD,2025-05-07,2025,127,TRUE,-4.748220462990715,11.201995696018084,6.453775233027368,58.55933894828133,208.24981786554974,266.80915681383107
LD,2025-05-08,2025,128,TRUE,-4.514631564602979,10.204886529466233,5.690254964863251,54.04470738367835,218.45470439501597,272.4994117786943
LD,2025-05-09,2025,129,TRUE,-4.229050095733783,9.574858963828321,5.345808868094537,49.81565728794457,228.02956335884429,277.84522064678885
LD,2025-05-10,2025,130,TRUE,-5.759877931989199,11.83732287794705,6.077444945957849,44.055779355955366,239.86688623679134,283.9226655927467
LD,2025-05-11,2025,131,TRUE,-4.385614642269904,10.54023783475267,6.154623192482761,39.67016471368546,250.40712407154402,290.0772887852294
LD,2025-05-12,2025,132,TRUE,-2.449464660571626,9.650035796138155,7.200571135566528,37.22070005311383,260.0571598676822,297.27785992079595
LD,2025-05-13,2025,133,TRUE,-1.0980197798105062,8.704880863254722,7.606861083444217,36.122680273303324,268.7620407309369,304.8847210042402
LD,2025-05-14,2025,134,TRUE,-2.193946496647882,9.906740197631912,7.712793700984031,33.92873377665544,278.6687809285688,312.5975147052242
LD,2025-05-15,2025,135,TRUE,-0.8049462892215924,8.686979556360232,7.882033267138644,33.12378748743385,287.3557604849291,320.47954797236287
LD,2025-05-16,2025,136,TRUE,-3.1168993976017716,11.100697967733582,7.983798570131812,30.00688808983208,298.4564584526627,328.46334654249466
LD,2025-05-17,2025,137,TRUE,0.9628606734564152,5.684730646021905,6.64759131947832,30.969748763288496,304.1411890986846,335.11093786197296
LD,2025-05-18,2025,138,TRUE,-6.4021638371486445,12.280040170405378,5.877876333256732,24.56758492613985,316.42122926908996,340.9888141952297
LD,2025-05-19,2025,139,TRUE,-4.623903697725318,9.4443253601023809,4.820421662377062,19.943681228414533,325.86555462919233,345.8092358576067
LD,2025-05-20,2025,140,TRUE,3.3684469268586943,1.0004904259838674,4.368937352842563,23.31212815527323,326.8660450551762,350.1781732104493
LD,2025-05-21,2025,141,TRUE,5.4238180590640095,-1.5151957722715124,3.9086222867924953,28.73594621433724,325.3508492829047,354.0867954972418
LD,2025-05-22,2025,142,TRUE,-6.690890882541897,9.628692606718879,2.9378017241769796,22.045055331795343,334.97954188962353,357.0245972214188
LD,2025-05-23,2025,143,TRUE,-5.835191556319715,8.354278699802258,2.519087143482543,16.20986377547563,343.3338205894258,359.5436843649013
LD,2025-05-24,2025,144,TRUE,-5.535824179134242,8.826223176338884,3.290398997204638,10.674039596341387,352.16004376576467,362.83408336210596
LD,2025-05-25,2025,145,TRUE,-6.828329573277159,10.969304571126838,4.140974997849677,3.8457100230642283,363.1293483368915,366.97505835995565
LD,2025-05-26,2025,146,TRUE,-5.275687428637553,10.3964551638126,5.120767735175043,-1.4299774055733243,373.5258035007041,372.0958260951307
LD,2025-05-27,2025,147,TRUE,-3.6317114751301323,9.873597638219708,6.241886163089576,-5.061688880703457,383.39940113892385,378.3377122582203
LD,2025-05-28,2025,148,TRUE,2.0305212409174054,4.926702499110423,6.9572237400278265,-3.0311676397860516,388.3261036380343,385.2949359982481
LD,2025-05-29,2025,149,TRUE,-3.287522370446534,10.53427374114204,7.246751370695509,-6.318690010232586,398.8603773791763,392.5416873689436
LD,2025-05-30,2025,150,TRUE,-1.154789867984192,9.11107679445591,7.956286926471717,-7.473479878216778,407.97145417363225,400.4979742954153
LD,2025-05-31,2025,151,TRUE,-7.650665851833259,15.479002647888825,7.828336796055568,-15.124145730050037,423.4504568215211,408.32631109147087
LD,2025-06-01,2025,152,TRUE,-8.8499822613156,15.97062953967069,7.1206472783550865,-23.974127991365634,439.4210863611918,415.44695836982595
LD,2025-06-02,2025,153,TRUE,-6.652097052911999,13.788513341805555,7.136416288893551,-30.626225044277632,453.20959970299737,422.5833746587195
LD,2025-06-03,2025,154,TRUE,-3.989670692761798,12.217330469242613,8.227659776480815,-34.61589573703943,465.42693017223996,430.8110344352003
LD,2025-06-04,2025,155,TRUE,0.3853745582323935,7.354189134822153,7.7395636930545475,-34.23052117880704,472.7811193070621,438.5505981282549
LD,2025-06-05,2025,156,TRUE,-5.624877323891563,12.853926810939814,7.2290494870482505,-39.8553985026986,485.6350461180019,445.77964761530313
LD,2025-06-06,2025,157,TRUE,-5.409638250957455,12.519346962678192,7.1097087117207325,-45.265036753656055,498.1543930806801,452.88935632702385
LD,2025-06-07,2025,158,TRUE,-6.201451741849015,13.351966994213138,7.150515252364127,-51.46648849550507,511.5063600748932,460.039871579388
LD,2025-06-08,2025,159,TRUE,-4.927191844806132,12.384993446791386,7.457801601985253,-56.3936803403112,523.8913535216847,467.4976731813732
LD,2025-06-09,2025,160,TRUE,-5.823238069734833,12.624515003506358,6.801276933771523,-62.216918410046034,536.515868525191,474.29895011514475
LD,2025-06-10,2025,161,TRUE,-4.346037158367272,10.416414643383522,6.070377485016252,-66.5629555684133,546.9322831685745,480.369327600161
LD,2025-06-11,2025,162,TRUE,-5.6696254086131175,11.859213054296697,6.1895876456835754,-72.23258097702642,558.7914962228712,486.55891524584456
LD,2025-06-12,2025,163,TRUE,-2.879333873946228,8.794064160841828,5.914730286895598,-75.11191485097264,567.585560383713,492.47364553274014
LD,2025-06-13,2025,164,TRUE,-4.02846147520508,9.296714538749288,5.268253063544211,-79.14037632617772,576.8822749224622,497.74189859628433
LD,2025-06-14,2025,165,TRUE,-6.922959294393938,11.628324712418577,4.705365418024635,-86.06333562057165,588.5105996348808,502.447264014309
LD,2025-06-15,2025,166,TRUE,-4.518750746051828,9.718183837279826,5.1994330912279985,-90.58208636662347,598.2287834721607,507.646697105537
LD,2025-06-16,2025,167,TRUE,-4.150980176728199,10.889575712306657,6.7385955355784555,-94.73306654335167,609.1183591844673,514.3852926411155
LD,2025-06-17,2025,168,TRUE,-4.2469248302798315,12.569289747150803,8.32236491687097,-98.9799913736315,621.6876489316181,522.7076575579864
LD,2025-06-18,2025,169,TRUE,3.0571722597315047,6.295767431527527,9.352939691259031,-95.9228191139,627.9834163631457,532.0605972492455
LD,2025-06-19,2025,170,TRUE,1.2615044115465235,8.908255192060299,10.169759603606822,-94.66131470235348,636.891671555206,542.2303568528523
LD,2025-06-20,2025,171,TRUE,-2.306680561009642,13.213896239201405,10.907215678191768,-96.96799526336312,650.1055677944074,553.137572531044
LD,2025-06-21,2025,172,TRUE,-1.7989444590319714,13.45967529966906,11.660730840637092,-98.7669397223951,663.5652430940764,564.7983033716812
LD,2025-06-22,2025,173,TRUE,-2.608827696216001,13.880337966119992,11.27151026990399,-101.37576741861109,677.4455810601964,576.0698136415851
LD,2025-06-23,2025,174,TRUE,-2.7983230977947016,13.402327224540976,10.604004126746279,-104.1740905164058,690.8479082847374,586.6738177683314
LD,2025-06-24,2025,175,TRUE,-3.6495235529391983,13.311784734239623,9.662261181300426,-107.823614069345,704.159693018977,596.3360789496319
LD,2025-06-25,2025,176,TRUE,0.8175520638548627,7.864486385343477,8.682038449198338,-107.00606200549014,712.0241794043205,605.0181173988302
LD,2025-06-26,2025,177,TRUE,-5.300767425925403,14.339178129367884,9.03841070344248,-112.30682943141554,726.3633575336884,614.0565281022728
LD,2025-06-27,2025,178,TRUE,-3.6035867512105764,13.426704953771882,9.823118202561307,-115.91041618262611,739.7900624874602,623.8796463048341
LD,2025-06-28,2025,179,TRUE,-2.7182311680371742,12.734797266073633,10.01656609803646,-118.62864735066329,752.5248597535339,633.8962124028706
LD,2025-06-29,2025,180,TRUE,-4.3659084889768955,14.697598012418188,10.33168952344129,-122.99455583964019,767.2224577659521,644.2279019263118
LD,2025-06-30,2025,181,TRUE,-3.8231240415360004,13.770053550596286,9.946929509060292,-126.81767988117619,780.9925113165483,654.1748314353721
LD,2025-07-01,2025,182,TRUE,-4.746036549374469,14.249660945000624,9.503624395626153,-131.56371643055067,795.242172261549,663.6784558309982
LD,2025-07-02,2025,183,TRUE,-5.177690479552733,14.124246346980652,8.946555867427922,-136.7414069101034,809.3664186085296,672.6250116984262
LD,2025-07-03,2025,184,TRUE,-3.783628735995528,11.883548326095374,8.099919590099843,-140.52503564609893,821.2499669346249,680.724931288526
LD,2025-07-04,2025,185,TRUE,-5.207785711050465,12.465691027429196,7.257905316378735,-145.7328213571494,833.7156579620541,687.9828366049047
LD,2025-07-05,2025,186,TRUE,-5.338563362474113,11.843183676625813,6.504620314151701,-151.0713847196235,845.55884163868,694.4874569190564
LD,2025-07-06,2025,187,TRUE,-5.052955575806078,10.223212725704435,5.170257149898356,-156.12434029542956,855.7820543643844,699.6577140689548
LD,2025-07-07,2025,188,TRUE,-3.6071085993664718,7.931208115255445,4.324099515888973,-159.73144889479605,863.7132624796399,703.9818135848437
LD,2025-07-08,2025,189,TRUE,-6.236575899805295,10.571553970106951,4.334978070301656,-165.96802479460135,874.2848164497468,708.3167916551454
LD,2025-07-09,2025,190,TRUE,-4.233855667263614,8.880530823129991,4.646675155866378,-170.20188046186496,883.1653472728768,712.9634668110118
LD,2025-07-10,2025,191,TRUE,-6.0402571908020795,10.513349282772595,4.473092091970514,-176.24213765266703,893.6786965556494,717.4365589029824
LD,2025-07-11,2025,192,TRUE,-1.5253332911683444,6.123294071623984,4.59796078045564,-177.76747094383538,899.8019906272733,722.034519683438
LD,2025-07-12,2025,193,TRUE,-5.598101555794678,10.359165842675317,4.761064286880642,-183.36557249963005,910.1611564699487,726.7955839703187
LD,2025-07-13,2025,194,TRUE,-6.168442057204487,10.72396387098968,4.55552181378519,-189.53401455683453,920.8851203409383,731.3511057841039
LD,2025-07-14,2025,195,TRUE,-4.333613282193634,8.651071404107578,4.317458121913945,-193.86762783902816,929.5361917450459,735.6685639060179
LD,2025-07-15,2025,196,TRUE,-2.9309277584685822,7.137101150964261,4.206173392495678,-196.79855559749674,936.6732928960101,739.8747372985135
