winter_night_lt_neg4,winter_night_lt_neg5,winter_night_lt_neg6,winter_night_gt_10,winter_night_gt_12,winter_night_gt_15,gs_day_lt_neg40,gs_day_lt_neg45,gs_day_lt_neg50,gs_day_lt_neg55,gs_day_lt_neg60,nongs_any_lt_neg25,nongs_any_gt_80
30,25,20,30,26,21,81,67,54,48,44,105,13
