site,Date,n_obs_NEE,n_obs_GPP,n_obs_Reco,NEE_gC_day,GPP_gC_day,Reco_gC_day,cov_NEE,cov_GPP,cov_Reco
LD,2025-01-22,48,48,48,0.1467632369207911,0.40576204384440556,0.5525252807651968,1,1,1
LD,2025-01-23,48,48,48,0.8978433302149215,0.2933636084671677,1.191206938682089,1,1,1
LD,2025-01-24,48,48,48,0.982947324854791,0.12168384694408343,1.1046311717988742,1,1,1
LD,2025-01-25,48,48,48,0.9945157790879998,0.4846480220123864,1.4791638011003867,1,1,1
LD,2025-01-26,48,48,48,1.2940113450265716,0.34719304788012817,1.6412043929066995,1,1,1
LD,2025-01-27,48,48,48,1.6563264654054,-0.0509792630735518,1.6053472023318487,1,1,1
LD,2025-01-28,48,48,48,1.9165990187888027,-0.15345464453874158,1.763144374250061,1,1,1
LD,2025-01-29,48,48,48,1.8353338423931336,0.05056067030465647,1.8858945126977904,1,1,1
LD,2025-01-30,48,48,48,1.3704590686561602,0.16184085487158567,1.5322999235277455,1,1,1
LD,2025-01-31,48,48,48,1.671021679830536,0.047851522277027506,1.7188732021075641,1,1,1
LD,2025-02-01,48,48,48,0.9608080967949997,0.22973381248573838,1.1905419092807377,1,1,1
LD,2025-02-02,48,48,48,0.4682903537081534,0.6355569235690733,1.103847277277227,1,1,1
LD,2025-02-03,48,48,48,1.4793420054064101,-6.814831069733226e-4,1.4786605222994362,1,1,1
LD,2025-02-04,48,48,48,1.1550023353010443,0.1745327279847519,1.329535063285797,1,1,1
LD,2025-02-05,48,48,48,0.9413842768281423,0.2009289986444791,1.142313275472621,1,1,1
LD,2025-02-06,48,48,48,1.0951030988519532,0.3176537065506213,1.4127568054025745,1,1,1
LD,2025-02-07,48,48,48,1.481388586473657,-0.17297822445413594,1.3084103620195207,1,1,1
LD,2025-02-08,48,48,48,0.7681873387247896,0.342427149577819,1.1106144883026088,1,1,1
LD,2025-02-09,48,48,48,0.7083682099823936,0.20237214119048408,0.9107403511728777,1,1,1
LD,2025-02-10,48,48,48,0.7934824497122548,-0.18334002939557933,0.6101424203166751,1,1,1
LD,2025-02-11,48,48,48,0.537451550155101,0.0747692845752909,0.612220834730392,1,1,1
LD,2025-02-12,48,48,48,0.6612899982859609,-0.12524790351835124,0.5360420947676096,1,1,1
LD,2025-02-13,48,48,48,0.3729817741983678,0.19569721641008794,0.568678990608456,1,1,1
LD,2025-02-14,48,48,48,0.7771762210618013,-0.28018134673612816,0.4969948743256729,1,1,1
LD,2025-02-15,48,48,48,0.49925845715384043,0.07084639603179964,0.5701048531856401,1,1,1
LD,2025-02-16,48,48,48,0.6642469147534531,0.0836754320022718,0.7479223467557247,1,1,1
LD,2025-02-17,48,48,48,0.5454376697192727,0.18784612560194608,0.7332837953212189,1,1,1
LD,2025-02-18,48,48,48,1.3980951303234297,-0.7475831068299819,0.6505120234934471,1,1,1
LD,2025-02-19,48,48,48,0.5873941739887707,0.24555457917885617,0.8329487531676268,1,1,1
LD,2025-02-20,48,48,48,0.534082194550145,0.5087466372796534,1.042828831829798,1,1,1
LD,2025-02-21,48,48,48,0.6952415783315093,0.5693687396646392,1.2646103179961496,1,1,1
LD,2025-02-22,48,48,48,1.2947880861133712,0.06036610198994927,1.3551541881033207,1,1,1
LD,2025-02-23,48,48,48,1.600933320188517,-0.0664383013381195,1.5344950188503974,1,1,1
LD,2025-02-24,48,48,48,1.7494058646222064,0.09602216015865123,1.8454280247808565,1,1,1
LD,2025-02-25,48,48,48,1.0812800433376037,0.9235579666558565,2.0048380099934606,1,1,1
LD,2025-02-26,48,48,48,2.8137775416263344,-1.1361352591010638,1.6776422825252708,1,1,1
LD,2025-02-27,48,48,48,1.14413499563359,0.6551083662792,1.79924336191279,1,1,1
LD,2025-02-28,48,48,48,1.2858467938503688,0.6660516855947771,1.9518984794451462,1,1,1
LD,2025-03-01,48,48,48,0.5705705739791067,1.0405519689017901,1.6111225428808966,1,1,1
LD,2025-03-02,48,48,48,0.285247187964336,1.1991695044826827,1.4844166924470186,1,1,1
LD,2025-03-03,48,48,48,0.11526526720805268,1.6700279893765355,1.785293256584588,1,1,1
LD,2025-03-04,48,48,48,1.284329772864423,1.070713457753633,2.3550432306180564,1,1,1
LD,2025-03-05,48,48,48,2.7577900136787767,-0.1254695751288239,2.632320438549952,1,1,1
LD,2025-03-06,48,48,48,1.8024520154097594,0.06538828377194521,1.8678402991817045,1,1,1
LD,2025-03-07,48,48,48,0.9958068702169173,0.9659262004292697,1.9617330706461877,1,1,1
LD,2025-03-08,48,48,48,0.7548922008314101,1.0905484740480698,1.8454406748794796,1,1,1
LD,2025-03-09,48,48,48,1.2565246697812134,0.9955154740160644,2.2520401437972772,1,1,1
LD,2025-03-10,48,48,48,1.4659080898769692,1.0618648721244526,2.527772962001422,1,1,1
LD,2025-03-11,48,48,48,1.1974994725385089,1.3333078378346235,2.5308073103731314,1,1,1
LD,2025-03-12,48,48,48,0.5413967243814144,1.4909530351283244,2.032349759509739,1,1,1
LD,2025-03-13,48,48,48,0.30940828412883314,1.8914947932894715,2.2009030774183045,1,1,1
LD,2025-03-14,48,48,48,0.9248370972726926,1.856367859784965,2.781204957057658,1,1,1
LD,2025-03-15,48,48,48,2.4911855112833527,0.7269532142300035,3.2181387255133576,1,1,1
LD,2025-03-16,48,48,48,3.1194529733409464,-0.9376583088946456,2.1817946644463007,1,1,1
LD,2025-03-17,48,48,48,0.7828571643877013,1.2100044683346132,1.9928616327223145,1,1,1
LD,2025-03-18,48,48,48,0.9453349434990859,1.9669203384281928,2.91225528192728,1,1,1
LD,2025-03-19,48,48,48,1.877070456493385,1.4670979690970187,3.3441684255904045,1,1,1
LD,2025-03-20,48,48,48,1.5026442246741165,0.8206854083331816,2.323329633007298,1,1,1
LD,2025-03-21,48,48,48,0.9421554978062372,1.151753082555195,2.0939085803614317,1,1,1
LD,2025-03-22,48,48,48,-0.06912675267237646,2.0103338666929025,1.9412071140205256,1,1,1
LD,2025-03-23,48,48,48,-0.5195523371966491,1.9582005712661272,1.438648234069479,1,1,1
LD,2025-03-24,48,48,48,0.32245675150921055,1.2303554877758758,1.5528122392850858,1,1,1
LD,2025-03-25,48,48,48,1.3641550613844105,0.5756169786487464,1.9397720400331566,1,1,1
LD,2025-03-26,48,48,48,1.6116655927026344,0.7383991621638945,2.350064754866528,1,1,1
LD,2025-03-27,48,48,48,1.6403941866325724,0.7890971531489425,2.429491339781516,1,1,1
LD,2025-03-28,48,48,48,4.552459557043435,-1.6554152954860164,2.897044261557417,1,1,1
LD,2025-03-29,48,48,48,4.672104226668001,-1.5017533095595736,3.1703509171084265,1,1,1
LD,2025-03-30,48,48,48,5.0670790011901365,-1.723553692628557,3.3435253085615804,1,1,1
LD,2025-03-31,48,48,48,0.44033476148188233,2.4506467047178195,2.890981466199702,1,1,1
LD,2025-04-01,48,48,48,-0.491577629721701,3.180313445218859,2.688735815497158,1,1,1
LD,2025-04-02,48,48,48,0.42293043477365416,2.534157274525446,2.9570877092991013,1,1,1
LD,2025-04-03,48,48,48,1.69087232241,2.0077040483103223,3.6985763707203225,1,1,1
LD,2025-04-04,48,48,48,-0.2754023316531995,3.3210697605066737,3.045667428853473,1,1,1
LD,2025-04-05,48,48,48,-0.046930832598826216,3.1965057374301096,3.1495749048312818,1,1,1
LD,2025-04-06,48,48,48,-0.839737508986664,3.510076463434197,2.670338954447532,1,1,1
LD,2025-04-07,48,48,48,0.16588934471958172,2.193455158384261,2.359344503103844,1,1,1
LD,2025-04-08,48,48,48,-0.6151025886719156,2.3365748838295124,1.7214722951575963,1,1,1
LD,2025-04-09,48,48,48,-0.9249732030756284,2.4821112328874926,1.5571380298118647,1,1,1
LD,2025-04-10,48,48,48,-0.005330919403615422,1.294393313440772,1.2890623940371562,1,1,1
LD,2025-04-11,48,48,48,-1.5507969625993612,2.546731329940246,0.9959343673408844,1,1,1
LD,2025-04-12,48,48,48,-1.2245831296112992,1.832587337014512,0.608004207403213,1,1,1
LD,2025-04-13,48,48,48,0.7234206056388447,-0.1544440279676335,0.5689765776712105,1,1,1
LD,2025-04-14,48,48,48,-2.573105630475685,3.795334087927631,1.222228457451946,1,1,1
LD,2025-04-15,48,48,48,-0.038099497551428,1.549928649032694,1.5118291514812652,1,1,1
LD,2025-04-16,48,48,48,-1.2655996121871307,3.1605400950762297,1.8949404828890988,1,1,1
LD,2025-04-17,48,48,48,-0.857542527416194,3.0286237812537413,2.171081253837549,1,1,1
LD,2025-04-18,48,48,48,0.48601578539187906,2.318769120899688,2.804784906291567,1,1,1
LD,2025-04-19,48,48,48,-1.2648929457438838,3.808999073472913,2.5441061277290284,1,1,1
LD,2025-04-20,48,48,48,-2.43570458125586,4.7801310121835225,2.344426430927662,1,1,1
LD,2025-04-21,48,48,48,-0.022069698012861703,2.7796560542626736,2.7575863562498113,1,1,1
LD,2025-04-22,48,48,48,-1.3325367322567168,4.259756403241707,2.927219670984991,1,1,1
LD,2025-04-23,48,48,48,-1.9454332856910423,5.565253388296701,3.61982010260566,1,1,1
LD,2025-04-24,48,48,48,-1.798508882122129,6.328663556879921,4.530154674757792,1,1,1
LD,2025-04-25,48,48,48,-3.4094918370440377,8.118527083848267,4.7090352468042305,1,1,1
LD,2025-04-26,48,48,48,-3.6570319380953746,7.9046821011179835,4.247650163022607,1,1,1
LD,2025-04-27,48,48,48,-3.3941270244799404,7.937073566649619,4.542946542169679,1,1,1
LD,2025-04-28,48,48,48,-2.629586006934147,8.270118365934112,5.6405323589999625,1,1,1
LD,2025-04-29,48,48,48,-2.9145117792888007,9.388326247902672,6.473814468613873,1,1,1
LD,2025-04-30,48,48,48,-3.188875478027843,8.062126133916045,4.873250655888203,1,1,1
LD,2025-05-01,48,48,48,5.395647489292552,0.03460849472718548,5.430255984019738,1,1,1
LD,2025-05-02,48,48,48,-4.029029361809542,8.930285232018404,4.9012558702088604,1,1,1
LD,2025-05-03,48,48,48,-2.4159127805566034,7.629274761233996,5.213361980677395,1,1,1
LD,2025-05-04,48,48,48,-2.9924025903282123,8.454942447662331,5.462539857334119,1,1,1
LD,2025-05-05,48,48,48,-2.3433474126563487,8.26999210512299,5.92664469246664,1,1,1
LD,2025-05-06,48,48,48,-0.03525095353121474,6.187228861517802,6.151977907986585,1,1,1
LD,2025-05-07,48,48,48,-4.748220462990715,11.201995696018084,6.453775233027368,1,1,1
LD,2025-05-08,48,48,48,-4.514631564602979,10.204886529466233,5.690254964863251,1,1,1
LD,2025-05-09,48,48,48,-4.229050095733783,9.574858963828321,5.345808868094537,1,1,1
LD,2025-05-10,48,48,48,-5.759877931989199,11.83732287794705,6.077444945957849,1,1,1
LD,2025-05-11,48,48,48,-4.385614642269904,10.54023783475267,6.154623192482761,1,1,1
LD,2025-05-12,48,48,48,-2.449464660571626,9.650035796138155,7.200571135566528,1,1,1
LD,2025-05-13,48,48,48,-1.0980197798105062,8.704880863254722,7.606861083444217,1,1,1
LD,2025-05-14,48,48,48,-2.6300668744268365,10.342860575410867,7.712793700984031,1,1,1
LD,2025-05-15,48,48,48,-0.9500513082337312,8.832084575372372,7.882033267138644,1,1,1
LD,2025-05-16,48,48,48,-3.1168993976017716,11.100697967733582,7.983798570131812,1,1,1
LD,2025-05-17,48,48,48,0.9628606734564152,5.684730646021905,6.64759131947832,1,1,1
LD,2025-05-18,48,48,48,-6.670307116442065,12.548183449698797,5.877876333256732,1,1,1
LD,2025-05-19,48,48,48,-5.5302993132587215,10.350720975635783,4.820421662377062,1,1,1
LD,2025-05-20,48,48,48,-0.45424621546210303,4.823183568304666,4.368937352842563,1,1,1
LD,2025-05-21,48,48,48,2.934227887001113,0.9743943997913848,3.9086222867924953,1,1,1
LD,2025-05-22,48,48,48,-7.088822898381425,10.026624622558405,2.9378017241769796,1,1,1
LD,2025-05-23,48,48,48,-5.835191556319715,8.354278699802258,2.519087143482543,1,1,1
LD,2025-05-24,48,48,48,-7.103509574800982,10.393908572005625,3.290398997204638,1,1,1
LD,2025-05-25,48,48,48,-7.685246742945443,11.826221740795116,4.140974997849677,1,1,1
LD,2025-05-26,48,48,48,-6.7720483151708555,11.8928160503459,5.120767735175043,1,1,1
LD,2025-05-27,48,48,48,-4.229996955097199,10.471883118186774,6.241886163089576,1,1,1
LD,2025-05-28,48,48,48,2.0305212409174054,4.926702499110423,6.9572237400278265,1,1,1
LD,2025-05-29,48,48,48,-3.287522370446534,10.53427374114204,7.246751370695509,1,1,1
LD,2025-05-30,48,48,48,-1.154789867984192,9.11107679445591,7.956286926471717,1,1,1
LD,2025-05-31,48,48,48,-7.650665851833259,15.479002647888825,7.828336796055568,1,1,1
LD,2025-06-01,48,48,48,-8.8499822613156,15.97062953967069,7.1206472783550865,1,1,1
LD,2025-06-02,48,48,48,-6.652097052911999,13.788513341805555,7.136416288893551,1,1,1
LD,2025-06-03,48,48,48,-3.989670692761798,12.217330469242613,8.227659776480815,1,1,1
LD,2025-06-04,48,48,48,0.3853745582323935,7.354189134822153,7.7395636930545475,1,1,1
LD,2025-06-05,48,48,48,-5.624877323891563,12.853926810939814,7.2290494870482505,1,1,1
LD,2025-06-06,48,48,48,-5.409638250957455,12.519346962678192,7.1097087117207325,1,1,1
LD,2025-06-07,48,48,48,-6.201451741849015,13.351966994213138,7.150515252364127,1,1,1
LD,2025-06-08,48,48,48,-4.927191844806132,12.384993446791386,7.457801601985253,1,1,1
LD,2025-06-09,48,48,48,-5.823238069734833,12.624515003506358,6.801276933771523,1,1,1
LD,2025-06-10,48,48,48,-4.346037158367272,10.416414643383522,6.070377485016252,1,1,1
LD,2025-06-11,48,48,48,-5.6696254086131175,11.859213054296697,6.1895876456835754,1,1,1
LD,2025-06-12,48,48,48,-2.879333873946228,8.794064160841828,5.914730286895598,1,1,1
LD,2025-06-13,48,48,48,-4.02846147520508,9.296714538749288,5.268253063544211,1,1,1
LD,2025-06-14,48,48,48,-6.922959294393938,11.628324712418577,4.705365418024635,1,1,1
LD,2025-06-15,48,48,48,-4.518750746051828,9.718183837279826,5.1994330912279985,1,1,1
LD,2025-06-16,48,48,48,-4.150980176728199,10.889575712306657,6.7385955355784555,1,1,1
LD,2025-06-17,48,48,48,-4.2469248302798315,12.569289747150803,8.32236491687097,1,1,1
LD,2025-06-18,48,48,48,3.0571722597315047,6.295767431527527,9.352939691259031,1,1,1
LD,2025-06-19,48,48,48,1.2615044115465235,8.908255192060299,10.169759603606822,1,1,1
LD,2025-06-20,48,48,48,-2.306680561009642,13.213896239201405,10.907215678191768,1,1,1
LD,2025-06-21,48,48,48,-1.7989444590319714,13.45967529966906,11.660730840637092,1,1,1
LD,2025-06-22,48,48,48,-2.608827696216001,13.880337966119992,11.27151026990399,1,1,1
LD,2025-06-23,48,48,48,-2.7983230977947016,13.402327224540976,10.604004126746279,1,1,1
LD,2025-06-24,48,48,48,-3.6495235529391983,13.311784734239623,9.662261181300426,1,1,1
LD,2025-06-25,48,48,48,0.8175520638548627,7.864486385343477,8.682038449198338,1,1,1
LD,2025-06-26,48,48,48,-5.300767425925403,14.339178129367884,9.03841070344248,1,1,1
LD,2025-06-27,48,48,48,-3.6035867512105764,13.426704953771882,9.823118202561307,1,1,1
LD,2025-06-28,48,48,48,-2.7182311680371742,12.734797266073633,10.01656609803646,1,1,1
LD,2025-06-29,48,48,48,-4.3659084889768955,14.697598012418188,10.33168952344129,1,1,1
LD,2025-06-30,48,48,48,-3.8231240415360004,13.770053550596286,9.946929509060292,1,1,1
LD,2025-07-01,48,48,48,-4.746036549374469,14.249660945000624,9.503624395626153,1,1,1
LD,2025-07-02,48,48,48,-5.177690479552733,14.124246346980652,8.946555867427922,1,1,1
LD,2025-07-03,48,48,48,-3.783628735995528,11.883548326095374,8.099919590099843,1,1,1
LD,2025-07-04,48,48,48,-5.207785711050465,12.465691027429196,7.257905316378735,1,1,1
LD,2025-07-05,48,48,48,-5.338563362474113,11.843183676625813,6.504620314151701,1,1,1
LD,2025-07-06,48,48,48,-5.052955575806078,10.223212725704435,5.170257149898356,1,1,1
LD,2025-07-07,48,48,48,-3.6071085993664718,7.931208115255445,4.324099515888973,1,1,1
LD,2025-07-08,48,48,48,-6.236575899805295,10.571553970106951,4.334978070301656,1,1,1
LD,2025-07-09,48,48,48,-4.233855667263614,8.880530823129991,4.646675155866378,1,1,1
LD,2025-07-10,48,48,48,-6.0402571908020795,10.513349282772595,4.473092091970514,1,1,1
LD,2025-07-11,48,48,48,-1.5253332911683444,6.123294071623984,4.59796078045564,1,1,1
LD,2025-07-12,48,48,48,-5.598101555794678,10.359165842675317,4.761064286880642,1,1,1
LD,2025-07-13,48,48,48,-6.168442057204487,10.72396387098968,4.55552181378519,1,1,1
LD,2025-07-14,48,48,48,-4.333613282193634,8.651071404107578,4.317458121913945,1,1,1
LD,2025-07-15,48,48,48,-2.9309277584685822,7.137101150964261,4.206173392495678,1,1,1
LD,2025-07-16,48,48,48,-5.025812382924404,9.3273484610391435,4.301536078114737,1,1,1
LD,2025-07-17,48,48,48,-2.2436752550334567,6.249762821339534,4.006087566306078,1,1,1
LD,2025-07-18,48,48,48,-2.4896407298853958,6.878849299206534,4.389208569321138,1,1,1
LD,2025-07-19,48,48,48,-1.1293628190704526,6.457334132509958,5.3279713134395035,1,1,1
LD,2025-07-20,48,48,48,-3.401657663938952,9.5453624166911,6.14370475275215,1,1,1
LD,2025-07-21,48,48,48,-3.2754980284742667,9.763748177230624,6.48825014875636,1,1,1
LD,2025-07-22,48,48,48,-3.864758772548572,10.37053321424877,6.505774441700197,1,1,1
LD,2025-07-23,48,48,48,-3.370093123225268,9.506726827064965,6.136633703839698,1,1,1
LD,2025-07-24,48,48,48,-3.949341025205275,10.248431887272389,6.299090862067113,1,1,1
LD,2025-07-25,48,48,48,-2.89604257983256,8.649547028720573,5.7535044488880125,1,1,1
LD,2025-07-26,48,48,48,-3.2120389521568753,8.68444647969761,5.472407527540735,1,1,1
LD,2025-07-27,48,48,48,-3.3756143713296503,8.793213861275312,5.417599489945664,1,1,1
LD,2025-07-28,48,48,48,-4.913651719999894,10.193741259155571,5.2800895391556795,1,1,1
LD,2025-07-29,48,48,48,-4.65515357300292,9.491632255895823,4.836478682892903,1,1,1
LD,2025-07-30,48,48,48,-2.8769190325411964,7.3041600013330825,4.427240968791887,1,1,1
LD,2025-07-31,48,48,48,-2.9468940731023836,6.928679950568339,3.981785877465956,1,1,1
LD,2025-08-01,48,48,48,-3.244174184110342,7.094900189413813,3.850726005303471,1,1,1
LD,2025-08-02,48,48,48,-3.6256390792010116,7.2958771735712125,3.670238094370199,1,1,1
LD,2025-08-03,48,48,48,-4.379408461669064,8.201628605029088,3.8222201433600254,1,1,1
LD,2025-08-04,48,48,48,-5.018095651371562,8.715667516687972,3.6975718653164136,1,1,1
LD,2025-08-05,48,48,48,-4.1386801036826,7.635380656468357,3.496700552785756,1,1,1
LD,2025-08-06,48,48,48,-2.7339906354668693,6.112417949397433,3.3784273139305645,1,1,1
LD,2025-08-07,48,48,48,-3.081011744081358,6.251709577307818,3.1706978332264617,1,1,1
LD,2025-08-08,48,48,48,-3.3893038633417096,6.36059708385431,2.9712932205126,1,1,1
LD,2025-08-09,48,48,48,-4.675755202057515,7.499325758801244,2.823570556743727,1,1,1
LD,2025-08-10,48,48,48,-4.400633202409503,6.982014267321302,2.5813810649117985,1,1,1
LD,2025-08-11,48,48,48,-5.808229067901734,9.516850673390648,3.708621605488913,1,1,1
LD,2025-08-12,48,48,48,3.795523798433925,1.3364801173961727,5.132003915830099,1,1,1
LD,2025-08-13,48,48,48,0.03673508967699006,6.2801605360510635,6.316895625728052,1,1,1
LD,2025-08-14,48,48,48,-1.9089135227452967,8.995878355308973,7.086964832563678,1,1,1
LD,2025-08-15,48,48,48,-2.699634234549397,11.106607657964263,8.406973423414865,1,1,1
LD,2025-08-16,48,48,48,-1.119086749873442,10.755558388536043,9.6364716386626,1,1,1
LD,2025-08-17,48,48,48,-1.0344628179455413,11.39838897840482,10.363926160459282,1,1,1
LD,2025-08-18,48,48,48,0.14292994015816152,10.170228453052495,10.313158393210658,1,1,1
LD,2025-08-19,48,48,48,3.6662733090617388,6.664827136285073,10.331100445346811,1,1,1
LD,2025-08-20,48,48,48,-0.4379129733113726,10.32899346382166,9.891080490510278,1,1,1
LD,2025-08-21,48,48,48,-1.7489903630826398,11.151336766229281,9.40234640314664,1,1,1
LD,2025-08-22,48,48,48,-3.859144844969566,12.961908645895033,9.102763800925468,1,1,1
LD,2025-08-23,48,48,48,-1.9865926046880653,10.667347934951904,8.680755330263842,1,1,1
LD,2025-08-24,48,48,48,-2.1474121275474305,9.553519485026007,7.406107357478573,1,1,1
LD,2025-08-25,48,48,48,-3.4548578427791026,9.74638506997408,6.291527227194975,1,1,1
LD,2025-08-26,48,48,48,-4.174616880649024,9.639274166535925,5.464657285886902,1,1,1
LD,2025-08-27,48,48,48,-5.19925710101987,10.028490691342853,4.829233590322985,1,1,1
LD,2025-08-28,48,48,48,-2.864841851260858,7.9439812696996,5.07913941843874,1,1,1
LD,2025-08-29,48,48,48,-3.424436820683704,7.897455368973251,4.473018548289549,1,1,1
LD,2025-08-30,48,48,48,-3.747333793148912,8.34764763278864,4.600313839639723,1,1,1
LD,2025-08-31,48,48,48,-4.160065154256796,9.06105878988653,4.900993635629733,1,1,1
LD,2025-09-01,48,48,48,-4.393580667991152,9.430227649035077,5.036646981043923,1,1,1
LD,2025-09-02,48,48,48,-5.138158752897341,10.168282857981024,5.030124105083682,1,1,1
LD,2025-09-03,48,48,48,0.34572295097288536,4.602974275870341,4.948697226843229,1,1,1
LD,2025-09-04,48,48,48,-3.09469150251302,7.51124658715558,4.41655508464256,1,1,1
LD,2025-09-05,48,48,48,-2.5728746793908295,7.205226885265263,4.632352205874432,1,1,1
LD,2025-09-06,48,48,48,-1.572447546110091,6.2921800650534845,4.719732518943392,1,1,1
LD,2025-09-07,48,48,48,-3.683693206028521,8.495123398916636,4.811430192888116,1,1,1
LD,2025-09-08,48,48,48,-4.131801695740185,9.100303230788025,4.968501535047841,1,1,1
LD,2025-09-09,48,48,48,-4.179124460212281,9.946768557141699,5.767644096929421,1,1,1
LD,2025-09-10,48,48,48,-3.084869756518266,9.396789589334391,6.311919832816124,1,1,1
LD,2025-09-11,48,48,48,-3.1155889683077818,9.880743147308152,6.765154179000372,1,1,1
LD,2025-09-12,48,48,48,-3.210675309254183,10.270248669427097,7.059573360172917,1,1,1
LD,2025-09-13,48,48,48,-3.3204619136797424,10.512001691087946,7.1915397774082015,1,1,1
LD,2025-09-14,48,48,48,-2.9485155547182016,10.642641332504098,7.6941257777859,1,1,1
LD,2025-09-15,48,48,48,-1.5318473981244851,9.500404890923162,7.968557492798678,1,1,1
LD,2025-09-16,48,48,48,-1.7794837157209245,9.869029011726436,8.089545296005507,1,1,1
LD,2025-09-17,48,48,48,-1.6532141526246633,9.882236195558814,8.229022042934147,1,1,1
LD,2025-09-18,48,48,48,-2.1670969973075076,10.7501584353441,8.58306143803659,1,1,1
LD,2025-09-19,48,48,48,-1.893420546754799,10.76565036247468,8.872229815719882,1,1,1
LD,2025-09-20,48,48,48,-0.5687074623718792,9.330124558257902,8.76141709588602,1,1,1
LD,2025-09-21,48,48,48,1.5303719627187193,7.247736864436855,8.778108827155572,1,1,1
LD,2025-09-22,48,48,48,1.0015523953131453,8.063230411865112,9.064782807178256,1,1,1
LD,2025-09-23,48,48,48,0.40881959201669266,8.497947154053065,8.906766746069762,1,1,1
LD,2025-09-24,48,48,48,1.7476240928042175,6.791211232404938,8.538835325209154,1,1,1
LD,2025-09-25,48,48,48,1.0608410666051555,7.55263146948342,8.613472536088578,1,1,1
LD,2025-09-26,48,48,48,-0.7602339827232005,9.547349161645332,8.787115178922134,1,1,1
LD,2025-09-27,48,48,48,0.7258634675629954,8.125744576212655,8.851608043775647,1,1,1
LD,2025-09-28,48,48,48,-1.3707207329052258,10.594622498876888,9.223901765971663,1,1,1
LD,2025-09-29,48,48,48,-2.866948569190604,11.588247493542378,8.721298924351771,1,1,1
LD,2025-09-30,48,48,48,-2.483654466773801,11.65396848957326,9.170314022799458,1,1,1
LD,2025-10-01,48,48,48,-2.1955734442326724,11.19297122181797,8.997397777585297,1,1,1
LD,2025-10-02,48,48,48,-2.811296124189626,11.186070895945416,8.37477477175579,1,1,1
LD,2025-10-03,48,48,48,-2.17872080345611,9.274385614087304,7.095664810631193,1,1,1
LD,2025-10-04,48,48,48,-2.139954693617731,7.34677467343222,5.206819979814492,1,1,1
LD,2025-10-05,48,48,48,-2.8835163851982646,6.651183778837863,3.7676673936395986,1,1,1
LD,2025-10-06,48,48,48,-2.220546043235151,5.291304328649828,3.070758285414676,1,1,1
LD,2025-10-07,48,48,48,-1.509025322214316,4.626934006643929,3.1179086844296138,1,1,1
LD,2025-10-08,48,48,48,-2.7029334893645847,5.815245776081322,3.112312286716738,1,1,1
LD,2025-10-09,48,48,48,-1.1866303577942878,4.5257682922295475,3.3391379344352603,1,1,1
LD,2025-10-10,48,48,48,0.11238260378654254,3.8012913596368945,3.9136739634234377,1,1,1
LD,2025-10-11,48,48,48,-0.4493181085813652,4.980651359524231,4.531333250942865,1,1,1
LD,2025-10-12,48,48,48,-1.2749755266665321,6.032691790282581,4.757716263616049,1,1,1
LD,2025-10-13,48,48,48,-1.8243672851532737,7.5312293285993785,5.706862043446105,1,1,1
LD,2025-10-14,48,48,48,-1.9102825773713972,7.713641886154772,5.803359308783377,1,1,1
