Date,Year,DaysSinceGSStart,LD_cum_NEE_gC,MD_cum_NEE_gC,LD_cum_GPP_gC,MD_cum_GPP_gC,LD_cum_Reco_gC,MD_cum_Reco_gC,MD_minus_LD_cum_NEE_gC,MD_minus_LD_cum_GPP_gC,MD_minus_LD_cum_Reco_gC
2025-08-22,2025,129,-399.48216532578505,-470.4709653407436,1187.603233286167,1368.5986301136302,788.1210679603828,898.1276647728876,-70.98880001495854,180.99539682746308,110.00659681250477
2025-08-23,2025,130,-401.4687579304731,-472.59257106095595,1198.270581221119,1379.6202538997684,796.8018232906467,907.0276828388135,-71.12381313048286,181.3496726786493,110.2258595481668
2025-08-24,2025,131,-403.61617005802054,-476.16999256847714,1207.8241007061451,1390.8991798338639,804.2079306481253,914.72918726538785,-72.5538225104566,183.0750791277187,110.52125661726257
2025-08-25,2025,132,-407.07102790079966,-478.55926361845127,1217.5704857761193,1400.2722282406098,810.4994578753202,921.7129646221597,-71.4882357176516,182.7017424644905,111.21350674683947
2025-08-26,2025,133,-411.2456447814487,-479.71224152994404,1227.2097599426552,1408.4546669651643,815.9641151612071,928.7424254352214,-68.46659674849536,181.2449070225091,112.7783102740143
2025-08-27,2025,134,-416.44490188246857,-484.4300892988062,1237.238250633998,1420.5043324802807,820.7933487515301,936.0742431814758,-67.98518741633762,183.26608184628276,115.28089442994576
2025-08-28,2025,135,-419.3097437337294,-486.07158740981504,1245.1822319036976,1430.3941429726185,825.8724881699688,944.3225555628047,-66.76184367608562,185.21191106892093,118.45006739283588
2025-08-29,2025,136,-422.7341805544131,-489.892127196062,1253.0796872726708,1441.5682847002563,830.3455067182584,951.6761575041957,-67.15794664164889,188.48859742758555,121.33065078593722
2025-08-30,2025,137,-426.48151434756204,-490.7114839454673,1261.4273349054595,1450.107001755169,834.9458205578982,959.3955178097029,-64.22996959790527,188.67966684970952,124.44969725180476
2025-08-31,2025,138,-430.64157950181885,-494.9789477217697,1270.488393695346,1462.788505886167,839.846814193528,967.8095581643986,-64.33736821995086,192.30011219082098,127.96274397087063
2025-09-01,2025,139,-435.03516016981,-499.244682600457,1279.918621344381,1475.8694469512004,844.8834611745718,976.6247643507446,-64.20952243064698,195.9508256068193,131.74130317617278
2025-09-02,2025,140,-440.1733189227074,-502.8967605303415,1290.0869042023621,1488.4739483839878,849.9135852796555,985.5771878536475,-62.72344160763413,198.3870441816257,135.66360257399197
2025-09-03,2025,141,-439.82759597173447,-499.4602415165902,1294.6898784782325,1493.9708758035097,854.8622825064988,994.5106342869208,-59.632645544855734,199.2809973252772,139.648351780422
2025-09-04,2025,142,-442.92228747424747,-504.89017020376434,1302.201125065388,1507.4262821715865,859.2788375911414,1002.5361119678233,-61.96788272951687,205.2251571061986,143.25727437668195
2025-09-05,2025,143,-445.4951621536383,-507.3745530746144,1309.4063519506533,1518.0424285047884,863.9111897970158,1010.6678754301752,-61.87939092097611,208.63607655413512,146.75668563315935
2025-09-06,2025,144,-447.0676096997484,-509.1949608098555,1315.6985320157069,1527.6092080408723,868.6309223159592,1018.414247231018,-62.1273511101071,211.91067602516546,149.78332491505876
2025-09-07,2025,145,-450.7513029057769,-512.9301166151722,1324.1936554146234,1538.731481583347,873.4423525088473,1025.801364968176,-62.178813709395286,214.53782616872354,152.3590124593286
2025-09-08,2025,146,-454.8831046015171,-517.4457872731507,1333.2939586454115,1550.41260903543,878.4108540438951,1032.9668217622805,-62.56268267163358,217.1186503900185,154.55596771838532
2025-09-09,2025,147,-459.0622290617294,-522.6295570263028,1343.2407272025532,1563.502069808618,884.1784981408246,1040.8725127823163,-63.567327964573394,220.26134260606477,156.69401464149178
