Date,Rg_mean_Wm2,Tair_mean_C,RH_pct_mean,P_sum,SHF_Wm2_mean,TS_C_mean,SWC_mean,n_SHF_mean,n_TS_mean,n_SWC_mean
2025-01-02,28.875579349664058,-4.522837837837814,76.01596756756757,0,-11.793328108108108,2.2051891891892117,0.2841632027027027,2,3,2
2025-01-03,38.08822575611064,-5.480085106382955,86.61098085106383,0,-10.427826063829787,1.809056737588673,0.2799629361702128,2,3,2
2025-01-04,41.14865989393993,-8.262333333333315,77.776875,0,-9.1980696875,1.5881527777778015,0.27771923958333333,2,3,2
2025-01-05,24.926752853788948,-9.107684210526294,77.35130263157895,0,-9.43064302631579,1.4030175438596757,0.2746641447368421,2,3,2
2025-01-06,5.86693797,-5.112749999999991,67.98887500000001,0,-7.870296249999999,1.1665000000000276,0.268431,2,3,2
2025-01-07,8.218394927457396,-5.424843749999974,73.774315625,0,-8.4717659375,1.0331250000000232,0.26499328125,2,3,2
2025-01-08,50.59406624846154,-6.142384615384594,75.88736923076924,0,-7.612778461538461,0.9408205128205378,0.2627593076923077,2,3,2
2025-01-09,10.136218688589723,-9.554222222222204,75.95053888888889,0,-8.087518055555556,0.8175370370370589,0.26141068055555555,2,3,2
2025-01-10,30.166862203290005,-5.412124999999975,78.80093958333333,0,-7.6539246875,0.5696111111111328,0.2539370625,2,3,2
2025-01-11,8.670535051029413,-3.524735294117627,96.72926764705882,0,-6.172192352941177,0.5934509803921779,0.2580116617647059,2,3,2
2025-01-12,30.5447265473125,-2.5752916666666463,87.45930208333333,0,-6.283476041666667,0.777729166666693,0.26225378125,2,3,2
2025-01-13,36.42335777414583,-5.369291666666647,80.13680833333333,0,-6.195840729166667,0.9607638888889092,0.26385151041666666,2,3,2
2025-01-14,73.32424751183333,-10.150312499999975,75.32873541666666,0,-6.0887026041666665,1.0802847222222443,0.2645171875,2,3,2
2025-01-15,22.00246933795,-7.837149999999975,79.78268,0,-6.104857125,1.1174833333333538,0.2640984875,1.951219512195122,2.926829268292683,1.951219512195122
2025-01-16,36.92743166277083,-4.609312499999981,86.88446875,8e-4,-6.000843645833333,1.1830625000000243,0.26458367708333336,2,3,2
2025-01-17,46.07931258754635,-0.25231707317070906,74.22496097560976,0.0035000000000000005,-5.694801707317073,1.28646341463417,0.26607208536585364,2,3,2
2025-01-18,63.46747457938863,-0.17729545454543194,69.31197954545455,0,-5.326863636363636,1.4074621212121434,0.2680487159090909,2,3,2
2025-01-19,27.938857001424356,-9.584282051282027,65.51937692307692,0,-5.313733076923077,1.4165982905983132,0.26850865384615386,1.95,2.925,1.95
2025-01-20,9.903110696752284,-16.38248571428569,82.18268571428571,0,-6.367921142857143,1.1436952380952659,0.2648755857142857,2,3,2
2025-01-21,85.72972408529148,-16.974191489361683,78.85945106382978,0,-6.188508404255319,0.8732624113475411,0.2591957340425532,2,3,2
2025-01-22,75.43721663661354,-16.588104166666646,73.28675,0,-6.087604791666666,0.805951388888913,0.25676140625,2,3,2
2025-01-23,75.67491558341874,-7.471145833333308,85.90238958333333,0,-5.639812916666667,0.8139722222222439,0.2570857916666667,2,3,2
2025-01-24,73.91811695310416,-9.247583333333312,74.75135,0,-5.319684895833333,0.9374930555555826,0.26087770833333335,2,3,2
2025-01-25,83.89165288152795,-5.140854166666638,75.26831458333334,0.006000000000000001,-5.198187708333333,1.0806388888889096,0.263022,2,3,2
2025-01-26,70.77342903798265,-3.3427073170731454,66.5524268292683,1e-4,-4.908013170731707,1.2007642276423043,0.26457109756097563,1.9523809523809523,2.9285714285714284,1.9523809523809523
2025-01-27,96.66529128130426,-2.680523809523786,69.71046428571428,1e-4,-4.728264523809524,1.2990793650793893,0.26555994047619047,1.9534883720930232,2.9302325581395348,1.9534883720930232
2025-01-28,64.23285889126024,-0.30072093023253477,68.4883534883721,5e-4,-4.627029418604651,1.355968992248086,0.26635146511627905,2,3,2
2025-01-29,66.73844914645582,2.4222790697674648,63.256081395348836,0,-4.430826627906977,1.3980620155039039,0.2698248488372093,2,3,2
2025-01-30,85.22743105557436,-1.336666666666649,69.82904358974359,0,-4.061002820512821,1.4183418803419023,0.2731606025641026,2,3,2
2025-01-31,68.37135933505418,3.2957083333333586,81.34054166666667,0,-4.47053125,1.4143541666666941,0.28075325,2,3,2
2025-02-01,56.628967320802566,-3.7712307692307463,61.06051282051282,0,-4.814335641025641,1.35841025641028,0.2865737564102564,2,3,2
2025-02-02,11.624166074831578,-4.73294736842103,82.50639736842105,0,-5.4296756578947365,1.1940087719298476,0.27985394736842106,1.9487179487179487,2.923076923076923,1.9487179487179487
2025-02-03,26.705407727741697,0.5775319148936414,98.33092127659575,0.0013000000000000004,-4.666782340425532,1.233148936170234,0.2800607234042553,2,3,2
2025-02-04,24.50708140980865,-3.897675675675655,78.01524594594595,0,-4.259252297297297,1.3203423423423684,0.2846083918918919,1.9473684210526316,2.9210526315789473,1.9473684210526316
2025-02-05,34.636805010578946,-7.93731578947366,72.26091315789473,0,-5.781506973684211,1.1480175438596727,0.27918631578947367,1.9487179487179487,2.923076923076923,1.9487179487179487
2025-02-06,26.58944436620317,-4.372658536585345,83.51734146341464,0,-5.831305,0.9020894308943278,0.27447376829268294,1.9523809523809523,2.9285714285714284,1.9523809523809523
2025-02-07,42.32682501023784,-6.561459459459435,59.098256756756754,0,-5.845278378378378,0.8317387387387559,0.27205844594594597,2,3,2
2025-02-08,16.70465937465385,-6.150897435897415,77.87272820512821,0,-6.015695641025641,0.6478376068376304,0.2658231923076923,2,3,2
2025-02-09,36.80949320203513,-5.273297297297273,79.85308378378379,0,-5.595687432432433,0.5929279279279525,0.2620647567567568,2,3,2
2025-02-10,54.34144560960264,-8.196526315789448,72.26125526315789,0,-6.814330789473685,0.4843157894737036,0.25620325,2,3,2
2025-02-11,49.699797190512825,-6.901384615384592,76.11946666666667,0,-6.368880128205128,0.28773504273506234,0.24143029487179488,1.95,2.925,1.95
2025-02-12,11.413283635,-9.240685714285691,70.89474857142856,0,-6.98331,0.14600000000002472,0.22074547142857143,2,3,2
2025-02-13,14.671599129852941,-7.182029411764686,89.7815705882353,0,-5.43862075,0.10417647058825959,0.21804088235294117,2,3,2
2025-02-14,27.794034780638885,-8.896666666666643,66.35285555555555,0,-4.1638744305555555,0.13827777777780012,0.2342886388888889,2,3,2
2025-02-15,12.653593423477776,-6.5931944444444195,82.18808055555556,0,-4.122172361111111,0.14251851851853636,0.23930272222222224,1.945945945945946,2.918918918918919,1.945945945945946
2025-02-16,44.8464723080641,-4.523051282051256,87.92049743589743,0,-2.7355062692307692,0.1590256410256643,0.24479165384615384,2,3,2
2025-02-17,55.785557610817946,-10.203384615384595,73.58964358974359,0,-2.376477064102564,0.18070085470087605,0.24707667948717948,1.95,2.925,1.95
2025-02-18,62.82256627932308,-14.484948717948692,78.47329743589744,0,-4.523522435897436,0.18456410256412534,0.2462882435897436,2,3,2
2025-02-19,7.682163056922726,-11.195666666666648,74.32878181818182,0,-4.819324696969697,0.15416161616164545,0.2422265,2,3,2
2025-02-20,40.0714296837221,-8.820842105263136,80.8011052631579,0,-4.061888815789474,0.1504824561403726,0.24178084210526316,1.9487179487179487,2.923076923076923,1.9487179487179487
2025-02-21,116.34287371946156,-4.2373333333333125,67.86082564102564,0,-2.8279832692307694,0.16664957264959687,0.24387997435897435,1.95,2.925,1.95
2025-02-22,87.46223467720178,-4.281743589743567,69.69872564102565,0,-2.959680692307692,0.1777948717948914,0.24623911538461538,2,3,2
2025-02-23,38.34473329118029,-2.712684210526292,78.0195052631579,0,-2.7189818289473684,0.18679824561406266,0.2472140657894737,1.9487179487179487,2.923076923076923,1.9487179487179487
2025-02-24,126.56932861712063,3.150916666666691,69.52455833333333,0,-2.4180450729166667,0.20077777777779934,0.2487645,2,3,2
2025-02-25,188.54110805464893,5.744680851063856,68.88951063829788,0,-1.7791586914893618,0.21295744680853634,0.2770538191489362,2,3,2
2025-02-26,41.10876990483334,0.9451875000000243,84.84450416666667,0.001,-2.889580291666667,0.2517013888889122,0.30035332291666667,2,3,2
2025-02-27,39.21301323974311,1.4826250000000236,97.60173125,9.000000000000001e-4,-3.7511275,0.309326388888915,0.30587503125,2,3,2
2025-02-28,78.19060845612701,2.312125000000018,74.061625,0,-4.23382125,0.37877777777780136,0.30364371875,2,3,2
2025-03-01,69.46570353349743,-3.956153846153825,63.97333846153846,0,-3.8500566666666667,0.3813760683760877,0.29773026923076923,1.95,2.925,1.95
2025-03-02,99.7486025935192,-6.355499999999975,62.64742105263158,0,-5.700566960526316,0.2224035087719561,0.2638556052631579,2,3,2
2025-03-03,67.52839207052929,-3.0659047619047404,62.26177857142857,1e-4,-6.805450567857143,0.10996825396827466,0.24313964285714285,2,3,2
2025-03-04,38.37414233365625,4.0623750000000225,74.58056875,0.0043,0.031766333333333494,0.11755555555557726,0.26625220833333335,2,3,2
2025-03-05,42.584754590977084,6.952895833333358,99.11989791666667,0.0205,14.595939393958332,1.4009861111111306,0.3199836770833333,2,3,2
2025-03-06,67.23417795743659,-2.7885121951219265,74.97811463414634,1e-4,-7.084955585365854,1.194186991869947,0.3036585243902439,2,3,2
2025-03-07,112.5564077743651,-0.10255813953485639,67.62643953488372,0,-4.614935611627907,0.5746511627907209,0.2914197674418605,2,3,2
2025-03-08,149.2941122189569,-1.7927948717948483,70.74968974358974,1e-4,-1.2413365192307693,0.6857094017094232,0.28891965384615387,1.95,2.925,1.95
2025-03-09,200.47378959743617,4.598723404255338,65.40523191489362,0,6.1093564893617005,1.4478297872340653,0.2859413085106383,2,3,2
2025-03-10,207.1582345005341,8.28512765957449,62.49178297872341,0,10.640469999999999,3.034929078014206,0.28450344680851064,2,3,2
2025-03-11,210.15946710959585,8.695395833333356,45.240254166666666,0,4.993817135416668,4.140479166666689,0.28204833333333335,2,3,2
2025-03-12,198.02454716015416,2.7686875000000186,44.8582625,0,-4.007025416666671,2.6817500000000196,0.27739615625,2,3,2
2025-03-13,209.03483874804166,5.206000000000023,53.0027625,0,4.149924250000003,2.9923680555555787,0.27388730208333334,2,3,2
2025-03-14,194.6131867870194,12.947312500000027,43.11360833333333,0,14.051075113541668,5.023250000000021,0.26923102083333333,2,3,2
2025-03-15,146.01690647758085,17.453319148936192,61.7907914893617,0.011999999999999999,24.24035,8.621822695035487,0.28789344680851064,2,3,2
2025-03-16,43.28130848691958,3.2441666666666884,91.7292,0.009799999999999996,-9.054989166666667,6.552784722222247,0.30316269791666667,2,3,2
2025-03-17,113.59922104305788,-1.2120789473684004,73.07401578947368,0,-6.427236052631582,3.852640350877218,0.30030775,1.9487179487179487,2.923076923076923,1.9487179487179487
2025-03-18,168.96678235755607,9.345875000000023,53.971408333333336,0,8.051740854166669,4.7538888888889135,0.29373471875,2,3,2
2025-03-19,154.4942112468125,14.530270833333352,57.04589583333333,0,14.821986229166669,7.144652777777802,0.2888177604166667,2,3,2
2025-03-20,137.17410125355804,3.9482708333333596,80.62563958333334,0.0018000000000000004,-3.7189805104166664,6.602340277777801,0.2875381458333333,2,3,2
2025-03-21,177.7085703633952,2.6360434782608966,60.84856304347826,0,-8.32059402173913,3.854746376811619,0.28290166304347825,2,3,2
2025-03-22,219.21714247281463,2.6414651162790856,63.367606976744185,0.002,0.8786083313953491,4.810271317829483,0.27884806976744186,2,3,2
2025-03-23,4.3544471132769225,-4.2521538461538215,62.08578846153846,0,-21.054857692307692,2.617935897435925,0.2709310576923077,1.9259259259259258,2.888888888888889,1.9259259259259258
2025-03-30,57.35920458333334,11.179208333333364,99.92145833333333,0.0134,21.446955810416668,6.663972222222247,0.3009831041666667,2,3,2
2025-03-31,88.52240259361874,2.200729166666692,88.30330208333334,1e-4,-5.5257337500000006,6.199895833333352,0.353371625,2,3,2
2025-04-01,169.83614947053792,-0.25148717948715565,60.8413717948718,0,-9.795241589743588,3.7952564102564343,0.3564073717948718,2,3,2
2025-04-02,36.6390164951375,1.649375000000025,83.56182291666667,0.020799999999999996,-8.120215520833334,3.0940972222222394,0.3324121875,2,3,2
2025-04-03,142.63702570337708,9.057958333333353,77.06740625,0,13.760407622916667,5.830756944444463,0.30105392708333334,2,3,2
2025-04-04,169.78675007184168,4.505812500000024,71.74290416666666,0,-2.325309510416666,4.667868055555575,0.2869800520833333,2,3,2
