DateTime,Rg,Tair,RH,VPD_calc_kPa,P_mm_30,Rg_src,Tair_src,RH_src,VPD_grant_kPa,Rg_raw
2025-01-02T05:30:00Z,0,-3.2539999999999623,77.1175,0.10993207661874627,0,biomet,biomet,biomet,0.12100252047920568,-4.93094e-6
2025-01-02T06:00:00Z,0,-3.4259999999999877,75.3337,0.11698556960353901,0,biomet,biomet,biomet,0.12287159491627409,-1.66665e-4
2025-01-02T06:30:00Z,4.14197e-5,-3.5849999999999795,73.4622,0.12437007770209801,0,biomet,biomet,biomet,0.12287159491627409,4.14197e-5
2025-01-02T07:00:00Z,8.87562e-6,-3.7450000000000045,71.9224,0.13001516105818217,0,biomet,biomet,biomet,0.1281435898595784,8.87562e-6
2025-01-02T07:30:00Z,4.04335e-5,-3.84699999999998,73.3272,0.12256686309367743,0,biomet,biomet,biomet,0.1281435898595784,4.04335e-5
2025-01-02T08:00:00Z,0,-3.984999999999957,74.7104,0.11501039626608156,0,biomet,biomet,biomet,0.11923055109754899,-9.12211e-6
2025-01-02T08:30:00Z,0,-4.073999999999955,75.3364,0.11141421140009916,0,biomet,biomet,biomet,0.11923055109754899,-1.38559e-4
2025-01-02T09:00:00Z,7.14983e-5,-4.21999999999997,78.8268,0.0945998463429093,0,biomet,biomet,biomet,0.0964786168230028,7.14983e-5
2025-01-02T09:30:00Z,9.56598e-5,-4.5049999999999955,77.7127,0.09745697319933627,0,biomet,biomet,biomet,0.0964786168230028,9.56598e-5
2025-01-02T10:00:00Z,7.69223e-5,-4.540999999999997,75.9557,0.10485402591002985,0,biomet,biomet,biomet,0.11166462272642846,7.69223e-5
2025-01-02T10:30:00Z,0,-4.7309999999999945,75.5421,0.10513447812602356,0,biomet,biomet,biomet,0.11166462272642846,-5.04942e-5
2025-01-02T11:00:00Z,0,-4.900999999999954,75.9485,0.10206341821993126,0,biomet,biomet,biomet,0.11535362163381246,-2.04632e-5
2025-01-02T11:30:00Z,0,-4.9529999999999745,73.5523,0.11178972037118795,0,biomet,biomet,biomet,0.11535362163381246,-4.93092e-5
2025-01-02T12:00:00Z,0,-5.104999999999961,75.2945,0.10322695172299484,0,biomet,biomet,biomet,0.11016156772108993,-1.38805e-4
2025-01-02T12:30:00Z,2.91664e-4,-5.164999999999964,77.6094,0.09312879190110707,0,biomet,biomet,biomet,0.11016156772108993,2.91664e-4
2025-01-02T13:00:00Z,0.0452466,-5.227999999999952,79.3567,0.08545077005270763,0,biomet,biomet,biomet,0.08550184593363891,0.0452466
2025-01-02T13:30:00Z,0.867479,-5.1749999999999545,79.1469,0.08666795737341415,0,biomet,biomet,biomet,0.08550184593363891,0.867479
2025-01-02T14:00:00Z,5.11492,-5.1019999999999754,80.0504,0.08337439229214189,0,biomet,biomet,biomet,0.06818627065718186,5.11492
2025-01-02T14:30:00Z,14.7438,-5.038999999999987,79.7594,0.08499649055818592,0,biomet,biomet,biomet,0.06818627065718186,14.7438
2025-01-02T15:00:00Z,30.2138,-5.1370000000000005,76.1709,0.09932317023146231,0,biomet,biomet,biomet,0.09864532621590272,30.2138
2025-01-02T15:30:00Z,33.2237,-5.281999999999982,78.3291,0.08933648573224034,0,biomet,biomet,biomet,0.09864532621590272,33.2237
2025-01-02T16:00:00Z,45.566,-5.291999999999973,76.9312,0.09502683932379291,0,biomet,biomet,biomet,0.10056804984812662,45.566
2025-01-02T16:30:00Z,64.7598,-5.206999999999994,75.6563,0.10092932372833902,0,biomet,biomet,biomet,0.10056804984812662,64.7598
2025-01-02T17:00:00Z,83.3259,-5.166999999999973,76.3289,0.09843977663193659,0,biomet,biomet,biomet,0.10349014134396173,83.3259
2025-01-02T17:30:00Z,109.471,-5.024000000000001,76.3499,0.09942725660082846,0,biomet,biomet,biomet,0.10349014134396173,109.471
2025-01-02T18:00:00Z,109.324,-4.8659999999999854,76.4692,0.10011930940515629,0,biomet,biomet,biomet,0.10320125745701503,109.324
2025-01-02T18:30:00Z,95.2052,-4.602999999999952,76.7412,0.10095385591829914,0,biomet,biomet,biomet,0.10320125745701503,95.2052
2025-01-02T19:00:00Z,84.0848,-4.375999999999976,76.2488,0.10487579451502271,0,biomet,biomet,biomet,0.11227832189545528,84.0848
2025-01-02T19:30:00Z,83.4092,-4.209000000000003,75.8591,0.10794878241828892,0,biomet,biomet,biomet,0.11227832189545528,83.4092
2025-01-02T20:00:00Z,84.6052,-4.033999999999992,75.4874,0.11106624722827968,0,biomet,biomet,biomet,0.11245034488088723,84.6052
2025-01-02T20:30:00Z,79.1219,-4.020999999999958,74.9029,0.11382599572283547,0,biomet,biomet,biomet,0.11245034488088723,79.1219
2025-01-02T21:00:00Z,64.1536,-4.089999999999975,73.5974,0.11912619054468232,0,biomet,biomet,biomet,0.12020094711076984,64.1536
2025-01-02T21:30:00Z,48.1932,-4.008999999999958,73.7339,0.11923560461187543,0,biomet,biomet,biomet,0.12020094711076984,48.1932
2025-01-02T22:00:00Z,25.4593,-3.923999999999978,73.1236,0.12278919290671292,0,biomet,biomet,biomet,0.12847107179212852,25.4593
2025-01-02T22:30:00Z,6.97958,-4.121999999999957,73.9033,0.117462382712677,0,biomet,biomet,biomet,0.12847107179212852,6.97958
2025-01-02T23:00:00Z,0.527796,-4.617999999999995,75.6725,0.10547268803845761,0,biomet,biomet,biomet,0.10445241722083021,0.527796
2025-01-02T23:30:00Z,9.66213e-4,-4.782999999999959,77.12,0.09796490933861546,0,biomet,biomet,biomet,0.10445241722083021,9.66213e-4
2025-01-03T00:00:00Z,3.18044e-5,-4.546999999999969,77.109,0.09977933851803028,0,biomet,biomet,biomet,0.0845784829019845,3.18044e-5
2025-01-03T01:00:00Z,8.55513e-5,-4.435000000000002,83.0378,0.0745651464817132,0,biomet,biomet,biomet,0.08058271743144324,8.55513e-5
2025-01-03T01:30:00Z,0,-4.515999999999963,85.3479,0.06401681411940707,0,biomet,biomet,biomet,0.08058271743144324,-3.52561e-5
2025-01-03T02:00:00Z,0,-4.4979999999999905,88.4073,0.050718913672365695,0,biomet,biomet,biomet,0.065971565369698,-2.58874e-5
2025-01-03T02:30:00Z,0,-4.524000000000001,95.3167,0.0204495329325467,0,biomet,biomet,biomet,0.065971565369698,-7.19913e-5
2025-01-03T03:00:00Z,1.34121e-4,-4.552999999999997,99.9858,6.186814182534972e-5,0,biomet,biomet,biomet,0.029730008189104762,1.34121e-4
2025-01-03T03:30:00Z,5.99106e-5,-4.4739999999999895,100.017,NA,0,biomet,biomet,biomet,0.029730008189104762,5.99106e-5
2025-01-03T04:00:00Z,0,-4.492999999999995,100.015,NA,0,biomet,biomet,biomet,0.020281574981598327,-2.32246e-4
2025-01-03T04:30:00Z,0,-4.412999999999954,100.017,NA,0,biomet,biomet,biomet,0.020281574981598327,-1.03796e-4
2025-01-03T05:00:00Z,0,-4.274999999999977,98.9936,0.004477877917258344,0,biomet,biomet,biomet,0.025874778313452196,-3.2544e-5
2025-01-03T05:30:00Z,9.78786e-5,-4.233000000000004,90.3304,0.04316050489092704,0,biomet,biomet,biomet,0.025874778313452196,9.78786e-5
2025-01-03T06:00:00Z,9.44271e-5,-4.302999999999997,87.3859,0.05600670512757189,0,biomet,biomet,biomet,0.05973457204782279,9.44271e-5
2025-01-03T06:30:00Z,8.8757e-6,-4.714999999999975,86.9254,0.05627051162214192,0,biomet,biomet,biomet,0.05973457204782279,8.8757e-6
2025-01-03T07:00:00Z,8.28394e-5,-5.003999999999962,86.84,0.05540999134869501,0,biomet,biomet,biomet,0.05042532777232639,8.28394e-5
2025-01-03T07:30:00Z,0,-5.245999999999981,90.278,0.04018811031069752,0,biomet,biomet,biomet,0.05042532777232639,-5.17746e-5
2025-01-03T08:00:00Z,7.96343e-5,-5.4599999999999795,87.4241,0.051144791377717824,0,biomet,biomet,biomet,0.052944828118672405,7.96343e-5
2025-01-03T08:30:00Z,2.6627e-4,-5.507999999999981,84.6244,0.062302383014932294,0,biomet,biomet,biomet,0.052944828118672405,2.6627e-4
2025-01-03T09:00:00Z,1.58529e-4,-5.573999999999955,81.8866,0.0730273569123166,0,biomet,biomet,biomet,0.06472375621066234,1.58529e-4
2025-01-03T09:30:00Z,9.88649e-5,-5.711999999999989,82.8848,0.06827956970061405,0,biomet,biomet,biomet,0.06472375621066234,9.88649e-5
2025-01-03T10:00:00Z,3.94472e-5,-5.801999999999964,83.8945,0.0638109477370038,0,biomet,biomet,biomet,0.05537659142293988,3.94472e-5
2025-01-03T10:30:00Z,2.2485e-4,-5.9529999999999745,85.8253,0.05551581863925198,0,biomet,biomet,biomet,0.05537659142293988,2.2485e-4
2025-01-03T11:00:00Z,1.94771e-5,-6.113999999999976,91.4653,0.033016685725222206,0,biomet,biomet,biomet,0.035122232721736146,1.94771e-5
2025-01-03T11:30:00Z,1.5557e-4,-6.224999999999966,96.5641,0.013179155897624473,0,biomet,biomet,biomet,0.035122232721736146,1.5557e-4
2025-01-03T12:00:00Z,2.08578e-4,-6.225999999999999,96.527,0.01332043876863459,0,biomet,biomet,biomet,0.02235841842902503,2.08578e-4
2025-01-03T12:30:00Z,3.92994e-4,-6.248999999999967,96.1017,0.014925272657397015,0,biomet,biomet,biomet,0.02235841842902503,3.92994e-4
2025-01-03T13:00:00Z,0.11307,-6.248999999999967,88.4334,0.04428460065132184,0,biomet,biomet,biomet,0.028493088048606507,0.11307
