Date,LD_NEE_gC_day,MD_NEE_gC_day,LD_GPP_gC_day,MD_GPP_gC_day,LD_Reco_gC_day,MD_Reco_gC_day,LD_VPD_mean_kPa,MD_VPD_mean_kPa,LD_VPD_day_kPa,MD_VPD_day_kPa,LD_VPD_midday_kPa,MD_VPD_midday_kPa,n_hh,n_Rg,frac_Rg,Rg_mean_Wm2,Rg_max_Wm2,Tair_mean_C,Tair_max_C,Tair_min_C,RH_mean_pct,VPD_mean_kPa,VPD_max_kPa,P_used_mm,SWC_mean,TS_mean_C,n_SWC_mean,n_TS_mean,n_Rg_from_Grant,n_Tair_from_Grant,n_RH_from_Grant,frac_Rg_from_Grant,frac_Tair_from_Grant,frac_RH_from_Grant
2025-01-01,0.7434393397948801,1.1973819557880003,0.31604533247217836,-0.326369876096795,1.0594846722670586,0.8710120796912049,NA,0.011595369729729733,NA,NA,NA,0.008236588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-02,1.0051156529612788,0.8503687506999286,0.3717972353558489,0.28137017222497424,1.3769128883171278,1.1317389229249029,0.10182146052631579,0.09095197727272727,NA,NA,0.10117226,0.1033997,38,38,1,28.115711739226843,109.471,-4.5234736842105026,-3.2539999999999623,-5.291999999999973,76.04473157894736,0.10489845568262963,0.13001516105818217,0,0.284102,2.1987719298245842,2,3,0,0,0,0,0,0
2025-01-03,0.7811337405442897,0.6957937658819289,0.5229850568669424,0.37090378883509373,1.3041187974112325,1.066697554717023,0.05173201769787234,0.05035853323333333,NA,NA,0.07857193,0.07704577,47,47,1,38.088238644685106,165.664,-5.535872340425508,-4.233000000000004,-7.168999999999983,86.76258936170213,0.05662043673623048,0.09214823584504961,0,0.27990736170212765,1.8041134751773258,2,3,0,0,0,0,0,0
2025-01-04,0.9589455765503996,0.9117053376336,0.11891892110407391,-0.02711023956578831,1.0778644976544738,0.8845950980678119,0.0718149625,0.07087473333333333,NA,NA,0.0905272,0.08913156,48,48,1,41.14866283706494,202.188,-8.298708333333314,-7.189999999999998,-9.142999999999972,77.59108125,0.07356497088125327,0.10072292813442205,0,0.27766957291666666,1.5838611111111345,2,3,0,0,0,0,0,0
2025-01-05,1.3847783024773626,0.9197257650170206,-0.3852931263643685,-0.07185009381859608,0.9994851761129945,0.8478756711984244,0.06508455714285714,0.0569328,NA,NA,0.077556275,0.06325714,37,37,1,25.600457821469732,134.851,-9.112891891891872,-6.231999999999971,-10.604999999999961,77.4062972972973,0.06967988945401499,0.09805700632357933,0,0.2746052972972973,1.3997747747748015,2,3,0,0,0,0,0,0
2025-01-06,1.2624032837123624,0.576254126313,-0.19722760895267932,0.35404984989202504,1.0651756747596828,0.9303039762050254,0.1216525,0.03677461279166667,NA,NA,NA,0.07124638,5,5,1,4.6936297638,16.8626,-5.2259999999999875,-4.59699999999998,-5.689999999999998,68.35332,0.13127579518405294,0.14960669854096525,0,0.2683418,1.1628666666666958,2,3,0,0,0,0,0,0
2025-01-07,0.9463134256118609,0.7305100098855531,0.18123039657750148,0.27019344995956407,1.1275438221893619,1.0007034598451172,0.10575456451612902,0.11617835833333333,NA,NA,NA,0.14963690000000002,31,31,1,8.483514136049244,97.4287,-5.416645161290297,-3.7889999999999873,-7.984999999999957,73.90216129032258,0.10972174249943138,0.15031045311001745,0,0.2648967741935484,1.0294086021505604,2,3,0,0,0,0,0,0
2025-01-08,0.5676986527777418,0.7716103792278728,0.4337896294125224,0.12597134207379787,1.001488282190264,0.8975817213016707,0.08591348181818181,0.06125545625,NA,NA,0.1065465,0.08245995,14,14,1,46.98024318692857,136.808,-6.184285714285693,-5.5919999999999845,-6.728999999999985,76.57229285714286,0.09025445035315471,0.12036233450455919,0,0.2628178214285714,0.9427619047619292,2,3,0,0,0,0,0,0
2025-01-09,0.9305784856918868,0.5352857133940115,-0.06571018155305439,0.25175124604958665,0.8648683041388324,0.7870369594435984,0.07003974571428571,0.07653216458333333,NA,NA,NA,0.08279408,36,36,1,10.136241350350831,129.789,-9.524472222222204,-4.213999999999999,-12.149000000000001,75.34858055555556,0.07644264563604124,0.18539203795073217,0,0.2612997222222222,0.8091759259259482,2,3,0,0,0,0,0,0
2025-01-10,0.4404176593000119,0.4077852927839999,0.5519236493791668,0.5398797390554664,0.9923413086791787,0.9476650318394667,0.0781579044,0.07777937489583332,NA,NA,0.02617995,0.02576202,48,48,1,30.166852926927703,130.179,-5.378354166666641,-3.984999999999957,-6.377999999999986,79.55531875,0.08417850445102801,0.16214989067013383,0,0.2538354479166667,0.567277777777799,2,3,0,0,0,0,0,0
2025-01-11,1.396443097219428,0.8972432556020656,-0.31250683480580527,0.19260870247422623,1.0839362624136222,1.089851958076292,0.015650086334375,0.04094081013125,NA,NA,NA,0.09204017,34,34,1,8.670545666999999,146.214,-3.4622941176470396,-0.9279999999999973,-4.266999999999996,95.92201176470589,0.04988316435774745,0.1666713711654616,0,0.25819604411764707,0.5970686274510028,2,3,0,0,0,0,0,0
2025-01-12,1.5283395553756882,0.3130330196029281,-0.3120125113190136,0.850904782090339,1.2163270440566756,1.1639378016932673,0.05806532095416666,0.057197322622916665,NA,NA,0.025852904,0.025491897,48,48,1,30.5447141083125,184.867,-2.534458333333312,0.04600000000004911,-4.132000000000005,88.03154583333334,0.0701423631849822,0.1471224943655829,0,0.26230032291666666,0.7817500000000261,2,3,0,0,0,0,0,0
2025-01-13,0.9836507123712,0.7809041610719997,0.1377126766812073,0.23270207477808072,1.1213633890524075,1.0136062358500808,0.07770356416666667,0.076323273125,NA,NA,0.0764568,0.07558595,48,48,1,36.423364886729175,175.905,-5.563624999999978,0.3690000000000282,-9.391999999999996,79.70450625,0.08026326193432544,0.1121842343588233,0,0.2638779375,0.9643472222222419,2,3,0,0,0,0,0,0
2025-01-14,0.8126151915320493,0.8076196700639998,0.05133453912865112,-0.049857723854199815,0.8639497306607006,0.7577619462098,0.0653130409090909,0.06727569583333333,NA,NA,0.09400628333333333,0.09372259,48,48,1,73.32423943233334,342.01,-10.175645833333308,-8.813999999999965,-12.177999999999997,75.41909375,0.06972196416170866,0.10393631585525834,0,0.2645154270833333,1.081812500000023,2,3,0,0,0,0,0,0
