plot_page,event_id,site,DateTime,NEE_raw,NEE_lag,NEE_lead,Rg,Tair,Ustar,qc_co2_flux,signal_strength,wind_dir
150,MD_Winter_positive_nighttime_NEE_20241121_0300,MD,2024-11-21T08:00:00Z,36.80908,-12.576912,4.7291,0,0.20100000000002183,0.391585,2,42,261.861
151,MD_Winter_positive_nighttime_NEE_20241122_2000,MD,2024-11-23T01:00:00Z,39.74171,-6.423922999999999,5.51823,0,5.90500000000003,0.48977,2,90,331.828
152,MD_Winter_positive_nighttime_NEE_20241122_2330,MD,2024-11-23T04:30:00Z,27.7501,-5.9558670000000005,4.17976,0,5.373000000000047,0.369716,1,93,322.031
153,MD_Winter_positive_nighttime_NEE_20241123_0200,MD,2024-11-23T07:00:00Z,31.8357,1.3430699999999995,1.1318800000000002,0,5.2690000000000055,0.405559,1,69,316.956
154,MD_Winter_positive_nighttime_NEE_20241124_2330,MD,2024-11-25T04:30:00Z,19.02015,5.464255,-21.78574,0,5.035000000000025,0.415974,1,90,100.422
155,MD_Winter_positive_nighttime_NEE_20241125_0200,MD,2024-11-25T07:00:00Z,41.25911,-0.026619999999999866,0.9469099999999999,0,4.344000000000051,0.441136,1,88,103.005
156,MD_Winter_positive_nighttime_NEE_20241125_0400,MD,2024-11-25T09:00:00Z,34.54511,-3.2150380000000003,-25.84534,0,4.350999999999999,0.516769,1,91,108.924
157,MD_Winter_positive_nighttime_NEE_20241125_2230,MD,2024-11-26T03:30:00Z,13.997987,9.38959,9.45116,0,3.7139999999999986,0.59881,1,78,291.698
158,MD_Winter_positive_nighttime_NEE_20241125_2330,MD,2024-11-26T04:30:00Z,24.147479999999998,9.45116,1.7449599999999998,0,3.583000000000027,0.684452,1,95,292.596
159,MD_Winter_positive_nighttime_NEE_20241215_0530,MD,2024-12-15T10:30:00Z,39.4107,NA,324.645,4.33674e-4,0.3509999999999991,0.753162,2,27,104.952
160,MD_Winter_positive_nighttime_NEE_20241215_0800,MD,2024-12-15T13:00:00Z,23.3036,-73.9507,61.50302000000001,0.0674722,0.7909999999999968,0.498647,2,32,120.86
161,MD_Winter_positive_nighttime_NEE_20241215_1700,MD,2024-12-15T22:00:00Z,18.37085,-1.964368,3.129359,5.74387,2.8420000000000414,0.201916,1,46,122.946
162,MD_Winter_positive_nighttime_NEE_20241216_0800,MD,2024-12-16T13:00:00Z,33.47197,-0.06018699999999999,-23.44451,0.0313207,5.909000000000049,0.4779,2,74,146.007
163,MD_Winter_positive_nighttime_NEE_20241216_0930,MD,2024-12-16T14:30:00Z,17.822580000000002,-10.754912000000001,-30.27872,5.97653,6.468000000000018,0.479154,1,59,151.192
164,MD_Winter_positive_nighttime_NEE_20241216_1830,MD,2024-12-16T23:30:00Z,36.684870000000004,10.74615,6.968445,0,6.895000000000039,0.626006,1,51,263.246
165,MD_Winter_positive_nighttime_NEE_20241223_2100,MD,2024-12-24T02:00:00Z,30.9452,-6.37786,1.80982,0,0.10300000000000864,0.262515,1,43,305.741
166,MD_Winter_positive_nighttime_NEE_20241226_0200,MD,2024-12-26T07:00:00Z,20.995,-2.1996000000000002,6.02017,0,-0.44899999999995543,0.234307,1,55,96.4797
167,MD_Winter_positive_nighttime_NEE_20241226_2200,MD,2024-12-27T03:00:00Z,20.9493,0.9844820000000001,9.11715,0,5.378000000000043,0.381677,2,79,138.531
168,MD_Winter_positive_nighttime_NEE_20241226_2330,MD,2024-12-27T04:30:00Z,43.186400000000006,50.92413,-47.41,0,5.275000000000034,0.379415,1,32,148.823
169,MD_Winter_positive_nighttime_NEE_20241227_0230,MD,2024-12-27T07:30:00Z,33.655052999999995,-7.00765,9.30684,0,4.7549999999999955,0.405071,1,57,136.796
170,MD_Winter_positive_nighttime_NEE_20241227_0500,MD,2024-12-27T10:00:00Z,23.23382,5.18049,3.8559,0,4.460000000000036,0.334951,0,46,125.585
171,MD_Winter_positive_nighttime_NEE_20241227_1830,MD,2024-12-27T23:30:00Z,32.28568,-2.5381300000000007,22.982,0,6.2830000000000155,0.585589,2,40,117.012
172,MD_Winter_positive_nighttime_NEE_20241227_1900,MD,2024-12-28T00:00:00Z,22.982,32.28568,70.09877999999999,0,6.235000000000014,0.546503,1,32,120.417
173,MD_Winter_positive_nighttime_NEE_20241227_2200,MD,2024-12-28T03:00:00Z,34.035012,-22.28138,-0.36904000000000003,0,6.805000000000007,0.505476,1,33,133.707
174,MD_Winter_positive_nighttime_NEE_20241228_0030,MD,2024-12-28T05:30:00Z,14.51917,7.35396,-13.31582,0,7.741000000000042,0.526228,1,37,141.65
175,MD_Winter_positive_nighttime_NEE_20241228_0230,MD,2024-12-28T07:30:00Z,26.38476,6.03343,33.244710000000005,0,9.305000000000007,0.535315,1,34,164.1
176,MD_Winter_positive_nighttime_NEE_20241228_0300,MD,2024-12-28T08:00:00Z,33.244710000000005,26.38476,8.9403,0,9.865000000000009,0.577334,1,33,180.381
177,MD_Winter_positive_nighttime_NEE_20241228_0630,MD,2024-12-28T11:30:00Z,13.83692,-8.508009999999999,-0.19923999999999964,0,9.435000000000002,0.626994,1,100,222.209
178,MD_Winter_positive_nighttime_NEE_20241230_0030,MD,2024-12-30T05:30:00Z,31.28488,7.094791,7.75032,0,2.847000000000037,0.500789,0,40,315.426
179,MD_Winter_positive_nighttime_NEE_20241230_0330,MD,2024-12-30T08:30:00Z,13.17679,-11.69056,138.15640000000002,0,2.55600000000004,0.53808,0,48,293.453
180,MD_Winter_positive_nighttime_NEE_20241230_2030,MD,2024-12-31T01:30:00Z,42.85386,1.8384099999999999,NA,0,1.9440000000000168,0.0876105,1,35,189.278
181,MD_Winter_positive_nighttime_NEE_20241230_2200,MD,2024-12-31T03:00:00Z,15.277000000000001,-7.41871,-24.7031,0,1.3420000000000414,0.0545359,0,20,187.625
