plot_page,event_id,site,DateTime,NEE_raw,NEE_lag,NEE_lead,Rg,Tair,Ustar,qc_co2_flux,signal_strength,wind_dir
1,LD_Winter_negative_nighttime_NEE_20250102_2130,LD,2025-01-03T02:30:00Z,-7.2636999999999965,0.38103580000000004,5.13331,0,-4.524000000000001,0.180728,0,42,205.469
2,LD_Winter_negative_nighttime_NEE_20250102_2230,LD,2025-01-03T03:30:00Z,-6.6930000000000005,5.13331,-13.602689999999999,5.99106e-5,-4.4739999999999895,0.112617,1,35,239.179
3,LD_Winter_negative_nighttime_NEE_20250102_2300,LD,2025-01-03T04:00:00Z,-13.602689999999999,-6.6930000000000005,-4.931377,0,-4.492999999999995,0.143597,0,57,237.334
4,LD_Winter_negative_nighttime_NEE_20250110_2100,LD,2025-01-11T02:00:00Z,-14.284469999999999,1.0467359999999999,10.34765,4.889e-4,-3.947999999999979,0.303905,2,87,184.641
5,LD_Winter_negative_nighttime_NEE_20250112_1800,LD,2025-01-12T23:00:00Z,-16.78717,8.01266,-21.60683,0.518756,-0.5039999999999623,0.570206,1,5,192.821
6,LD_Winter_negative_nighttime_NEE_20250112_1830,LD,2025-01-12T23:30:00Z,-21.60683,-16.78717,1.584715,0.00259046,-0.32099999999996953,0.493134,2,26,194.296
7,LD_Winter_negative_nighttime_NEE_20250112_1930,LD,2025-01-13T00:30:00Z,-19.126170000000002,1.584715,1.4812700000000003,3.09415e-4,0.36100000000004684,0.439804,2,64,219.936
8,LD_Winter_negative_nighttime_NEE_20250121_0130,LD,2025-01-21T06:30:00Z,-22.8068,7.826504,25.597299999999997,4.46248e-5,-16.57299999999998,0.189739,2,32,275.731
9,LD_Winter_negative_nighttime_NEE_20250121_0330,LD,2025-01-21T08:30:00Z,-9.9088,0.573374,2.78414,7.29777e-5,-16.63499999999999,0.230278,2,NA,263.46
10,LD_Winter_negative_nighttime_NEE_20250121_0530,LD,2025-01-21T10:30:00Z,-5.4252400000000005,-3.959469,-13.27812,2.14002e-4,-17.36899999999997,0.256452,2,7,273.337
11,LD_Winter_negative_nighttime_NEE_20250121_0600,LD,2025-01-21T11:00:00Z,-13.27812,-5.4252400000000005,-2.61096,1.18835e-4,-17.59099999999998,0.266046,1,7,286.483
12,LD_Winter_negative_nighttime_NEE_20250121_0730,LD,2025-01-21T12:30:00Z,-10.311440000000001,-3.3638,-4.8628599999999995,7.55416e-4,-18.085999999999984,0.298991,2,13,279.368
13,LD_Winter_negative_nighttime_NEE_20250123_0600,LD,2025-01-23T11:00:00Z,-15.646090000000001,2.3707339999999997,-33.1913,3.34069e-4,-7.041999999999973,0.13462,1,72,198.423
14,LD_Winter_negative_nighttime_NEE_20250202_2300,LD,2025-02-03T04:00:00Z,-8.011113,0.647444,4.24922,0,0.10500000000001819,0.154251,2,67,173.162
15,LD_Winter_negative_nighttime_NEE_20250213_0400,LD,2025-02-13T09:00:00Z,-9.91263,-0.02581100000000003,-1.63841,0.0013634,-7.343999999999994,0.353903,1,95,314.5
16,LD_Winter_negative_nighttime_NEE_20250217_0030,LD,2025-02-17T05:30:00Z,-9.51088,0.2400111,2.26973702,2.90184e-4,-8.83299999999997,0.499298,0,100,311.824
17,LD_Winter_negative_nighttime_NEE_20250225_2300,LD,2025-02-26T04:00:00Z,-7.243119,-1.736981,-0.34240799999999993,0,0.4430000000000405,0.197907,1,100,219.861
18,LD_Winter_negative_nighttime_NEE_20250226_0600,LD,2025-02-26T11:00:00Z,-5.75347,-1.09997,1.898495,3.0818e-5,-1.9529999999999745,0.121218,1,99,121.206
19,LD_Winter_negative_nighttime_NEE_20250228_1730,LD,2025-02-28T22:30:00Z,-5.53553,1.1713975,-9.472482999999999,9.60718,6.242000000000019,0.272211,2,96,254.68
20,LD_Winter_negative_nighttime_NEE_20250228_1800,LD,2025-02-28T23:00:00Z,-9.472482999999999,-5.53553,8.94799,8.09967,6.256000000000029,0.633975,2,98,278.114
21,LD_Winter_negative_nighttime_NEE_20250228_2000,LD,2025-03-01T01:00:00Z,-11.200312,2.1867999,-15.650900000000002,0,4.378000000000043,1.22731,2,100,301.125
22,LD_Winter_negative_nighttime_NEE_20250228_2030,LD,2025-03-01T01:30:00Z,-15.650900000000002,-11.200312,-1.6340148,0,2.8570000000000277,0.955031,2,84,301.424
23,LD_Winter_negative_nighttime_NEE_20250303_2000,LD,2025-03-04T01:00:00Z,-15.38418,5.0147200000000005,-16.05794,0,2.282000000000039,0.36623,2,59,160.275
24,LD_Winter_negative_nighttime_NEE_20250303_2030,LD,2025-03-04T01:30:00Z,-16.05794,-15.38418,0.24726599999999999,0,2.2760000000000105,0.389165,2,95,168.584
25,LD_Winter_negative_nighttime_NEE_20250304_0430,LD,2025-03-04T09:30:00Z,-14.276860000000001,1.2112209999999999,6.50539,0,3.2690000000000055,0.280919,1,85,165.813
26,LD_Winter_negative_nighttime_NEE_20250304_1830,LD,2025-03-04T23:30:00Z,-15.55035,-0.5501199999999997,1.900083,2.56766,6.040999999999997,0.144166,0,21,111.165
27,LD_Winter_negative_nighttime_NEE_20250304_1930,LD,2025-03-05T00:30:00Z,-11.411261999999999,1.900083,-2.20026,7.62566e-4,5.835000000000036,0.149671,1,25,117.581
28,LD_Winter_negative_nighttime_NEE_20250304_2130,LD,2025-03-05T02:30:00Z,-5.869809999999999,12.38267,1.6058599999999998,0,5.4150000000000205,0.168875,1,13,107.673
29,LD_Winter_negative_nighttime_NEE_20250305_0100,LD,2025-03-05T06:00:00Z,-36.0196,7.834890000000001,16.296364999999998,0,5.652000000000044,0.403293,1,13,92.675
30,LD_Winter_negative_nighttime_NEE_20250305_0400,LD,2025-03-05T09:00:00Z,-17.672150000000002,7.115648,108.87016,0,6.497000000000014,0.514797,1,15,97.4804
31,LD_Winter_negative_nighttime_NEE_20250305_0630,LD,2025-03-05T11:30:00Z,-26.06904,-178.35563000000002,106.13917000000001,0,7.748000000000047,0.522482,1,13,115.817
32,LD_Winter_negative_nighttime_NEE_20250305_2100,LD,2025-03-06T02:00:00Z,-12.03438,12.068539999999999,-1.7855431000000002,1.10945e-5,-1.2489999999999668,0.964628,2,86,297.284
33,LD_Winter_negative_nighttime_NEE_20250316_0100,LD,2025-03-16T05:00:00Z,-11.940301,-1.07754,20.993769999999998,0,6.254000000000019,0.306771,0,75,295.815
34,LD_Winter_negative_nighttime_NEE_20250316_0800,LD,2025-03-16T12:00:00Z,-17.031768,8.51777,-21.60695,0.0561086,2.492999999999995,0.363879,1,72,282.697
35,LD_Winter_negative_nighttime_NEE_20250316_0900,LD,2025-03-16T13:00:00Z,-19.948995999999998,-21.60695,-0.7175800000000001,8.57924,1.9890000000000327,0.410001,1,58,313.273
36,LD_Winter_negative_nighttime_NEE_20250319_2230,LD,2025-03-20T02:30:00Z,-26.90746,-0.5591697,3.43932,0,12.735000000000014,0.729182,1,63,209.575
37,LD_Winter_negative_nighttime_NEE_20250321_2230,LD,2025-03-22T02:30:00Z,-12.079312,3.0077063,-0.89947,0,10.442000000000007,0.857114,2,91,231.71
38,LD_Winter_negative_nighttime_NEE_20251101_0200,LD,2025-11-01T06:00:00Z,-16.677289000000002,-2.932948,-19.731059000000002,0,4.121000000000038,0.177785,1,100,213.544
39,LD_Winter_negative_nighttime_NEE_20251101_0230,LD,2025-11-01T06:30:00Z,-19.731059000000002,-16.677289000000002,4.33758,0,4.703000000000031,0.161517,2,100,218.399
40,LD_Winter_negative_nighttime_NEE_20251101_0400,LD,2025-11-01T08:00:00Z,-7.750649999999999,-4.126374,-44.42199,0,2.4350000000000023,0.105336,1,98,95.9938
41,LD_Winter_negative_nighttime_NEE_20251101_0730,LD,2025-11-01T11:30:00Z,-20.304380000000002,21.265093,-1.488154,6.82931e-5,1.438000000000045,0.1005,1,38,119.85
42,LD_Winter_negative_nighttime_NEE_20251101_1900,LD,2025-11-01T23:00:00Z,-8.98877,2.052445,-2.0701039999999997,2.01688,5.984000000000037,0.150174,1,100,186.296
43,LD_Winter_negative_nighttime_NEE_20251102_0200,LD,2025-11-02T07:00:00Z,-7.910800000000002,16.052410000000002,73.3053,2.88705e-4,1.080000000000041,0.146129,2,27,136.035
44,LD_Winter_negative_nighttime_NEE_20251102_0530,LD,2025-11-02T10:30:00Z,-37.2159,-1.3900080000000001,-20.487396,0,-1.6739999999999782,0.107087,1,19,152.651
45,LD_Winter_negative_nighttime_NEE_20251102_0600,LD,2025-11-02T11:00:00Z,-20.487396,-37.2159,3.601779,0,-1.2860000000000014,0.124338,1,20,117.663
46,LD_Winter_negative_nighttime_NEE_20251111_0130,LD,2025-11-11T06:30:00Z,-21.17089,6.640713,8.55006,1.32642e-4,-2.36099999999999,0.226857,1,79,263.592
47,LD_Winter_negative_nighttime_NEE_20251112_0500,LD,2025-11-12T10:00:00Z,-12.899989999999999,0.61679,0.27798999999999996,0,6.754000000000019,0.457555,2,92,268.522
48,LD_Winter_negative_nighttime_NEE_20251113_0630,LD,2025-11-13T11:30:00Z,-5.0928099,-0.04200699999999999,2.1632291,9.66459e-5,2.840000000000032,0.3158,0,100,255.95
49,LD_Winter_negative_nighttime_NEE_20251123_2230,LD,2025-11-24T03:30:00Z,-9.63087,7.631220000000001,2.5579236,0,1.4360000000000355,0.194024,1,100,134.717
50,LD_Winter_negative_nighttime_NEE_20251124_0630,LD,2025-11-24T11:30:00Z,-8.11949,0.8740199999999998,2.8005,0,-0.012999999999976808,0.296506,1,91,142.461
51,LD_Winter_negative_nighttime_NEE_20251126_0100,LD,2025-11-26T06:00:00Z,-15.756499999999999,86.5088,-17.44718,0,8.5,0.367438,2,NA,190.719
52,LD_Winter_negative_nighttime_NEE_20251126_0130,LD,2025-11-26T06:30:00Z,-17.44718,-15.756499999999999,-119.3805,0,8.498000000000047,0.382838,2,0,180.187
53,LD_Winter_negative_nighttime_NEE_20251126_0430,LD,2025-11-26T09:30:00Z,-14.00649,-1.4398799999999998,-1.8473399999999995,0,4.184000000000026,0.438159,2,70,232.899
54,LD_Winter_negative_nighttime_NEE_20251126_0600,LD,2025-11-26T11:00:00Z,-8.12391,2.13906,2.917261,0,3.5340000000000487,0.840795,2,100,221.835
55,LD_Winter_negative_nighttime_NEE_20251129_0100,LD,2025-11-29T06:00:00Z,-7.233852000000001,-4.1299790000000005,0.5833699999999999,0,-3.822999999999979,0.124621,1,100,121.042
56,LD_Winter_negative_nighttime_NEE_20251129_0230,LD,2025-11-29T07:30:00Z,-13.938448000000001,-1.105251,3.368058,3.89543e-5,-3.853999999999985,0.152335,1,100,133.646
57,LD_Winter_negative_nighttime_NEE_20251203_1730,LD,2025-12-03T22:30:00Z,-6.35791,4.1874007,0.43679999999999986,0.807292,-1.7059999999999604,0.304726,2,52,282.421
58,LD_Winter_negative_nighttime_NEE_20251203_2000,LD,2025-12-04T01:00:00Z,-6.69544,-0.36775999999999964,6.36715,6.26473e-4,-1.9839999999999804,0.495568,2,86,285.94
59,LD_Winter_negative_nighttime_NEE_20251218_0630,LD,2025-12-18T11:30:00Z,-26.201839999999997,49.175200000000004,-16.45309,0,3.8110000000000355,0.644348,2,48,154.354
60,LD_Winter_negative_nighttime_NEE_20251218_0700,LD,2025-12-18T12:00:00Z,-16.45309,-26.201839999999997,55.69837,0,3.8660000000000423,0.585467,2,57,158.082
61,LD_Winter_negative_nighttime_NEE_20251218_1630,LD,2025-12-18T21:30:00Z,-28.90558,-50.622580000000006,-30.92869,5.24268,7.536000000000001,0.62717,0,39,158.143
62,LD_Winter_negative_nighttime_NEE_20251218_1700,LD,2025-12-18T22:00:00Z,-30.92869,-28.90558,-54.56208,4.43832,7.721000000000004,0.691623,2,32,167.233
63,LD_Winter_negative_nighttime_NEE_20251218_1800,LD,2025-12-18T23:00:00Z,-12.765419999999999,-54.56208,140.81118999999998,0.0079792,8.270000000000039,0.740004,2,49,214.108
64,LD_Winter_negative_nighttime_NEE_20251218_2230,LD,2025-12-19T03:30:00Z,-5.444939999999999,-101.96866999999999,-0.5010399999999997,0,2.066000000000031,0.699587,0,96,244.912
65,LD_Winter_negative_nighttime_NEE_20251222_2130,LD,2025-12-23T02:30:00Z,-15.929692999999999,0.9281010000000001,68.1624,0,2.7660000000000196,0.504013,2,100,160.066
66,LD_Winter_negative_nighttime_NEE_20251222_2300,LD,2025-12-23T04:00:00Z,-16.36978,42.14898,-0.06853200000000004,0,2.934000000000026,0.459818,2,100,166.56
67,LD_Winter_negative_nighttime_NEE_20251223_0100,LD,2025-12-23T06:00:00Z,-18.637286,-1.2089590000000001,22.42299,0,1.927000000000021,0.324774,2,100,153.647
68,LD_Winter_negative_nighttime_NEE_20251223_0600,LD,2025-12-23T11:00:00Z,-7.692959999999999,-1.370625,0.7407199999999998,0,2.177000000000021,0.197688,2,97,194.081
69,LD_Winter_negative_nighttime_NEE_20251225_0100,LD,2025-12-25T06:00:00Z,-6.574556,-2.582191,-6.0789,0,0.8070000000000164,0.100208,1,100,153.44
70,LD_Winter_negative_nighttime_NEE_20251226_0430,LD,2025-12-26T09:30:00Z,-24.81697,2.3704359999999998,47.4594,4.26524e-5,-1.2439999999999714,0.511012,1,98,95.2927
71,LD_Winter_negative_nighttime_NEE_20251226_0700,LD,2025-12-26T12:00:00Z,-28.68178,-0.9181810000000001,NA,0,-0.4399999999999977,0.424999,1,13,99.3137
72,LD_Winter_negative_nighttime_NEE_20251228_0300,LD,2025-12-28T08:00:00Z,-8.08376,18.91942,4.62807,0,-0.2319999999999709,0.477009,1,52,103.295
73,LD_Winter_negative_nighttime_NEE_20251228_2130,LD,2025-12-29T02:30:00Z,-8.55245,11.318,-19.67175,0,3.5720000000000027,0.22199,2,26,150.425
74,LD_Winter_negative_nighttime_NEE_20251228_2200,LD,2025-12-29T03:00:00Z,-19.67175,-8.55245,-25.47,0,4.5049999999999955,0.529784,1,41,236.067
75,LD_Winter_negative_nighttime_NEE_20251228_2230,LD,2025-12-29T03:30:00Z,-25.47,-19.67175,26.186149999999998,0,3.563000000000045,0.690648,1,83,250.768
76,LD_Winter_negative_nighttime_NEE_20251229_0730,LD,2025-12-29T12:30:00Z,-6.207076,-3.282618,2.1312740000000003,3.82146e-4,-2.8009999999999877,0.985131,1,100,294.481
77,LD_Winter_negative_nighttime_NEE_20251230_2200,LD,2025-12-31T03:00:00Z,-16.5276,23.455689999999997,32.70479,0.00115605,-7.48599999999999,0.122741,1,59,225.995
78,LD_Winter_negative_nighttime_NEE_20251231_0130,LD,2025-12-31T06:30:00Z,-6.6885900000000005,13.15551,-4.63616,3.97185e-4,-7.100999999999999,0.194032,2,NA,268.961
79,MD_Winter_negative_nighttime_NEE_20250103_0000,MD,2025-01-03T05:00:00Z,-6.4670190000000005,0.58096,0.6272760000000002,0,-4.274999999999977,0.290151,0,100,303.144
80,MD_Winter_negative_nighttime_NEE_20250110_2330,MD,2025-01-11T04:30:00Z,-8.06988,-4.440440000000001,-7.910400000000001,0.00119698,-4.036000000000001,0.145117,2,67,210.591
81,MD_Winter_negative_nighttime_NEE_20250111_0000,MD,2025-01-11T05:00:00Z,-7.910400000000001,-8.06988,-2.016549,8.47378e-4,-4.036000000000001,0.178204,2,72,216.689
82,MD_Winter_negative_nighttime_NEE_20250120_0730,MD,2025-01-20T12:30:00Z,-9.03789,10.41441,-2.8482899999999995,0.0024122,-16.58099999999996,0.317167,2,49,278.82
83,MD_Winter_negative_nighttime_NEE_20250120_0830,MD,2025-01-20T13:30:00Z,-5.93216,-2.8482899999999995,0.010565000000000047,8.63872,-16.513999999999953,0.405845,2,59,279.378
84,MD_Winter_negative_nighttime_NEE_20250121_0530,MD,2025-01-21T10:30:00Z,-8.33955,9.68924,9.01658,2.14002e-4,-17.36899999999997,0.269444,2,NA,292.511
85,MD_Winter_negative_nighttime_NEE_20250123_0730,MD,2025-01-23T12:30:00Z,-18.75751,-108.18871,-0.47725499999999993,5.51769e-4,-6.562999999999988,0.305496,0,100,352.082
86,MD_Winter_negative_nighttime_NEE_20250202_1800,MD,2025-02-02T23:00:00Z,-8.81475,-7.25233,1.330511,5.91172,-1.0360000000000014,0.114548,1,98,125.251
87,MD_Winter_negative_nighttime_NEE_20250203_0030,MD,2025-02-03T05:30:00Z,-9.34028,4.64356,-4.897211,0,1.0270000000000437,0.113553,1,92,222.705
88,MD_Winter_negative_nighttime_NEE_20250206_0030,MD,2025-02-06T05:30:00Z,-5.277076,0.5566569,-5.97459,0,-4.949999999999989,0.560947,2,100,116.923
89,MD_Winter_negative_nighttime_NEE_20250206_0100,MD,2025-02-06T06:00:00Z,-5.97459,-5.277076,-1.169124,0,-4.977999999999952,0.552931,2,100,115.124
90,MD_Winter_negative_nighttime_NEE_20250216_0430,MD,2025-02-16T09:30:00Z,-12.36714,-2.404479,-3.22442,4.48081e-4,-3.954999999999984,0.388454,2,56,3.01559
91,MD_Winter_negative_nighttime_NEE_20250216_0530,MD,2025-02-16T10:30:00Z,-8.94408,-3.22442,0.23991000000000007,3.85105e-4,-4.201999999999998,0.406428,1,78,353.534
92,MD_Winter_negative_nighttime_NEE_20250216_0630,MD,2025-02-16T11:30:00Z,-7.2324,0.23991000000000007,-9.32718,4.74107e-4,-4.500999999999976,0.408273,2,95,352.768
93,MD_Winter_negative_nighttime_NEE_20250216_0700,MD,2025-02-16T12:00:00Z,-9.32718,-7.2324,-7.3834,4.78299e-4,-4.579999999999984,0.473121,1,100,349.926
