plot_page,event_id,site,DateTime,NEE_raw,NEE_lag,NEE_lead,Rg,Tair,Ustar,qc_co2_flux,signal_strength,wind_dir
94,MD_Winter_negative_nighttime_NEE_20250216_0730,MD,2025-02-16T12:30:00Z,-7.3834,-9.32718,0.19044499999999998,0.0579674,-4.671999999999969,0.472463,2,100,348.183
95,MD_Winter_negative_nighttime_NEE_20250227_1930,MD,2025-02-28T00:30:00Z,-7.030889999999999,-4.705895,0.04917499999999997,0.0025409,2.2450000000000045,0.383401,2,83,303.111
96,MD_Winter_negative_nighttime_NEE_20250303_2000,MD,2025-03-04T01:00:00Z,-10.0383,1.0639100000000004,-7.24629,0,2.282000000000039,0.446305,2,59,170.668
97,MD_Winter_negative_nighttime_NEE_20250303_2030,MD,2025-03-04T01:30:00Z,-7.24629,-10.0383,-0.3707899999999995,0,2.2760000000000105,0.394847,1,84,177.32
98,MD_Winter_negative_nighttime_NEE_20250305_0100,MD,2025-03-05T06:00:00Z,-23.56598,16.24572,-15.665211000000001,0,5.652000000000044,0.517156,1,26,109.581
99,MD_Winter_negative_nighttime_NEE_20250305_0130,MD,2025-03-05T06:30:00Z,-15.665211000000001,-23.56598,36.264989,0,5.872000000000014,0.643592,0,30,112.272
100,MD_Winter_negative_nighttime_NEE_20250305_0230,MD,2025-03-05T07:30:00Z,-7.21763,36.264989,33.2121,0,6.132000000000005,0.609443,2,38,113.29
101,MD_Winter_negative_nighttime_NEE_20250305_0530,MD,2025-03-05T10:30:00Z,-27.161082999999998,-93.66308,-24.623400000000004,0,6.93100000000004,0.670339,2,29,121.121
102,MD_Winter_negative_nighttime_NEE_20250305_0600,MD,2025-03-05T11:00:00Z,-24.623400000000004,-27.161082999999998,31.2581,0,7.357000000000028,0.801871,1,35,127.528
103,MD_Winter_negative_nighttime_NEE_20250305_0700,MD,2025-03-05T12:00:00Z,-18.77897,31.2581,-4.95684,0.0231045,8.078000000000031,0.735076,0,24,144.363
104,MD_Winter_negative_nighttime_NEE_20250305_1900,MD,2025-03-06T00:00:00Z,-22.930120000000002,14.656659999999999,-18.07857,1.09682,0.34700000000003683,0.767217,1,75,309.005
105,MD_Winter_negative_nighttime_NEE_20250305_1930,MD,2025-03-06T00:30:00Z,-18.07857,-22.930120000000002,-2.574696,0.00780563,-0.2999999999999545,0.755627,2,90,311.294
106,MD_Winter_negative_nighttime_NEE_20250305_2100,MD,2025-03-06T02:00:00Z,-7.21176,3.07653,0.8173199999999998,1.10945e-5,-1.2489999999999668,0.922397,2,100,313.283
107,MD_Winter_negative_nighttime_NEE_20251107_0230,MD,2025-11-07T07:30:00Z,-15.854200000000002,3.3257794,14.40483,2.55421e-4,9.597000000000037,0.61728,0,89,194.652
108,MD_Winter_negative_nighttime_NEE_20251107_0330,MD,2025-11-07T08:30:00Z,-18.508589999999998,14.40483,5.3822,0,7.624000000000024,0.171824,1,62,221.853
109,MD_Winter_negative_nighttime_NEE_20251107_0500,MD,2025-11-07T10:00:00Z,-10.50771,12.32741,4.668423,1.13411e-5,5.876000000000033,0.319062,1,70,180.521
110,MD_Winter_negative_nighttime_NEE_20251109_0230,MD,2025-11-09T07:30:00Z,-6.15208,11.20347,2.36411,2.17453e-4,-1.5909999999999513,0.224142,1,64,81.2075
111,MD_Winter_negative_nighttime_NEE_20251125_2230,MD,2025-11-26T03:30:00Z,-12.85523,-4.9362900000000005,0.9729650000000001,0,7.817000000000007,0.220323,2,13,207.528
112,MD_Winter_negative_nighttime_NEE_20251126_0030,MD,2025-11-26T05:30:00Z,-6.462619999999999,10.86488,0.19950999999999985,0,8.41900000000004,0.307407,1,86,195.219
113,MD_Winter_negative_nighttime_NEE_20251126_0230,MD,2025-11-26T07:30:00Z,-18.12058,7.12608,-55.07194,0,8.783000000000015,0.495321,2,76,201.732
114,MD_Winter_negative_nighttime_NEE_20251126_0330,MD,2025-11-26T08:30:00Z,-6.931920000000001,-55.07194,16.05398,0,5.347000000000037,0.750734,1,72,249.324
115,MD_Winter_negative_nighttime_NEE_20251210_0400,MD,2025-12-10T09:00:00Z,-8.39897,-255.5694,-13.860619999999999,0,0.06700000000000728,0.350625,2,54,134.58
116,MD_Winter_negative_nighttime_NEE_20251210_0430,MD,2025-12-10T09:30:00Z,-13.860619999999999,-8.39897,4.953818,0,0.09000000000003183,0.227869,2,79,129.069
117,MD_Winter_negative_nighttime_NEE_20251210_0800,MD,2025-12-10T13:00:00Z,-18.392243,3.8996150000000003,-1.4734950000000002,0.0620329,-2.0439999999999827,0.76814,0,49,30.5869
118,MD_Winter_negative_nighttime_NEE_20251212_2100,MD,2025-12-13T02:00:00Z,-5.103759999999999,2.1342285,2.205182,1.89347e-4,-2.757000000000005,0.385529,2,100,246.025
119,MD_Winter_negative_nighttime_NEE_20251218_0630,MD,2025-12-18T11:30:00Z,-7.385949999999999,21.540014,-2.0010830000000004,0,3.8110000000000355,0.716486,2,48,170.992
120,MD_Winter_negative_nighttime_NEE_20251218_0730,MD,2025-12-18T12:30:00Z,-14.942070000000001,-2.0010830000000004,4.5048,1.91566e-4,4.153999999999996,0.70281,2,65,176.456
121,MD_Winter_negative_nighttime_NEE_20251218_0830,MD,2025-12-18T13:30:00Z,-21.132669999999997,4.5048,12.11598,2.35211,4.761000000000024,0.680152,2,53,179.685
122,MD_Winter_negative_nighttime_NEE_20251218_1700,MD,2025-12-18T22:00:00Z,-25.511372,19.47837,-8.1433687,4.43832,7.721000000000004,0.681088,0,61,177.201
123,MD_Winter_negative_nighttime_NEE_20251218_1730,MD,2025-12-18T22:30:00Z,-8.1433687,-25.511372,17.790153,0.577822,8.07000000000005,0.62606,1,61,187.562
124,MD_Winter_negative_nighttime_NEE_20251226_0430,MD,2025-12-26T09:30:00Z,-13.983198,0.2050344,5.17759,4.26524e-5,-1.2439999999999714,0.593218,1,91,111.735
125,MD_Winter_negative_nighttime_NEE_20251226_0800,MD,2025-12-26T13:00:00Z,-13.20468,-3.8968300000000005,2.18463,0.00153376,-0.4119999999999777,0.327555,0,61,84.8268
126,MD_Winter_negative_nighttime_NEE_20251226_0900,MD,2025-12-26T14:00:00Z,-14.93,2.18463,15.60219,1.76993,-0.37999999999999545,0.49807,1,80,137.245
127,MD_Winter_negative_nighttime_NEE_20251226_2330,MD,2025-12-27T04:30:00Z,-10.00101,1.127001,-10.79407,0,0.07900000000000773,0.12483,2,26,10.5982
128,MD_Winter_negative_nighttime_NEE_20251228_0330,MD,2025-12-28T08:30:00Z,-7.6727300000000005,-44.74744,-1.02733,0,-0.19599999999996953,0.487388,2,41,113.489
129,MD_Winter_negative_nighttime_NEE_20251228_0700,MD,2025-12-28T12:00:00Z,-13.626809999999999,2.1969440000000002,-8.45246,0,1.2180000000000177,0.353925,1,39,113.551
130,MD_Winter_negative_nighttime_NEE_20251228_0730,MD,2025-12-28T12:30:00Z,-8.45246,-13.626809999999999,8.45353,0,1.3460000000000036,0.322898,2,46,87.1352
131,MD_Winter_negative_nighttime_NEE_20251228_2100,MD,2025-12-29T02:00:00Z,-20.29577,13.37442,16.45946,0,3.524000000000001,0.317685,1,31,125.101
132,MD_Winter_negative_nighttime_NEE_20251229_0300,MD,2025-12-29T08:00:00Z,-8.19945,56.72234,0.054549999999999876,0,-0.03799999999995407,1.07042,2,69,263.089
133,MD_Winter_negative_nighttime_NEE_20251231_0400,MD,2025-12-31T09:00:00Z,-12.947099999999999,5.92161,6.000966,1.74308e-4,-6.510999999999967,0.239464,2,NA,302.637
134,MD_Winter_negative_nighttime_NEE_20251231_0630,MD,2025-12-31T11:30:00Z,-8.22805,-1.389438,2.905376,2.56407e-4,-6.2999999999999545,0.261378,0,NA,292.618
